Student ID,Course ID,Subject,Catalog,Section,Status,Crs Descr,Stat Dt,Add Dt,Drop Dt,Unit Taken,Start_1,Srt1 AM/PM,End 1,End 1 AMPM,Days 1,Facil ID 1,Term,Term Descr,Instructor ID
3425114,013176,ENGL,B256,001,E,Milton & Dissent,12/21/2012,12/21/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,EHI,1300,Spring 2013,0995587
3544262,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3551641,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3580389,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3591211,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3651365,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3652276,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3692761,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3693185,006026,MATH,B104,001,E,Probability and Statistics,12/18/2012,12/18/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,1300,Spring 2013,0213446
3788919,005723,ITAL,B002,002,E,Elementary Italian II,12/13/2012,12/13/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TH116,1300,Spring 2013,3648007
3820397,001213,ANTH,B303,001,E,History Anthropological Theory,12/13/2012,12/13/2012,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,T,TAYG,1300,Spring 2013,3577228
3820397,015513,ANTH,B219,001,E,Visual Anthro and Latin Amer,12/13/2012,12/13/2012,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,DAL2,1300,Spring 2013,3996563
3915044,005723,ITAL,B002,002,E,Elementary Italian II,12/13/2012,12/13/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TH116,1300,Spring 2013,3648007
3914820,002929,EAST,B225,001,E,Topics in Modern Chinese Lit,12/12/2012,12/12/2012,,1.00,12:45:00 PM,12:45 PM,2:15:00 PM, 2:15 PM,TTH,TH129,1300,Spring 2013,3995790
3699561,004807,HART,B108,001,E,Women/Feminism/History of Art,12/11/2012,12/11/2012,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,CARP25,1300,Spring 2013,3326005
3821162,004276,GEOL,B103,002,E,Earth Syst Science & Environ,12/11/2012,12/11/2012,,1.00,8:15:00 AM, 8:15 AM,9:45:00 AM, 9:45 AM,TTH,PK25,1300,Spring 2013,1165566
3492423,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3503382,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3559534,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3575916,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3577485,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3578252,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3578804,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3581135,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3631215,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3651243,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3667273,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3691416,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3692098,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3692771,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3820030,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3821393,006045,MATH,B304,002,E,Abstract Algebra II,12/7/2012,12/7/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,PK338,1300,Spring 2013,0207327
3930841,005846,LATN,B002,002,E,Elementary Latin,12/3/2012,12/3/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TH102,1300,Spring 2013,3176705
3930841,014570,BIOL,B112,001,E,Biological Exploration III,12/3/2012,12/3/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,0409956
3789175,014570,BIOL,B112,001,E,Biological Exploration III,11/30/2012,11/30/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,0409956
3907037,014570,BIOL,B112,001,E,Biological Exploration III,11/30/2012,11/30/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,0409956
3929704,014570,BIOL,B112,001,E,Biological Exploration III,11/30/2012,11/30/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,0409956
3430527,015666,HEBR,B115,001,E,Women in Judaism,11/29/2012,11/29/2012,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,TH104,1300,Spring 2013,3900232
3839910,005723,ITAL,B002,002,E,Elementary Italian II,11/29/2012,11/29/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TH116,1300,Spring 2013,3648007
3930614,005723,ITAL,B002,002,E,Elementary Italian II,11/29/2012,11/29/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TH116,1300,Spring 2013,3648007
3930674,014570,BIOL,B112,001,E,Biological Exploration III,11/29/2012,11/29/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,0409956
3695510,013613,ECON,B200,001,E,Intermediate Microeconomics,11/28/2012,11/28/2012,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,TH110,1300,Spring 2013,0492580
0468326,005739,ITAL,B225,001,E,Ital Cinema & Lit:Adaptation,11/27/2012,11/27/2012,,1.00,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,MW,CARP25,1300,Spring 2013,3392421
3711406,005723,ITAL,B002,002,E,Elementary Italian II,11/27/2012,11/27/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TH116,1300,Spring 2013,3648007
3711406,015674,CITY,B315,001,E,Spaces of Identity,11/27/2012,11/27/2012,,1.00,1:00:00 PM, 1:00 PM,3:30:00 PM, 3:30 PM,M,TAYC,1300,Spring 2013,1051497
3711406,015675,RUSS,B243,001,E,The Art of Exile,11/27/2012,11/27/2012,,1.00,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,MW,DAL2,1300,Spring 2013,0431946
3711406,015676,PSYC,B257,001,E,Identity under Pressure,11/27/2012,11/27/2012,,1.00,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,MW,DAL2,1300,Spring 2013,0851717
3819380,005723,ITAL,B002,002,E,Elementary Italian II,11/27/2012,11/27/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TH116,1300,Spring 2013,3648007
3910185,014570,BIOL,B112,001,E,Biological Exploration III,11/27/2012,11/27/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,0409956
3581207,007128,POLS,B399,001,E,Senior Essay,11/26/2012,11/26/2012,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,W,DAL212A,1300,Spring 2013,0162976
3460718,004048,FREN,B302,001,E,Le Printemps de la parole fem,11/19/2012,11/19/2012,,1.00,12:00:00 PM,12:00 PM,2:00:00 PM, 2:00 PM,W,TAYC,1300,Spring 2013,0031578
3483546,015675,RUSS,B243,001,E,The Art of Exile,11/19/2012,11/19/2012,,1.00,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,MW,DAL2,1300,Spring 2013,0431946
3498974,002368,CITY,B190,001,E,Form of the City,11/19/2012,11/19/2012,,1.00,12:00:00 PM,12:00 PM,1:00:00 PM, 1:00 PM,MWF,TH110,1300,Spring 2013,1051497
3498974,013613,ECON,B200,001,E,Intermediate Microeconomics,11/19/2012,11/19/2012,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,TH110,1300,Spring 2013,0492580
3498974,015106,CITY,B318,001,E,Topics in Urb Soc/Cult Theory,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,3:30:00 PM, 3:30 PM,TH,DAL6,1300,Spring 2013,3208421
3506324,015406,ENGL,B365,001,E,Erotica,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,T,EHII,1300,Spring 2013,0024092
3529298,001899,BIOL,B399,001,E,Senior Seminar,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,M,PK229,1300,Spring 2013,0409956
3529298,007393,PSYC,B323,001,E,Adv. Topics/Cognitive Neuro.,11/19/2012,11/19/2012,,1.00,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,MW,DAL25,1300,Spring 2013,0987494
3529298,012291,BIOL,B321,001,E,Neuroethology,11/19/2012,11/19/2012,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,PK259,1300,Spring 2013,0409956
3580259,001213,ANTH,B303,001,E,History Anthropological Theory,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,T,TAYG,1300,Spring 2013,3577228
3580259,001249,ANTH,B399,001,E,Senior Conference,11/19/2012,11/19/2012,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,M,DAL10,1300,Spring 2013,3577228
3580259,004276,GEOL,B103,003,E,Earth Syst Science & Environ,11/19/2012,11/19/2012,,1.00,8:15:00 AM, 8:15 AM,9:45:00 AM, 9:45 AM,TTH,PK25,1300,Spring 2013,1165566
3580259,015513,ANTH,B219,001,E,Visual Anthro and Latin Amer,11/19/2012,11/19/2012,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,DAL2,1300,Spring 2013,3996563
3581980,011223,MATH,B396,001,E,Research Seminar,11/19/2012,11/19/2012,,1.00,7:00:00 PM, 7:00 PM,9:00:00 PM, 9:00 PM,T,PK349,1300,Spring 2013,0207327
3581981,009304,HIST,B395,001,E,Exploring History,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,F,TH116,1300,Spring 2013,1137952
3600785,001766,ARTW,B263,001,E,Writing Memoir I,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,M,DAL6,1300,Spring 2013,3998659
3600785,007375,PSYC,B206,001,E,Developmental Psychology,11/19/2012,11/19/2012,,1.00,8:15:00 AM, 8:15 AM,9:45:00 AM, 9:45 AM,TTH,CARP21,1300,Spring 2013,0820103
3600785,015665,ENGL,B351,001,E,Jane Austen,11/19/2012,11/19/2012,,1.00,2:15:00 PM, 2:15 PM,3:45:00 PM, 3:45 PM,TTH,EHLEC,1300,Spring 2013,3318436
3648970,006546,PHIL,B310,001,E,Philosophy of Science,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,3:30:00 PM, 3:30 PM,W,BYC100,1300,Spring 2013,0031478
3689931,015679,HART,B354,001,E,Gender and Contemporary Art,11/19/2012,11/19/2012,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,W,TH111,1300,Spring 2013,0247216
3768303,006031,MATH,B203,002,E,Linear Algebra,11/19/2012,11/19/2012,,1.00,12:00:00 PM,12:00 PM,1:00:00 PM, 1:00 PM,MWF,PK349,1300,Spring 2013,3839982
3790492,008484,SOCL,B309,001,E,Sociology of Religion,11/19/2012,11/19/2012,,1.00,7:00:00 PM, 7:00 PM,10:00:00 PM,10:00 PM,T,DAL2,1300,Spring 2013,3420576
3795919,004015,FREN,B102,001,E,Intro à l'analyse litt/cult II,11/19/2012,11/19/2012,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,TAYB,1300,Spring 2013,0031578
3795919,014570,BIOL,B112,002,E,Biological Exploration III,11/19/2012,11/19/2012,,0.50,11:00:00 AM,11:00 AM,12:00:00 PM,12:00 PM,MWF,PK20,1300,Spring 2013,0409956
3795919,015666,HEBR,B115,001,E,Women in Judaism,11/19/2012,11/19/2012,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,TH104,1300,Spring 2013,3900232
3813457,001152,ANTH,B102,001,E,Intro to Cultural Anthropology,11/19/2012,11/19/2012,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,DAL300,1300,Spring 2013,3996563
3813457,004016,FREN,B105,001,E,Directions de France contemp,11/19/2012,11/19/2012,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,TAYD,1300,Spring 2013,3442425
3813457,013176,ENGL,B256,001,E,Milton & Dissent,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,EHI,1300,Spring 2013,0995587
3813457,014570,BIOL,B112,001,E,Biological Exploration III,11/19/2012,11/19/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,0409956
3813457,014571,BIOL,B113,001,E,Biological Exploration IV,11/19/2012,11/19/2012,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1300,Spring 2013,3926311
3816756,008770,SPAN,B102,002,E,Intermediate Spanish II,11/19/2012,11/19/2012,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,TAYG,1300,Spring 2013,3996170
3818480,006034,MATH,B206,002,E,Transition to Higher Math.,11/19/2012,11/19/2012,,1.00,12:45:00 PM,12:45 PM,2:15:00 PM, 2:15 PM,TTH,PK336,1300,Spring 2013,0213446
3818480,008764,SPAN,B002,001,E,Elementary Spanish II,11/19/2012,11/19/2012,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,TAYF,1300,Spring 2013,0899465
3818480,010851,MATH,B295,001,E,Topics in Mathematics,11/19/2012,11/19/2012,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,PK336,1300,Spring 2013,0409737
3818480,015500,EDUC,B260,001,E,Multicultural Education,11/19/2012,11/19/2012,,1.00,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,MW,TAYG,1300,Spring 2013,0695890
3851345,011342,FREN,B002IN,001,E,Intensive Elementary French,11/19/2012,11/19/2012,,1.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,TAYD,1300,Spring 2013,3460456
3851345,014570,BIOL,B112,002,E,Biological Exploration III,11/19/2012,11/19/2012,,0.50,11:00:00 AM,11:00 AM,12:00:00 PM,12:00 PM,MWF,PK20,1300,Spring 2013,0409956
3903994,001152,ANTH,B102,001,E,Intro to Cultural Anthropology,11/19/2012,11/19/2012,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,DAL300,1300,Spring 2013,3996563
3903994,002153,CHEM,B104,001,E,General Chemistry II,11/19/2012,11/19/2012,,1.00,12:00:00 PM,12:00 PM,1:00:00 PM, 1:00 PM,MWF,PK180,1300,Spring 2013,0168378
3905868,001152,ANTH,B102,002,E,Intro to Cultural Anthropology,11/19/2012,11/19/2012,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,TH110,1300,Spring 2013,3577228
3905868,007374,PSYC,B205,001,E,Exp Methods and Statistics,11/19/2012,11/19/2012,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,TH110,1300,Spring 2013,0987494
