Student ID,Course ID,Subject,Catalog,Section,Status,Crs Descr,Stat Dt,Add Dt,Drop Dt,Unit Taken,Start_1,Srt1 AM/PM,End 1,End 1 AMPM,Days 1,Facil ID 1,Term,Term Descr,Instructor ID
3105802,001837,BIOL,B102,001,E,Intro Bio II: Orgs to Pops,10/27/2011,10/27/2011,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK25,1200,Spring 2012,3452118
3105802,002153,CHEM,B104,002,E,General Chemistry II,10/27/2011,10/27/2011,,1.00,11:00:00 AM,11:00 AM,12:00:00 PM,12:00 PM,MWF,PK25,1200,Spring 2012,3415849
3105802,006847,PHYS,B102,001,E,Introductory Physics II,10/27/2011,10/27/2011,,1.00,8:15:00 AM, 8:15 AM,9:45:00 AM, 9:45 AM,TTH,PK243,1200,Spring 2012,3646602
3430298,006847,PHYS,B102,001,E,Introductory Physics II,10/27/2011,10/27/2011,,1.00,8:15:00 AM, 8:15 AM,9:45:00 AM, 9:45 AM,TTH,PK243,1200,Spring 2012,3646602
3397840,012832,CITY,B328,001,E,Geographic Info Systems,10/31/2011,10/31/2011,,1.00,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,MW,DAL2,1200,Spring 2012,1168592
3397840,015106,CITY,B318,001,E,Topics in Urb Soc/Cult Theory,10/31/2011,10/31/2011,,1.00,11:30:00 AM,11:30 AM,1:00:00 PM, 1:00 PM,MW,DAL6,1200,Spring 2012,3896857
3426943,001851,BIOL,B303,001,E,Animal Physiology,10/31/2011,10/31/2011,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,PK259,1200,Spring 2012,0409956
3426943,008770,SPAN,B102,003,E,Intermediate Spanish II,10/31/2011,10/31/2011,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,BYC127,1200,Spring 2012,0428728
3426943,014984,BIOL,B320,001,E,Evolutionary Ecology,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,TTH,PK11,1200,Spring 2012,3577231
3432357,009303,HIST,B267,001,E,Hist of Phila 1682 to Present,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,M,CARP25,1200,Spring 2012,0029475
3432357,013182,HIST,B212,001,E,"Pirates, Trvlers, & Ntrl Hist",10/31/2011,10/31/2011,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,CARP25,1200,Spring 2012,1020104
3443731,003573,ENGL,B399,001,E,Senior Essay,10/31/2011,10/31/2011,,1.00,12:00:00 AM, 0:00 AM,12:00:00 AM, 0:00 AM,,,1200,Spring 2012,0024092
3443731,015113,PSYC,B160,001,E,Focus: Psych of Negotiations,10/31/2011,10/31/2011,,0.50,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,M,TH224,1200,Spring 2012,0820103
3444536,007374,PSYC,B205,001,E,Exp Methods and Statistics,10/31/2011,10/31/2011,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,DAL300,1200,Spring 2012,0987494
3444536,007396,PSYC,B351,001,E,Developmental Psychopathology,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,W,TAYG,1200,Spring 2012,0162977
3445680,004394,GERM,B321,001,E,Adv Topics German Cultural St,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,W,TH104,1200,Spring 2012,0138190
3445680,009303,HIST,B267,001,E,Hist of Phila 1682 to Present,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,M,CARP25,1200,Spring 2012,0029475
3451331,001249,ANTH,B399,001,E,Senior Conference,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,M,,1200,Spring 2012,0135660
3451724,004306,GEOL,B399,001,E,Senior Thesis,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,W,PK200,1200,Spring 2012,1165566
3451724,007087,POLS,B327,001,E,Pol Philosophy 1950-Present,10/31/2011,10/31/2011,,1.00,7:00:00 PM, 7:00 PM,10:00:00 PM,10:00 PM,T,DAL25,1200,Spring 2012,0031573
3456653,003029,ECON,B304,001,E,Intro to Econometrics,10/31/2011,10/31/2011,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,DAL25,1200,Spring 2012,3764395
3456653,003031,ECON,B396,001,E,Res Sem: Internat'l Economics,10/31/2011,10/31/2011,,1.00,12:00:00 PM,12:00 PM,2:00:00 PM, 2:00 PM,W,DAL212E,1200,Spring 2012,0375562
3456653,003478,ENGL,B277,001,E,Nabokov in Translation,10/31/2011,10/31/2011,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,TAYF,1200,Spring 2012,0431946
3458441,004889,HART,B399,001,E,Senior Conference,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,T,CARP17,1200,Spring 2012,0031373
3458441,011313,HART,B266,001,E,Contemporary Art,10/31/2011,10/31/2011,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,CARP21,1200,Spring 2012,0672202
3460338,006043,MATH,B302,002,E,Intro to Real Analysis II,10/31/2011,10/31/2011,,1.00,11:15:00 AM,11:15 AM,12:45:00 PM,12:45 PM,TTH,PK349,1200,Spring 2012,0207327
3460338,006874,PHYS,B331,001,E,Advanced  Experimental Physics,10/31/2011,10/31/2011,,1.00,12:00:00 PM,12:00 PM,1:00:00 PM, 1:00 PM,M,PK337,1200,Spring 2012,1167884
3460338,014570,BIOL,B112,001,E,Biological Exploration III,10/31/2011,10/31/2011,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1200,Spring 2012,0409956
3460338,014570,BIOL,B112,C,E,Biological Exploration III,10/31/2011,10/31/2011,,0.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,W,PK20,1200,Spring 2012,3209393
3460338,014571,BIOL,B113,001,E,Biological Exploration IV,10/31/2011,10/31/2011,,0.50,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK20,1200,Spring 2012,3577231
3460338,014571,BIOL,B113,C,E,Biological Exploration IV,10/31/2011,10/31/2011,,0.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,W,PK20,1200,Spring 2012,3209393
3460586,003573,ENGL,B399,001,E,Senior Essay,10/31/2011,10/31/2011,,1.00,12:00:00 AM, 0:00 AM,12:00:00 AM, 0:00 AM,,,1200,Spring 2012,0024092
3461020,002879,CSTS,B399,001,E,Senior Conference,10/31/2011,10/31/2011,,1.00,12:00:00 AM, 0:00 AM,12:00:00 AM, 0:00 AM,,,1200,Spring 2012,3470325
3461197,001851,BIOL,B303,001,E,Animal Physiology,10/31/2011,10/31/2011,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,PK259,1200,Spring 2012,0409956
3461197,008770,SPAN,B102,003,E,Intermediate Spanish II,10/31/2011,10/31/2011,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,BYC127,1200,Spring 2012,0428728
3462240,001749,ARTT,B251,001,E,Fundamentals of Acting,10/31/2011,10/31/2011,,1.00,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,MW,GOCOM,1200,Spring 2012,3460008
3463560,001474,ARCH,B399,001,E,Senior Seminar,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,M,CARP15,1200,Spring 2012,3098022
3463768,001843,BIOL,B210,001,E,Biology and Public Policy,10/31/2011,10/31/2011,,1.00,8:15:00 AM, 8:15 AM,9:45:00 AM, 9:45 AM,TTH,PK229,1200,Spring 2012,0056992
3464638,007128,POLS,B399,001,E,Senior Essay,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,W,DAL6,1200,Spring 2012,0162976
3464666,003573,ENGL,B399,001,E,Senior Essay,10/31/2011,10/31/2011,,1.00,12:00:00 AM, 0:00 AM,12:00:00 AM, 0:00 AM,,,1200,Spring 2012,0024092
3464666,004377,GERM,B223,001,E,Topics in German Cultural Stud,10/31/2011,10/31/2011,,1.00,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,MW,TH118,1200,Spring 2012,0847593
3464855,007040,POLS,B241,001,E,Pol of Intl Law & Institutions,10/31/2011,10/31/2011,,1.00,2:15:00 PM, 2:15 PM,3:45:00 PM, 3:45 PM,TTH,DAL2,1200,Spring 2012,0162976
3464855,007128,POLS,B399,001,E,Senior Essay,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,W,DAL6,1200,Spring 2012,0162976
3464855,014993,POLS,B287,001,E,Media/Politics: ME Transformed,10/31/2011,10/31/2011,,1.00,7:00:00 PM, 7:00 PM,8:30:00 PM, 8:30 PM,MW,DAL300,1200,Spring 2012,3195964
3465036,004889,HART,B399,001,E,Senior Conference,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,T,CARP17,1200,Spring 2012,0031373
3465036,005157,HIST,B224,001,E,High Middle Ages,10/31/2011,10/31/2011,,1.00,9:45:00 AM, 9:45 AM,11:15:00 AM,11:15 AM,TTH,TAYG,1200,Spring 2012,3555100
3465050,005723,ITAL,B002,002,E,Elementary Italian II,10/31/2011,10/31/2011,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,TAYE,1200,Spring 2012,3648007
3465181,002713,COML,B399,001,E,Sr Seminar in Comparative Lit,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,3:30:00 PM, 3:30 PM,T,TAYC,1200,Spring 2012,0468281
3465327,007128,POLS,B399,001,E,Senior Essay,10/31/2011,10/31/2011,,1.00,2:00:00 PM, 2:00 PM,4:00:00 PM, 4:00 PM,W,DAL6,1200,Spring 2012,0162976
3465442,002713,COML,B399,001,E,Sr Seminar in Comparative Lit,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,3:30:00 PM, 3:30 PM,T,TAYC,1200,Spring 2012,0468281
3465442,003444,ENGL,B237,001,E,Dictator Novel in the Americas,10/31/2011,10/31/2011,,1.00,1:00:00 PM, 1:00 PM,2:30:00 PM, 2:30 PM,MW,EHLEC,1200,Spring 2012,3818518
3465442,013170,ENGL,B270,001,E,American Girl:,10/31/2011,10/31/2011,,1.00,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,MW,TAYF,1200,Spring 2012,3092941
