Student ID,Course ID,Subject,Catalog,Section,Status,Crs Descr,Stat Dt,Add Dt,Drop Dt,Unit Taken,Start_1,Srt1 AM/PM,End 1,End 1 AMPM,Days 1,Facil ID 1,Term,Term Descr,Instructor ID
0163913,007877,RUSS,B001,001,E,Elementary Russian,9/13/2006,9/13/2006,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,M-F,RCCON,0695,Fall 2006,0031386
0496952,006023,MATH,B101,001,E,Calculus/Analytic Geometry I,9/12/2006,9/12/2006,,1.00,9:00:00 AM, 9:00 AM,10:00:00 AM,10:00 AM,MWF,PK338,0695,Fall 2006,3452833
0692830,011321,POLS,B375,001,E,"Women, Work & Family",9/8/2006,9/8/2006,,1.00,12:00:00 PM,12:00 PM,2:00:00 PM, 2:00 PM,F,DAL212A,0695,Fall 2006,0028980
0742992,008763,SPAN,B001,001,E,Elementary Spanish,11/27/2006,9/12/2006,,1.00,8:00:00 AM, 8:00 AM,9:00:00 AM, 9:00 AM,M-F,TH224,0695,Fall 2006,0428728
0854238,003572,ENGL,B398,001,E,Senior Seminar,7/25/2006,7/25/2006,,1.00,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,M,EHLEC,0695,Fall 2006,0024092
0892947,007372,PSYC,B203,001,E,Educational Psychology,9/11/2006,9/11/2006,,1.00,10:00:00 AM,10:00 AM,11:30:00 AM,11:30 AM,TTH,CARP21,0695,Fall 2006,0603646
0892947,008500,SOCL,B398,001,E,Senior Conference,4/5/2006,4/5/2006,,1.00,7:00:00 PM, 7:00 PM,9:30:00 PM, 9:30 PM,M,DAL2,0695,Fall 2006,0031619
0951759,001836,BIOL,B101,003,E,Intro Bio I:Molecules to Cells,7/18/2006,7/18/2006,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK25,0695,Fall 2006,3452118
0951759,002151,CHEM,B103,002,E,General Chemistry,7/18/2006,7/18/2006,,1.00,12:00:00 PM,12:00 PM,1:00:00 PM, 1:00 PM,MWF,PK278,0695,Fall 2006,0428815
0951759,006846,PHYS,B101,001,E,Introductory Physics I,7/18/2006,7/18/2006,,1.00,8:30:00 AM, 8:30 AM,10:00:00 AM,10:00 AM,TTH,PK243,0695,Fall 2006,0402773
0997873,003572,ENGL,B398,001,E,Senior Seminar,4/6/2006,4/6/2006,,1.00,2:30:00 PM, 2:30 PM,4:00:00 PM, 4:00 PM,M,EHLEC,0695,Fall 2006,0024092
0997873,006519,PHIL,B222,001,E,Aesthetics,4/6/2006,4/6/2006,,1.00,1:00:00 PM, 1:00 PM,3:30:00 PM, 3:30 PM,TH,TH251,0695,Fall 2006,0031478
1058218,003277,EDUC,B301,001,E,Curriculum & Pedagogy Seminar,6/6/2006,9/4/2006,,1.00,7:00:00 PM, 7:00 PM,10:00:00 PM,10:00 PM,M,TAYF,0695,Fall 2006,0675005
1058218,011962,EDUC,B225,001,E,Empowering Learners,6/6/2006,9/4/2006,,1.00,1:00:00 PM, 1:00 PM,4:00:00 PM, 4:00 PM,W,TAYF,0695,Fall 2006,0492451
1069904,001836,BIOL,B101,003,E,Intro Bio I:Molecules to Cells,7/20/2006,7/20/2006,,1.00,10:00:00 AM,10:00 AM,11:00:00 AM,11:00 AM,MWF,PK25,0695,Fall 2006,3452118
1069904,002160,CHEM,B211,002,E,Organic Chemistry,7/20/2006,7/20/2006,,1.00,11:00:00 AM,11:00 AM,12:00:00 PM,12:00 PM,MWF,PK180,0695,Fall 2006,0301910
