Students	10000
1	3383 4044 4674 2305
2	6273 5002 632 5783
3	3993 1323 1363 4647
4	476 551 2415 3404
5	681 7349 1121 5160
6	5665 2169 4613 2366
7	3595 3391 2341 728
8	6678 4805 4943 5760
9	2957 3056 1245 794
10	5868 6020 3136 6381
11	6552 7169 6404 6834
12	5438 34 5832 3223
13	2257 5228 357 5963
14	3704 1357 2215 5684
15	786 5153 3615 3008
16	2183 5423 5780 5868
17	2213 2314 4596 6460
18	903 7116 1578 4400
19	4371 5853 375 2014
20	4783 3002 3862 987
21	4476 5066 7484 231
22	1822 4532 6591 233
23	4671 3595 6951 7350
24	4084 7403 3448 3272
25	2793 6910 698 5341
26	2729 1648 2606 1746
27	3874 4007 2453 3978
28	927 2918 1831 4940
29	807 4943 5386 4010
30	6084 310 4135 1062
31	4180 6769 3281 6424
32	5266 2416 5653 4690
33	4047 6551 7215 5780
34	5117 1130 653 6751
35	302 6594 2915 3257
36	2380 4572 3618 3698
37	5947 1091 2714 2268
38	5889 3790 5184 3587
39	3796 292 2806 6325
40	3040 2693 2334 1274
41	4588 5387 6371 338
42	5873 6949 1199 224
43	5619 4617 3498 2529
44	3867 5348 503 2153
45	6256 1209 4788 7383
46	4 6359 5255 5198
47	2676 1510 6993 5264
48	1014 856 3573 4286
49	3777 4760 3589 1799
50	4473 6702 7151 6058
51	6025 6681 725 7038
52	7133 2061 2813 5362
53	1960 78 7158 6102
54	476 4513 1261 5802
55	2735 1896 414 4167
56	1029 2210 2173 653
57	6856 2624 5645 7015
58	1940 6437 2091 145
59	2814 5664 5930 3800
60	3699 4626 5634 6696
61	2413 3723 551 1216
62	3175 6446 6467 6058
63	4466 3934 3656 422
64	3914 5722 7175 4636
65	3 5878 4603 4845
66	6740 5020 1634 6359
67	5333 4250 755 839
68	5803 304 4808 6481
69	629 863 5968 1694
70	3716 5144 444 7036
71	1731 6230 3576 6040
72	313 4965 2043 6880
73	4046 6878 1263 1932
74	5423 4399 4153 840
75	2292 5560 4344 2699
76	1797 7266 7000 4887
77	5860 5414 1176 2545
78	2518 4246 5254 71
79	1771 611 4634 3956
80	323 5252 3782 4588
81	583 2863 4385 2579
82	6777 7006 2122 3350
83	5169 2647 1004 987
84	4721 3745 57 2816
85	2958 1279 4852 3138
86	2735 2925 6636 3049
87	6696 7450 2562 3753
88	706 729 1734 4058
89	4277 2054 1934 6457
90	5736 4043 5321 6927
91	2469 599 2069 6197
92	2836 6502 7421 7042
93	7274 3190 7117 248
94	4827 3524 1417 4379
95	5205 2980 4117 5521
96	5919 5165 4796 6856
97	48 5168 5594 5414
98	5791 3411 4657 4611
99	1084 7497 5729 4558
100	3341 2379 5347 5841
101	1349 4840 5217 4555
102	1504 709 2431 5898
103	767 4836 6669 3134
104	1712 5197 5827 5850
105	3942 3610 7308 5620
106	6160 3523 352 4472
107	997 5479 1064 1168
108	534 6669 6675 1375
109	4632 5564 5607 1876
110	6805 885 4664 3467
111	5035 4581 1368 675
112	5041 4768 1967 2377
113	3899 5578 1586 3806
114	2464 6764 743 6703
115	4588 3164 5034 3152
116	7170 4572 7401 5074
117	2495 6808 3672 5349
118	3059 631 6396 6497
119	239 5968 3653 769
120	6554 7028 7149 3277
121	1692 3840 2334 3844
122	4656 1332 2950 6523
123	4293 686 1191 6603
124	2760 4465 2305 7264
125	782 4653 4853 7347
126	4474 2887 6584 2664
127	1793 171 2338 6066
128	4394 4927 530 1551
129	2275 1432 5458 2422
130	960 5218 4158 4137
131	4859 6076 1332 6046
132	5065 4259 5873 7290
133	7141 4624 914 7346
134	1106 7168 4729 6560
135	7382 1771 3534 131
136	5567 6759 2102 4395
137	6792 1526 5985 53
138	6561 3580 2265 3016
139	1447 1764 1373 195
140	6030 2077 7288 2895
141	2900 2553 2608 7022
142	4465 33 6992 1025
143	1277 6700 660 1487
144	6135 2919 1730 7353
145	5500 2716 5960 3685
146	5807 753 4644 224
147	7338 7426 180 5221
148	915 2508 5702 2592
149	6722 2725 4989 6305
150	3492 2067 4791 7420
151	2618 3437 1779 7067
152	6469 5092 368 844
153	4352 3475 1860 2147
154	1658 3141 3771 2567
155	7492 2951 2609 4312
156	1868 7192 2085 4783
157	1309 2086 1619 4153
158	7177 2636 4647 3582
159	3927 3674 5522 1310
160	5330 4161 2206 5319
161	6498 4531 285 687
162	3650 4264 5970 4797
163	6694 252 2998 2260
164	2190 971 3851 7378
165	4377 4228 6424 301
166	5052 3645 514 716
167	6089 6221 4353 4675
168	6507 556 6488 3775
169	4937 5416 5664 5858
170	3111 5674 4519 1126
171	3566 5197 5381 1327
172	48 4880 1062 6663
173	2684 6931 4446 1707
174	6816 3565 4851 5472
175	3566 2888 3905 295
176	4285 5808 2765 413
177	5092 6434 6237 1984
178	6882 2525 5874 3805
179	6665 889 1648 7133
180	2872 4700 416 4165
181	336 4493 239 7491
182	7339 473 7185 5959
183	6083 109 2158 5047
184	3976 4050 3318 6649
185	6044 4791 7060 5483
186	5793 5022 260 5011
187	6439 1054 1426 839
188	1208 6349 794 2762
189	5128 1114 2663 6064
190	802 2858 6414 442
191	3031 36 7204 3770
192	6262 4729 4018 3262
193	4171 3660 1272 5765
194	1650 2017 373 5791
195	4277 4795 4905 1341
196	5752 4341 4113 3299
197	1684 1561 2326 3248
198	2715 6931 601 4976
199	1854 4872 7333 5389
200	4119 2754 4856 2410
201	463 401 3399 6486
202	6471 5485 1950 3323
203	4913 6439 4886 3759
204	1339 2078 5229 5442
205	5119 5391 5424 2592
206	1061 4215 5505 6226
