Students	500
1	17 35 8 12
2	32 10 35 46
3	48 29 42 10
4	9 40 22 19
5	13 34 12 16
6	31 8 14 20
7	39 40 31 50
8	24 15 48 49
9	7 14 19 36
10	24 39 5 35
11	7 39 48 19
12	1 13 49 27
13	42 35 28 45
14	44 45 30 37
15	49 38 11 10
16	13 18 5 50
17	47 45 10 23
18	41 17 1 38
19	25 2 44 26
20	31 12 29 47
21	21 44 20 19
22	1 22 49 48
23	50 9 2 41
24	37 22 17 14
25	37 35 39 7
26	13 42 12 26
27	26 30 50 3
28	4 1 34 50
29	38 13 32 6
30	13 36 1 35
31	35 11 6 18
32	6 30 15 48
33	6 41 45 48
34	41 1 27 28
35	44 6 38 14
36	11 39 25 15
37	44 24 50 21
38	36 24 46 41
39	25 30 19 9
40	37 45 27 2
41	39 13 20 2
42	19 46 37 18
43	38 34 25 28
44	11 38 29 5
45	10 14 41 11
46	49 19 11 7
47	49 1 32 48
48	14 26 27 29
49	16 21 47 48
50	18 42 32 8
51	12 44 4 13
52	10 4 33 45
53	18 49 16 46
54	23 26 43 42
55	16 24 40 39
56	46 27 7 12
57	42 20 22 26
58	4 29 2 42
59	1 22 33 49
60	13 46 11 6
61	46 20 11 14
62	23 14 5 19
63	13 18 15 4
64	1 5 37 36
65	13 12 31 24
66	24 36 34 33
67	24 37 5 40
68	19 40 5 43
69	44 34 10 6
70	21 14 10 12
71	33 4 44 1
72	19 37 1 38
73	36 25 23 40
74	26 2 37 7
75	8 38 6 17
76	18 26 45 29
77	4 29 41 32
78	22 7 29 5
79	41 16 46 18
80	33 30 4 38
81	48 8 16 3
82	9 12 39 36
83	32 37 11 1
84	30 8 19 27
85	20 15 24 14
86	26 34 5 29
87	47 11 42 21
88	1 30 23 26
89	5 36 27 17
90	2 36 12 18
91	14 35 26 30
92	9 27 45 13
93	14 18 12 1
94	29 21 48 12
95	11 49 33 43
96	12 14 28 42
97	19 35 21 20
98	45 28 26 32
99	38 5 2 13
100	33 9 13 30
101	32 42 26 7
102	40 19 4 8
103	45 44 17 1
104	41 39 26 29
105	18 33 15 45
106	3 30 13 1
107	13 14 24 38
108	22 14 41 50
109	9 5 2 20
110	38 1 5 42
111	12 39 27 15
112	7 2 18 15
113	36 33 39 7
114	31 21 23 28
115	48 9 6 42
116	44 20 18 40
117	1 12 26 5
118	14 28 4 6
119	6 12 48 50
120	29 30 42 48
121	37 5 10 27
122	43 31 34 9
123	46 11 33 13
124	44 17 18 34
125	8 10 19 41
126	37 12 33 17
127	33 10 16 22
128	2 30 32 27
129	35 27 10 26
130	14 28 24 32
131	19 27 39 12
132	16 22 48 3
133	37 42 44 26
134	22 25 45 29
135	1 25 50 17
136	31 23 38 17
137	1 45 20 42
138	10 6 45 43
139	27 42 45 32
140	50 35 27 36
141	6 15 11 47
142	24 35 20 1
143	37 10 1 15
144	13 2 42 9
145	15 49 17 28
146	42 40 44 25
147	42 28 10 29
148	3 42 21 37
149	41 10 40 45
150	28 41 9 48
151	41 9 37 19
152	38 32 1 49
153	46 19 2 27
154	25 30 9 15
155	6 5 13 9
156	18 45 40 11
157	33 12 27 19
158	16 30 42 43
159	29 42 19 46
160	43 47 37 8
161	12 7 16 3
162	25 41 31 29
163	25 6 27 3
164	34 37 8 5
165	33 18 4 13
166	7 9 25 44
167	27 40 24 15
168	47 5 45 11
169	49 42 7 40
170	44 42 32 34
171	40 13 5 16
172	45 3 1 30
173	4 15 31 22
174	4 7 24 45
175	10 25 46 35
176	22 39 43 45
177	9 46 23 36
178	19 16 30 39
179	36 15 22 7
180	50 20 5 35
181	29 45 10 49
182	27 41 3 4
183	50 38 17 40
184	9 39 13 22
185	11 35 15 20
186	17 31 11 20
187	5 47 27 30
188	37 21 4 30
189	43 21 10 45
190	36 34 6 40
191	42 48 15 29
192	14 9 33 23
193	22 9 31 3
194	35 48 39 45
195	17 10 25 8
196	46 29 45 26
197	10 1 5 15
198	9 47 29 45
199	47 49 24 8
200	16 4 3 20
201	33 29 19 12
202	46 34 21 28
203	31 43 17 30
204	41 28 34 5
205	7 28 22 6
206	22 19 41 38
207	10 32 31 45
208	8 14 28 21
209	49 43 25 23
210	9 44 42 18
211	30 40 14 3
212	7 14 4 40
213	14 45 24 37
214	22 14 5 7
215	42 40 33 30
216	27 19 28 32
217	38 44 27 12
218	25 11 42 43
219	28 2 18 44
220	46 1 23 39
221	16 28 10 4
