Students	100
1	221 77 15 227
2	229 41 34 219
3	218 81 29 141
4	42 138 54 15
5	24 7 207 177
6	147 235 248 116
7	77 203 170 54
8	113 179 220 246
9	179 19 1 233
10	244 162 218 185
11	248 21 40 218
12	250 238 34 227
13	245 41 230 127
14	35 64 29 213
15	155 204 108 123
16	219 142 105 240
17	28 192 84 75
18	65 62 120 87
19	226 83 29 40
20	191 193 42 21
21	95 208 227 28
22	55 163 213 84
23	95 189 200 67
24	71 171 245 224
25	250 237 136 246
26	207 14 152 91
27	200 119 208 232
28	243 123 221 66
29	155 211 18 116
30	131 93 212 70
31	139 47 249 216
32	117 228 87 139
33	75 80 64 40
34	222 95 134 200
35	7 192 142 69
36	6 230 192 100
37	22 131 234 57
38	112 171 99 120
39	92 200 216 221
40	94 214 146 5
41	228 243 141 150
42	215 185 197 188
43	98 183 150 170
44	34 22 85 119
45	111 213 132 47
46	226 211 37 245
47	107 203 156 27
48	52 211 95 79
49	5 126 245 69
50	190 53 163 170
51	96 79 201 160
52	238 229 10 116
53	224 16 18 212
54	134 138 47 84
55	86 190 49 3
56	11 66 105 100
57	97 174 217 160
58	12 201 210 127
59	108 7 190 157
60	76 206 52 228
61	165 238 70 3
62	65 218 96 33
63	193 158 58 202
64	225 249 18 248
65	47 16 198 27
66	245 142 152 49
67	202 156 229 178
68	158 155 168 60
69	83 218 195 152
70	34 99 62 72
71	184 127 152 191
72	117 236 206 204
73	212 71 62 21
74	236 212 86 161
75	215 66 168 8
76	93 47 72 233
77	48 179 139 97
78	92 243 109 165
79	232 10 42 3
80	206 198 197 50
81	234 120 45 35
82	212 162 83 143
83	194 18 238 206
84	116 48 131 16
85	250 30 116 47
86	167 230 162 5
87	150 131 173 206
88	176 63 112 36
89	54 56 166 71
90	246 207 118 130
91	9 34 246 224
92	175 163 130 136
93	175 205 190 40
94	21 81 154 92
95	250 136 58 249
96	35 241 126 207
97	13 106 162 233
98	241 165 27 205
99	17 74 136 170
100	70 29 24 225
