Students	50
1	3625 3873 4238 7492
2	7783 3034 1997 244
3	3037 8502 1663 9483
4	2844 2912 6097 1250
5	7935 3631 2050 449
6	4093 2903 5999 4178
7	9068 5002 3397 6759
8	8626 9540 9874 8690
9	4718 1958 2991 8245
10	9208 3655 3264 1626
11	2942 2105 7189 59
12	1885 6553 4213 9540
13	3327 3427 5688 7308
14	5800 2287 1018 4548
15	5461 3172 3754 5251
16	9491 8310 5542 8944
17	8062 9722 5553 9826
18	1174 1964 7381 5568
19	4875 9698 9236 6833
20	4030 9547 9369 9002
21	872 7542 9769 3260
22	1348 8030 2850 7337
23	4998 8974 8603 875
24	541 6873 1964 5464
25	3816 2872 268 516
26	9507 8868 9778 8631
27	3729 8365 4691 5282
28	3574 4431 5525 9365
29	8173 5239 650 2226
30	6371 3362 1433 1733
31	129 6086 5082 3366
32	1727 9665 4433 9655
33	8101 5551 5079 2502
34	9221 4757 8193 723
35	855 1881 2915 2427
36	4139 4589 3588 1591
37	3987 3403 2656 5108
38	8923 3418 2521 8189
39	5310 608 7441 6314
40	9114 3793 346 536
41	5540 6092 7702 4369
42	2542 253 5886 8102
43	577 9604 4846 4896
44	3555 6658 3457 1189
45	6071 1473 7292 6829
46	9203 710 4399 1894
47	1858 514 1147 2885
48	418 3764 5600 59
49	5784 7222 4828 5898
50	1438 1390 9039 6689
