Students	50
1	1565 691 2335 2870
2	2627 2604 2259 1436
3	366 2278 1749 68
4	250 723 2918 1529
5	2129 1260 1321 301
6	983 92 845 2943
7	642 2077 2173 1698
8	292 2393 1832 1560
9	2103 9 2166 1695
10	1709 1870 671 883
11	2914 2517 968 2470
12	1994 798 1702 1943
13	1046 85 22 1857
14	2952 1076 1995 2960
15	737 154 584 1334
16	2236 2362 2336 1454
17	1392 2132 2900 2841
18	2904 960 1284 2418
19	1048 434 642 545
20	1745 477 2270 1746
21	2566 2836 825 280
22	2536 963 2009 2469
23	875 318 659 1187
24	1309 2002 365 2358
25	104 1865 77 2113
26	2542 2863 1298 255
27	2280 2496 96 2582
28	803 1491 1601 2952
29	2440 37 663 2614
30	2877 2735 1785 2656
31	594 892 222 2353
32	749 2764 1750 2981
33	777 2256 2905 374
34	1960 1231 2723 66
35	1725 865 1079 669
36	897 2199 1387 1766
37	2220 535 771 2633
38	2436 2410 190 1945
39	2087 312 2539 960
40	51 1859 1427 2684
41	75 157 1351 1122
42	1067 2133 2951 1761
43	440 2595 1224 109
44	2122 1329 2153 1943
45	1996 2793 2604 1316
46	1132 748 2316 650
47	692 983 2803 924
48	1149 1888 1415 148
49	382 2120 265 1742
50	2427 584 58 885
