Students	10000
1	122 132 215 57
2	198 32 191 18
3	58 33 197 120
4	148 117 68 133
5	58 224 233 167
6	120 138 227 103
7	100 150 19 65
8	7 147 247 140
9	149 207 76 188
10	107 102 87 52
11	101 182 175 12
12	127 209 12 247
13	234 218 74 11
14	202 174 218 231
15	40 145 45 21
16	98 161 14 218
17	93 17 1 11
18	249 88 132 149
19	118 219 98 83
20	223 12 75 100
21	142 176 112 237
22	201 104 215 167
23	12 199 101 188
24	242 43 122 47
25	145 64 104 123
26	85 22 202 178
27	116 132 58 184
28	156 242 164 28
29	43 46 90 154
30	21 59 224 76
31	7 237 179 127
32	27 47 174 39
33	182 72 29 247
34	165 154 162 212
35	114 185 170 229
36	56 33 208 55
37	1 231 113 75
38	235 94 231 101
39	243 161 15 137
40	84 213 200 139
41	40 82 78 86
42	71 235 238 62
43	151 222 105 122
44	198 62 184 39
45	150 73 153 156
46	125 75 135 193
47	81 51 101 29
48	168 97 242 106
49	65 41 140 48
50	203 58 3 26
51	112 194 8 171
52	26 170 177 120
53	120 153 66 159
54	189 216 11 74
55	221 140 169 78
56	247 146 111 91
57	149 37 121 16
58	227 16 132 208
59	18 143 200 92
60	32 179 25 233
61	158 165 208 199
62	135 4 39 156
63	134 89 21 5
64	126 50 89 167
65	44 146 210 204
66	19 227 4 200
67	7 89 90 225
68	93 161 15 188
69	198 67 141 2
70	68 27 116 6
71	22 15 101 153
72	1 110 57 98
73	161 187 193 50
74	248 116 108 121
75	213 239 133 54
76	150 106 175 209
77	183 112 69 67
78	247 65 77 46
79	53 134 99 114
80	85 155 25 248
81	154 11 104 72
82	66 183 193 154
83	210 165 196 218
84	194 15 50 181
85	157 16 27 223
86	225 55 62 24
87	165 15 64 6
88	29 212 235 73
89	222 237 232 81
90	117 77 216 37
91	198 193 238 128
92	25 250 149 115
93	166 175 51 199
94	89 135 9 213
95	14 190 230 114
96	111 193 230 60
97	227 75 15 43
98	168 139 34 247
99	133 16 186 166
100	38 102 50 84
101	247 130 208 38
102	134 200 202 100
103	194 45 102 168
104	21 143 145 180
105	226 214 105 86
106	225 13 222 232
107	177 145 141 74
108	156 232 30 235
109	152 160 95 250
110	75 115 10 197
111	68 121 184 128
112	94 148 89 2
113	32 153 223 66
114	9 221 131 77
115	84 90 26 168
116	27 96 105 24
117	163 123 212 58
118	200 171 181 90
119	122 193 214 108
120	130 49 237 71
121	192 84 188 35
122	179 58 81 225
123	164 122 72 241
124	118 217 85 31
125	131 176 47 126
126	66 206 76 115
127	187 10 41 48
128	177 77 19 193
129	247 229 235 5
130	164 197 35 128
131	176 20 241 52
132	86 216 48 237
133	118 246 36 138
134	126 227 204 15
135	168 68 14 30
136	135 33 23 240
137	157 227 3 126
138	240 124 157 205
139	49 146 232 241
140	38 178 79 142
141	10 124 242 106
142	153 182 201 228
143	157 34 4 99
144	80 144 235 108
145	10 216 72 154
