Students	100
1	4963 3482 445 3165
2	4109 1019 3928 5702
3	1769 6313 2896 2380
4	1286 2344 2364 4674
5	4669 5466 2468 6245
6	2352 4822 6267 7029
7	1528 6644 2474 6531
8	7094 2020 457 4396
9	4321 1735 6774 5438
10	1082 98 5373 414
11	5392 6033 1437 5622
12	5368 2160 3559 5989
13	65 4585 2471 933
14	2087 3123 5145 1327
15	4003 5738 5503 681
16	3629 5115 1956 4849
17	1494 2591 2415 6515
18	2741 3174 699 5939
19	6929 4286 4316 5275
20	2824 677 5460 4554
21	6190 1534 2323 1034
22	4082 3506 6029 1233
23	5002 4374 7442 4919
24	2286 1493 1327 3175
25	7471 2456 3435 2255
26	65 2590 3951 3660
27	2564 4072 6822 5535
28	5923 7086 5096 348
29	4203 2309 1243 3772
30	3569 3435 6315 627
31	6891 2489 1633 6341
32	3656 4010 3279 1598
33	5892 7015 2198 5063
34	1610 5649 1881 979
35	6492 6914 5905 4431
36	1487 6467 1218 5735
37	5681 3658 4667 6622
38	4079 4309 6081 5011
39	1796 332 6116 5167
40	2963 1157 1297 587
41	727 5395 2306 1495
42	7217 6563 1312 6427
43	3683 2584 2842 6901
44	4178 6953 1060 1629
45	6317 7032 2365 3901
46	2400 3757 741 5524
47	7116 327 2445 5393
48	6324 4412 5176 5014
49	4452 6110 836 18
50	5176 3785 5513 7272
51	1578 2796 6631 5198
52	6680 1962 2064 5840
53	2008 6208 730 372
54	6396 5191 2088 2324
55	6838 2288 4599 4639
56	5799 5036 362 1873
57	466 3541 4118 151
58	4123 6470 5850 5865
59	4471 2624 4369 5380
60	3043 1239 4794 2348
61	3549 4821 489 625
62	6908 3362 1476 6090
63	4926 3235 6760 1971
64	6962 1561 385 3294
65	3515 6206 5811 6766
66	5885 3815 7437 5975
67	4323 904 7359 6136
68	6426 6981 814 5254
69	1209 55 6081 477
70	4995 2176 6389 6376
71	7004 5554 1195 4918
72	255 4223 1112 1116
73	4354 3065 6023 3282
74	5561 6033 2560 5365
75	6773 849 4209 1196
76	4997 6265 6753 6155
77	2935 3752 2953 6644
78	774 1013 4151 596
79	1614 7265 2495 1957
80	7369 5089 5574 1761
81	4919 6614 226 7499
82	53 3209 608 5860
83	6066 2144 4648 1571
84	2237 6056 5836 3705
85	7413 7177 4033 5935
86	95 5800 6522 4864
87	4776 633 6925 1706
88	3912 123 3122 2661
89	5236 4015 1717 3840
90	1326 3279 5774 7153
91	2686 3270 5339 6384
92	2897 2030 3105 6595
93	5772 5700 4117 217
94	5317 1096 6434 5452
95	6612 5381 3123 69
96	7093 6950 4160 3983
97	5834 15 3871 3227
98	5629 2900 6268 3100
99	7413 2791 1420 1026
100	860 4957 3094 6217
