Students	200
1	133 98 214 181
2	35 102 85 42
3	106 141 87 90
4	133 197 36 192
5	116 233 143 19
6	188 120 59 67
7	235 131 69 14
8	135 231 240 163
9	246 58 178 44
10	142 101 163 93
11	224 208 226 1
12	68 248 83 70
13	34 8 125 11
14	145 168 120 67
15	127 196 2 158
16	111 153 148 137
17	79 8 209 130
18	72 20 81 3
19	146 171 72 185
20	98 120 241 207
21	60 185 48 187
22	236 178 31 224
23	11 140 175 62
24	6 83 161 70
25	103 179 112 74
26	5 48 191 232
27	192 20 24 125
28	26 161 217 118
29	220 194 3 31
30	44 1 63 176
31	197 246 242 83
32	162 154 202 83
33	244 2 178 94
34	25 52 217 216
35	100 203 53 238
36	92 219 153 206
37	119 101 239 248
38	38 157 141 240
39	211 249 109 210
40	185 128 227 155
41	156 77 187 236
42	22 61 154 50
43	192 21 25 86
44	16 47 41 7
45	198 215 69 77
46	211 229 64 69
47	228 143 69 67
48	76 237 151 36
49	217 109 120 231
50	106 212 171 238
51	249 205 203 10
52	80 213 227 109
53	13 55 213 178
54	156 208 96 8
55	193 139 91 12
56	25 243 230 248
57	51 19 212 164
58	84 248 11 77
59	227 228 107 195
60	40 47 213 190
61	151 207 23 176
62	62 68 155 134
63	36 219 29 82
64	243 220 114 247
65	105 9 217 167
66	210 15 147 71
67	80 23 236 133
68	156 142 125 188
69	16 77 247 102
70	38 215 178 110
71	23 124 228 93
72	142 20 24 153
73	159 27 20 234
74	184 64 227 234
75	62 216 21 199
76	101 3 70 186
77	127 66 16 226
78	170 218 198 241
79	59 18 32 156
80	87 58 212 84
81	187 113 112 138
82	132 133 23 15
83	172 2 142 41
84	76 15 172 73
85	95 68 144 243
86	7 87 210 12
87	114 171 177 145
88	74 62 192 15
89	112 195 121 185
90	47 132 77 141
91	82 78 6 178
92	78 204 186 126
93	10 53 107 3
94	44 128 229 68
95	23 2 126 1
96	206 178 243 52
97	196 68 140 64
98	40 143 227 183
99	75 74 156 153
100	24 165 224 136
101	109 35 96 100
102	204 64 142 158
103	124 242 205 96
104	165 220 53 132
105	49 30 175 159
106	81 93 99 131
107	2 167 250 186
108	204 165 118 92
109	153 72 16 86
110	202 235 101 81
111	75 58 54 90
112	131 122 160 81
113	107 174 220 227
114	80 75 232 235
115	125 72 84 100
116	248 166 228 242
117	8 141 96 231
118	193 198 201 97
119	143 97 48 245
120	57 96 137 233
121	197 87 85 99
122	131 155 162 23
123	189 213 233 105
124	32 97 38 183
125	83 182 78 157
126	151 166 85 158
127	155 180 206 80
128	27 149 93 179
129	104 142 167 193
130	50 114 87 230
131	239 207 210 89
132	37 180 85 219
133	9 97 212 160
134	163 31 215 167
135	135 100 199 210
136	212 220 54 238
137	175 97 75 4
138	199 56 55 155
139	250 123 162 124
140	73 248 223 249
141	115 29 129 190
142	142 92 150 76
143	42 174 131 245
144	180 177 155 193
145	78 245 5 239
146	15 11 193 62
147	183 4 93 245
148	71 20 108 162
149	203 233 62 117
150	98 101 3 242
151	20 200 101 226
152	116 47 149 189
153	247 250 154 151
154	22 225 111 36
155	160 20 163 125
156	223 90 131 159
157	229 137 57 202
158	221 14 115 191
159	25 205 72 233
160	160 205 209 144
161	115 9 144 13
162	188 226 56 77
163	208 151 32 64
164	207 129 192 190
165	137 105 249 189
166	198 58 149 191
167	95 194 104 11
168	161 87 188 56
169	226 114 146 5
170	170 214 146 249
171	186 183 202 116
172	231 22 140 89
173	23 91 92 62
174	207 73 221 51
175	74 222 111 143
176	83 7 153 9
177	62 221 97 114
178	153 228 236 244
179	196 111 243 222
180	127 237 99 107
181	150 162 5 153
182	16 89 90 247
183	232 141 250 35
184	170 149 69 225
185	229 171 203 197
186	14 242 102 246
187	129 165 204 190
188	129 42 164 97
189	229 165 194 239
190	72 182 107 100
191	150 129 250 17
192	15 117 214 194
193	168 149 66 167
194	105 158 18 114
195	123 13 177 129
196	201 175 71 43
197	116 250 226 244
198	50 108 160 163
199	158 234 172 120
200	67 12 197 38
