Students	1000
1	192 33 6 239
2	100 153 13 42
3	192 64 97 107
4	156 132 51 153
5	89 8 44 185
6	53 211 81 30
7	143 27 216 96
8	183 174 238 19
9	246 72 80 6
10	229 105 54 197
11	84 18 121 56
12	122 136 238 103
13	182 135 17 210
14	5 144 74 129
15	108 68 125 136
16	118 243 127 72
17	205 201 95 7
18	246 233 221 67
19	90 58 9 64
20	191 234 118 65
21	13 21 119 128
22	208 18 1 123
23	81 161 238 40
24	175 38 202 37
25	184 36 122 161
26	26 174 201 249
27	163 37 66 212
28	67 153 148 92
29	104 122 135 210
30	64 38 115 137
31	96 209 189 195
32	102 115 177 125
33	173 213 227 50
34	3 132 1 8
35	118 90 187 209
36	205 218 167 145
37	192 183 102 213
38	80 157 147 85
39	101 216 31 188
40	19 4 75 229
41	152 202 49 33
42	224 106 21 93
43	49 26 23 41
44	24 62 72 119
45	214 57 152 246
46	118 228 27 211
47	13 132 67 47
48	86 30 190 7
49	217 37 189 16
50	76 109 199 171
51	47 33 10 201
52	62 215 102 163
53	121 246 234 117
54	122 205 243 75
55	135 84 91 110
56	183 90 220 78
57	114 72 41 26
58	46 4 120 5
59	103 78 100 119
60	212 224 98 144
61	155 40 80 26
62	196 10 220 91
63	70 99 158 169
64	224 15 199 171
65	50 160 183 196
66	149 78 191 17
67	65 129 102 166
68	141 164 140 221
69	130 52 9 162
70	217 87 249 6
71	220 12 245 224
72	136 104 117 140
73	109 206 55 147
74	226 37 79 28
75	58 229 103 43
76	168 154 92 205
77	70 241 219 220
78	157 215 152 239
79	119 43 124 5
80	191 7 60 148
81	53 112 221 180
82	128 206 194 21
83	122 2 119 78
84	110 138 225 148
85	212 187 201 87
86	65 142 235 93
87	163 35 181 147
88	9 106 145 155
89	191 43 99 163
90	140 132 114 54
91	142 48 121 136
92	116 240 105 17
93	233 173 15 40
94	169 62 196 88
95	162 63 62 98
96	228 186 184 70
97	12 86 211 128
98	221 188 144 204
99	73 71 234 141
100	166 176 233 107
101	101 85 180 184
102	127 203 192 104
103	191 154 126 199
104	206 110 84 144
105	242 126 88 110
106	202 111 243 81
107	186 161 10 47
108	19 241 184 250
109	175 95 30 124
110	155 77 16 199
111	152 113 151 238
112	44 119 68 144
113	43 163 108 173
114	42 186 156 237
115	4 206 54 186
116	76 179 173 17
117	29 45 250 123
118	225 155 88 17
119	166 130 150 114
120	28 169 68 101
121	219 84 217 82
122	65 106 221 48
123	54 28 192 107
124	139 187 242 67
125	227 116 79 8
126	175 75 169 214
127	195 209 152 77
128	238 149 124 148
129	215 145 245 81
130	112 222 213 68
131	113 60 232 52
132	219 71 119 188
133	199 170 205 126
134	183 52 46 89
135	192 142 191 194
136	189 129 219 156
137	157 73 175 176
138	127 247 153 86
139	31 40 206 78
140	68 242 67 182
141	220 17 192 105
142	239 26 245 226
143	122 81 92 38
144	13 18 187 37
145	55 158 239 30
146	44 20 214 6
147	240 108 235 209
148	29 192 118 242
149	124 234 35 45
150	235 199 162 16
151	248 60 180 214
152	33 9 49 93
153	43 208 226 110
154	105 213 98 178
155	90 162 113 245
156	114 66 55 177
157	103 162 234 27
158	46 70 219 201
159	46 102 35 103
160	112 187 169 29
161	41 240 108 211
162	239 111 7 53
163	134 122 12 93
164	158 213 16 127
165	7 206 20 52
166	227 110 177 56
167	135 34 169 190
168	149 172 97 16
169	200 45 130 216
170	114 74 82 45
171	226 203 172 8
172	193 75 107 123
173	223 57 81 38
174	211 182 236 71
175	83 135 11 119
176	109 172 222 170
177	18 229 221 238
178	1 80 190 203
179	71 93 195 110
180	155 59 133 141
181	52 221 195 2
182	115 95 38 39
183	233 244 47 79
184	189 73 121 74
185	243 127 118 4
186	64 198 175 104
187	100 146 80 51
188	52 5 87 6
189	172 220 118 59
190	47 163 202 139
191	146 195 25 161
192	19 190 210 223
193	189 207 60 110
194	209 133 214 52
195	29 221 117 212
196	221 126 7 24
197	89 100 123 94
198	31 144 20 174
199	72 219 75 55
200	8 57 101 7
201	96 82 188 30
202	114 217 130 237
203	5 43 17 58
204	45 49 95 228
205	189 111 47 1
206	166 182 185 54
207	41 168 122 210
208	214 121 249 116
209	155 16 36 239
210	60 213 59 219
211	184 211 146 15
212	9 76 198 101
213	12 193 236 108
214	167 131 180 217
215	211 233 91 114
216	230 61 241 68
217	44 203 86 198
218	61 83 112 140
219	222 8 4 218
220	49 53 157 135
221	133 3 151 136
222	133 136 88 138
223	97 7 142 151
224	28 54 193 31
225	79 131 43 118
226	194 210 87 215
227	142 73 2 250
228	184 149 250 29
229	31 231 199 212
230	78 33 222 210
231	139 131 103 177
232	136 202 61 247
233	134 61 194 100
234	47 69 85 193
235	52 100 6 220
236	6 97 247 20
237	186 238 120 207
238	63 170 234 91
239	27 244 29 170
240	246 104 45 115
241	35 91 101 175
242	128 207 96 169
243	135 70 24 186
244	5 117 172 225
245	38 250 110 236
246	248 161 79 93
247	221 161 106 249
248	87 83 200 248
249	172 165 104 38
250	98 147 241 31
