Students	50
1	16 27 185 70
2	218 72 111 236
3	232 121 137 80
4	127 88 81 155
5	46 100 112 156
6	126 225 72 125
7	227 7 193 105
8	181 99 208 35
9	46 52 98 250
10	144 113 2 239
11	47 213 151 39
12	63 227 39 56
13	20 77 232 26
14	171 234 109 184
15	174 9 194 135
16	146 222 237 147
17	74 171 235 188
18	94 207 237 161
19	155 143 48 210
20	227 68 244 152
21	24 139 222 188
22	201 67 105 17
23	158 28 229 14
24	153 175 230 195
25	205 29 218 107
26	149 183 182 129
27	181 6 68 84
28	210 231 238 66
29	92 179 11 159
30	181 231 244 45
31	181 14 113 222
32	26 92 213 82
33	116 242 218 2
34	228 28 40 169
35	154 173 157 97
36	220 5 80 110
37	83 222 217 190
38	46 63 180 29
39	77 57 185 113
40	163 8 116 4
41	27 80 17 184
42	218 15 48 41
43	119 37 20 245
44	237 235 201 167
45	248 178 174 96
46	226 115 147 133
47	220 39 84 182
48	171 68 217 15
49	146 157 47 133
50	132 27 200 124
