Students	100
1	37 26 45 40
2	43 22 3 31
3	18 33 25 15
4	47 24 38 26
5	25 24 14 50
6	16 33 25 30
7	30 8 18 43
8	49 3 48 28
9	36 44 50 12
10	2 27 18 19
11	43 46 49 12
12	28 7 3 33
13	21 34 27 35
14	48 40 26 43
15	2 14 44 38
16	49 6 45 46
17	48 34 17 43
18	17 35 8 5
19	13 15 42 25
20	41 18 2 38
21	38 34 8 37
22	38 5 8 15
23	7 9 46 29
24	14 37 4 50
25	48 20 39 15
26	37 29 34 16
27	13 3 45 46
28	27 42 21 30
29	15 35 24 19
30	18 33 22 36
31	43 10 29 23
32	29 11 18 20
33	48 25 20 40
34	29 12 10 22
35	36 35 29 17
36	23 48 45 24
37	45 50 8 9
38	22 49 25 8
39	31 27 12 32
40	24 46 32 19
41	39 27 49 41
42	24 1 18 27
43	15 32 10 34
44	48 22 6 13
45	35 21 34 23
46	12 4 6 19
47	13 47 40 49
48	33 34 19 9
49	27 32 18 33
50	32 1 43 38
51	33 21 32 13
52	19 7 33 15
53	35 26 38 6
54	33 50 36 18
55	47 12 26 33
56	22 47 7 19
57	47 34 32 6
58	2 32 21 34
59	7 21 46 8
60	11 2 8 24
61	23 40 50 34
62	7 40 29 9
63	14 12 39 15
64	7 31 30 3
65	20 36 44 43
66	38 6 32 26
67	24 11 22 41
68	25 34 12 46
69	34 40 16 21
70	19 29 36 49
71	12 33 3 29
72	7 37 42 41
73	12 6 45 34
74	32 35 28 20
75	3 26 16 5
76	30 10 31 40
77	44 40 19 41
78	4 45 44 28
79	49 35 3 15
80	40 26 5 35
81	6 20 15 46
82	27 10 44 19
83	7 11 43 44
84	5 38 39 44
85	43 21 3 34
86	40 2 6 11
87	45 20 43 3
88	14 15 27 10
89	41 10 17 20
90	38 35 8 39
91	11 1 8 28
92	10 28 5 48
93	22 24 41 14
94	4 39 13 24
95	13 32 46 23
96	1 32 5 24
97	34 43 31 23
98	18 33 6 42
99	50 46 10 47
100	46 5 39 38
