Students	5000
1	30 47 7 17
2	46 48 39 18
3	21 27 49 48
4	11 13 4 8
5	35 33 21 11
6	2 3 4 13
7	26 46 23 47
8	46 25 2 49
9	28 9 27 15
10	7 35 3 26
11	16 30 18 33
12	23 45 28 40
13	12 14 18 50
14	18 2 6 36
15	24 42 4 18
16	50 20 45 37
17	9 17 29 16
18	9 17 32 28
19	43 28 19 27
20	9 26 15 47
21	16 47 38 25
22	31 39 26 41
23	22 39 46 6
24	29 26 30 46
25	12 31 36 39
26	49 24 15 20
27	25 6 33 18
28	10 9 15 14
29	26 4 50 12
30	11 15 22 24
31	40 38 35 47
32	21 19 42 29
33	46 27 7 48
34	49 4 38 36
35	5 20 9 7
36	13 6 30 33
37	5 28 38 4
38	5 7 18 12
39	32 43 6 8
40	40 32 27 30
41	42 46 33 35
42	10 3 16 38
43	46 49 34 1
44	16 36 40 43
45	44 9 35 10
46	32 23 50 48
47	44 30 6 45
48	27 18 26 1
49	18 36 15 7
50	12 5 35 15
51	43 21 16 29
52	30 39 43 3
53	23 29 50 5
54	47 16 27 25
55	8 17 7 45
56	25 48 38 50
57	15 22 31 3
58	49 13 32 11
59	38 47 25 34
60	45 14 46 29
61	2 24 29 34
62	49 19 31 15
63	38 19 41 25
64	7 43 47 46
65	14 27 8 9
66	32 15 35 19
67	38 7 45 11
68	16 12 27 9
69	47 12 15 44
70	13 36 35 10
71	26 15 50 17
72	5 4 17 35
73	12 27 43 49
74	29 6 10 18
75	23 13 10 2
76	39 32 15 22
77	22 30 14 40
78	35 17 32 36
79	38 10 37 39
80	45 37 36 25
81	16 41 28 30
82	19 50 37 34
83	17 14 46 39
84	28 10 21 44
85	31 27 28 21
86	5 42 33 43
87	24 20 4 32
88	28 49 18 43
89	45 26 19 25
90	30 13 3 23
91	12 31 41 30
92	47 5 21 17
93	24 11 20 48
94	10 36 7 24
95	6 7 31 36
96	19 36 31 22
97	43 22 17 48
98	46 1 8 10
99	30 49 6 35
100	36 49 1 33
101	21 35 32 18
102	21 24 9 35
103	49 39 26 5
104	9 5 21 15
105	35 22 29 5
106	50 22 36 20
107	25 36 27 32
