Students	500
1	2240 343 35 1479
2	2021 597 1249 1703
3	1205 1422 542 2045
4	2395 1813 361 2600
5	1731 1612 63 1173
6	343 497 1453 719
7	274 2996 37 2140
8	707 726 1176 2937
9	618 736 2097 2757
10	2205 2622 289 272
11	2871 209 1238 666
12	1227 1990 693 1083
13	967 2169 2674 928
14	1366 501 1654 684
15	177 1830 2714 1874
16	1418 193 1935 707
17	2798 60 1623 1427
18	519 2879 1759 218
19	1123 2069 2949 1996
20	1732 335 1152 1384
21	881 1986 1348 1438
22	763 1667 393 1349
23	2733 2583 1398 1684
24	2528 169 2877 2938
25	2912 117 2398 1210
26	2133 259 749 2872
27	1912 799 529 2800
28	316 1650 246 1336
29	2132 2798 1180 2850
30	1637 870 1651 2959
31	1571 934 1610 2886
32	1661 1525 1262 1642
33	138 277 2432 984
34	44 324 1720 72
35	768 2809 2725 1377
36	1829 1861 2443 2295
37	2436 65 2849 734
38	2355 2460 2804 360
39	1233 2301 2276 2395
40	2024 1053 1041 1719
41	2989 1145 1959 218
42	702 2063 710 1926
43	457 2063 2956 2687
44	1807 1601 2754 1031
45	1817 2026 1134 1505
46	1116 1000 70 2102
47	2237 1843 2953 2035
48	21 2707 621 1359
49	1398 364 352 753
50	391 975 882 2623
51	1321 1523 865 2212
52	2335 478 541 1027
53	416 2629 84 1944
54	12 2068 1037 330
55	1573 2729 2587 316
56	1230 1282 1582 1622
57	1122 56 1424 446
58	847 978 2909 2788
59	1799 1611 1152 1039
60	22 548 2032 2706
61	2352 2853 1338 330
62	1086 1641 780 969
63	1132 2165 291 1210
64	262 53 866 1680
65	1950 400 1644 1158
66	2628 636 1702 2869
67	1642 2178 182 2682
68	1606 2489 1058 1067
69	156 919 106 1674
70	1886 551 1069 1706
71	1564 681 2660 2387
72	985 857 935 2226
73	2217 1847 1750 2613
74	1728 222 2976 2085
75	297 1487 869 2130
76	2677 1971 2497 1248
77	1249 885 2291 563
78	1014 1517 2172 261
79	1078 187 105 450
80	615 1127 385 561
81	1137 2469 1265 1597
82	2941 1089 1156 1399
83	986 2707 347 1626
84	19 2724 2942 2497
85	1988 2124 1272 102
86	173 2245 1741 1450
87	670 1278 721 2637
88	2192 2374 2531 2833
89	430 948 1415 1025
90	460 1879 1123 47
91	964 2422 2900 676
92	77 2809 2073 70
93	765 1196 2835 2469
94	1210 1109 2290 545
95	2284 1318 173 1511
96	2908 1616 1453 959
97	770 700 2948 354
98	2239 2053 1300 2102
99	2460 1646 2690 794
100	1042 591 1257 541
101	667 1603 757 2573
102	2653 1905 1765 1426
103	1410 769 124 1126
104	1824 265 1010 2705
105	535 1636 362 1860
106	585 2236 2577 1587
107	804 1853 747 2464
108	1060 896 2848 1034
109	198 2928 543 1312
110	245 1176 1701 2023
111	2616 1291 1673 178
112	1448 1950 2317 2441
113	1366 2060 1026 1261
114	1506 2903 2579 1625
115	2234 2520 744 1851
116	1057 1890 2716 2868
117	551 867 2817 948
118	1977 1613 1470 2551
119	2506 105 2336 2633
120	1683 800 188 2055
121	1039 202 1710 203
122	300 2872 768 136
123	893 1679 47 727
124	691 138 1478 1128
125	947 2645 1858 2073
126	2110 2033 1120 2047
127	1623 108 1044 335
128	2656 671 2043 2546
129	2139 2894 2012 100
130	895 2132 892 575
131	501 980 1541 1132
132	923 370 2956 2641
133	1529 2313 803 697
134	2704 1426 2301 2684
135	1776 1264 672 1097
136	2904 824 1778 778
137	2049 870 2196 2827
138	2431 1495 266 1216
139	1218 1771 2738 1272
140	2707 1449 1340 1888
141	312 1441 2983 1925
142	131 580 2785 2392
143	2307 1742 595 1774
144	445 553 107 1901
145	1742 2218 1923 1769
146	2587 565 402 476
147	1187 2686 2657 138
148	302 2032 573 315
149	700 1694 1928 751
150	1092 2779 1069 1268
151	2786 1325 1775 809
152	1210 258 858 944
153	1887 2460 1388 730
154	1160 1537 1467 1781
155	2258 239 984 361
156	710 434 1444 1577
157	1049 792 1519 452
158	631 76 579 2272
159	1645 2580 1864 768
160	353 474 2741 1078
161	2758 765 361 2190
162	2385 2321 96 1479
163	408 2945 8 1796
164	1725 2190 2901 2188
165	802 2359 1783 1092
166	1634 636 2949 1729
167	1243 2286 2851 2350
168	926 341 83 1034
169	457 810 2628 2421
170	2500 1485 1029 290
171	1322 435 1840 2337
172	2113 819 1080 103
173	673 2161 2858 1625
174	2343 2663 905 1109
175	2864 1626 2721 381
176	2428 34 19 1210
177	1942 768 336 963
178	66 1528 2100 810
179	2685 97 2399 1460
180	409 2280 2541 1702
181	1392 225 1596 2107
182	1346 389 2229 2615
183	2148 643 2653 1285
184	2728 2628 659 2924
185	363 939 2740 1947
186	519 2974 2060 1543
187	1633 719 1682 2002
188	1834 1636 2229 1703
189	2511 1352 322 1518
190	576 2648 2313 2052
191	1460 2449 1235 537
192	2854 1927 708 2353
193	2210 512 2848 2781
194	1484 2790 2739 987
195	1902 648 1815 2662
196	1833 413 2642 489
197	2770 2509 2251 1679
198	1805 2514 2810 1493
199	1688 1710 1215 2599
200	1155 2731 61 1627
201	2769 2968 479 1685
202	2320 1629 1053 1259
203	1160 2965 369 743
204	1738 156 717 358
205	510 1615 1049 785
206	1125 1525 2867 1244
207	1976 877 274 831
208	2337 59 1855 2598
209	1382 1618 2209 1588
210	420 396 2346 765
211	2014 1160 1470 615
212	1050 688 932 177
213	1663 2207 2053 2035
214	939 2968 454 2589
215	2889 1693 332 864
216	2817 2494 2776 1024
217	781 2734 2874 2759
218	2645 2574 1409 210
219	829 1169 2415 836
220	1567 2119 1975 784
221	501 1637 2876 1934
222	2753 2276 1843 2517
223	450 870 1098 237
224	1420 1131 931 2675
225	2090 124 1487 179
226	287 828 1850 2510
227	881 2603 2471 1761
228	2244 1497 934 2652
229	1327 1239 2345 563
230	344 1784 1184 2006
