Students	200
1	4683 7828 6386 130
2	4326 6005 1144 7679
3	3871 9678 3743 2660
4	225 9012 4949 8470
5	7908 5582 8965 6168
6	6021 392 6197 1705
7	9369 248 8925 1176
8	1331 8258 4784 4587
9	2595 1688 5477 1798
10	8218 9275 5867 5213
11	6562 4110 397 6274
12	5406 9499 1607 292
13	9150 6636 6010 2093
14	4586 565 545 3269
15	2965 6798 2694 7578
16	1229 5184 6697 716
17	2465 1270 9474 2892
18	3352 2658 3150 414
19	7113 8843 6716 6034
20	3004 5988 374 6731
21	5467 2264 604 3572
22	6924 6990 7821 7616
23	739 6211 7483 1657
24	4747 4845 8402 2794
25	9156 8448 2461 114
26	5435 6480 9438 4638
27	8710 9968 688 1342
28	5187 4295 331 1544
29	7298 7830 1656 6153
30	2992 7857 6805 8646
31	6143 1275 6527 701
32	3190 1423 3871 2244
33	6434 7736 6029 2215
34	7932 8391 4867 2368
35	4602 376 1779 6368
36	6285 7130 1903 2627
37	4373 2916 7004 5823
38	858 22 3795 7644
39	1799 682 3620 7714
40	7295 9001 1235 6218
41	2833 9027 1347 7683
42	6763 6408 5302 2664
43	1713 1611 1138 9421
44	6639 9531 4690 9700
45	2385 1351 9566 1634
46	13 890 9039 3734
47	4535 6293 3033 8855
48	324 3961 640 7406
49	382 1152 650 8558
50	3487 5890 4415 4878
51	8359 2791 2473 4698
52	6183 4484 6586 2486
53	5012 4546 5415 6958
54	5668 6743 5709 1101
55	7030 9964 2591 5758
56	3382 82 5878 6846
57	1172 1259 3140 5377
58	1956 5471 802 3631
59	1064 1596 8586 1430
60	2750 3744 9187 4404
61	6289 3168 8758 4377
62	9020 2517 6411 7967
63	1054 4948 4918 7737
64	7960 1333 4820 4751
65	6786 5009 301 8256
66	3446 6929 5140 8039
67	5478 2330 8569 5397
68	103 8849 4488 6775
69	8334 2117 8837 9205
70	8498 8020 2238 2323
71	7315 6865 1841 8871
72	703 7358 3628 4333
73	5568 2602 5629 9103
74	5265 4002 2381 201
75	6397 6049 674 7828
76	694 7331 7869 8523
77	9422 3832 3734 6641
78	6985 5598 9357 9421
79	6899 9246 6962 4974
80	5414 6663 9764 3644
81	2755 5610 3775 9967
82	7843 5153 3987 7945
83	1884 7767 5836 6694
84	8151 9121 2369 6399
85	7419 4921 6105 7560
86	18 4242 8140 6028
87	9322 8641 1396 5449
88	7272 2488 8785 421
89	8454 9643 4103 2513
90	5287 5279 5202 6834
91	6493 5726 6869 5372
92	4490 8149 9254 698
93	3554 1099 5813 7931
94	9958 5150 9830 6426
95	2180 4299 7666 5018
96	4287 6386 9923 4939
97	8475 7827 3661 3635
98	4427 1361 2366 6424
99	8592 7734 8320 3696
100	7054 4140 9865 1497
101	1555 5461 4481 6870
102	1150 3723 5748 5182
103	7394 7427 6771 346
104	972 4488 5464 5870
105	3006 103 4564 2203
106	7323 7067 5267 5782
107	6792 9583 1990 6393
108	177 9607 3766 391
109	7132 5061 6966 8327
110	1044 3013 4040 1672
111	9066 5007 3407 6536
112	9251 1468 8902 4153
113	8157 3351 800 1939
114	2264 1290 9528 3270
115	471 527 3119 3899
116	6576 7034 8171 2743
117	2809 824 4735 1408
118	2303 3615 8963 1358
119	7928 3187 4366 8515
120	1588 7203 6898 9872
121	5335 7330 9436 5425
122	8229 5645 4038 5572
123	9404 837 2234 559
124	3473 1264 3666 5439
125	3109 5770 6162 4319
126	882 5004 7704 8828
127	7406 5251 5084 2301
128	1343 1126 15 7138
129	3487 1443 1253 4250
130	7838 5897 8424 989
131	7498 6423 7659 5208
132	8434 2068 1221 5147
133	5095 6560 8739 6959
134	5092 3315 9750 7596
135	6264 9145 9367 1150
136	5356 9277 7249 1983
137	9186 7312 5783 285
138	3769 2344 5553 1992
139	5616 5530 3698 9142
140	9946 1925 5484 2096
141	9257 3366 8199 7131
142	626 575 3784 1649
143	2874 9585 7270 1589
144	3755 9049 9344 8259
145	9570 2187 5764 3089
146	3657 4142 4084 2025
147	8521 2497 9468 6458
148	7711 3986 9371 4347
149	5752 3056 9553 5397
150	6576 372 7131 3766
151	6067 9729 6149 4331
152	1996 6626 5906 6546
153	3135 8168 6017 8453
154	8470 2575 6048 1578
155	903 3595 3408 1790
156	7675 5236 4946 7587
157	998 704 5044 3556
158	7419 4974 2736 5585
159	7599 7421 9866 5070
160	123 2120 1293 1066
161	3377 2244 1720 3076
162	9357 8273 4479 8503
163	7521 9932 8450 424
164	6776 9857 5581 5415
165	9614 4417 4012 1764
166	5980 8894 8682 4431
167	1212 1007 1172 164
168	4259 7403 4303 9609
169	288 2160 1115 368
170	7977 7368 6074 7602
171	2438 2422 2845 5791
172	2422 7778 4415 5154
173	6720 8482 9673 9281
174	2375 3899 5251 1899
175	3301 9719 2244 2197
176	5322 1634 6647 1463
177	4697 3100 7614 2393
178	5302 1607 3895 4462
179	2365 3837 1666 9348
180	1698 3426 4095 4152
181	5581 9839 7814 3853
182	3927 461 4522 9203
183	174 3631 8386 425
184	9967 9477 5215 8354
185	475 188 6329 2940
186	3901 7400 5116 8556
187	9100 2918 3966 7841
188	5293 9667 2813 1607
189	5605 2867 2404 4724
190	1059 661 7503 4272
191	6925 8181 9903 1104
192	8754 7022 3127 3391
193	9578 1819 10 6730
194	8692 8817 8799 594
195	6072 5561 603 2949
196	1161 1951 1623 888
197	5693 7491 3111 4286
198	4165 7530 3811 5611
199	2903 8272 7129 2702
200	6549 395 4574 3022
