Class Times	100
Rooms	75
1	199
2	499
3	462
4	385
5	147
6	661
7	579
8	405
9	374
10	194
11	280
12	567
13	513
14	701
15	447
16	969
17	419
18	454
19	356
20	77
21	50
22	822
23	237
24	128
25	119
26	414
27	199
28	825
29	557
30	921
31	970
32	988
33	866
34	918
35	523
36	408
37	823
38	707
39	712
40	745
41	861
42	88
43	893
44	326
45	311
46	813
47	839
48	219
49	63
50	633
51	790
52	258
53	778
54	476
55	305
56	995
57	128
58	149
59	922
60	117
61	119
62	442
63	109
64	114
65	439
66	750
67	246
68	646
69	534
70	195
71	499
72	42
73	634
74	129
75	328
Classes	7500
Teachers	3750
1	1696
2	2519
3	1513
4	405
5	85
6	433
7	2628
8	3454
9	331
10	2671
11	2135
12	2118
13	981
14	422
15	2941
16	3503
17	880
18	2291
19	416
20	1487
21	2307
22	1966
23	3466
24	1699
25	2881
26	1004
27	3326
28	2103
29	2018
30	3321
31	893
32	1543
33	3354
34	49
35	3703
36	1914
37	2963
38	702
39	2419
40	3646
41	1640
42	1415
43	2789
44	2047
45	2346
46	683
47	2836
48	125
49	3009
50	2048
51	2113
52	549
53	747
54	296
55	489
56	522
57	311
58	902
59	2695
60	254
61	123
62	717
63	3250
64	2399
65	1078
66	92
67	1805
68	1005
69	1952
70	732
71	233
72	581
73	2523
74	758
75	302
76	517
77	2309
78	544
79	1829
80	1056
81	2791
82	1996
83	2945
84	310
85	147
86	1063
87	3535
88	3741
89	2055
90	3610
91	204
92	911
93	2153
94	3707
95	546
96	1539
97	1944
98	1754
99	351
100	95
101	1039
102	3403
103	2598
104	1261
105	1062
106	3218
107	1344
108	567
109	2684
110	1657
111	2091
112	2591
113	1904
114	452
115	1860
116	552
117	2536
118	1004
119	3216
120	3105
121	299
122	1695
123	3709
124	2026
125	463
126	1880
127	448
128	2895
129	2523
130	2432
131	1044
132	2053
133	2223
134	1716
135	268
136	2831
137	10
138	3471
139	1765
140	2663
141	2248
142	2551
143	301
144	2224
145	3367
146	2120
147	3070
148	2809
149	373
150	292
151	2621
152	789
153	2395
154	9
155	181
156	3396
157	1939
158	2031
159	1649
160	234
161	3352
162	378
163	957
164	595
165	1337
166	1453
167	3039
168	1082
169	3668
170	1496
171	2032
172	54
173	3606
174	1212
175	3194
176	697
177	309
178	192
179	2894
180	27
181	2074
182	1559
183	3377
184	3696
185	2252
186	147
187	3138
188	2476
189	1063
190	2647
191	278
192	3679
193	2461
194	3671
195	2243
196	1561
197	2512
198	2662
199	44
200	2894
201	1764
202	1944
203	878
204	3621
205	1681
206	87
207	2791
208	2834
209	957
210	3286
211	287
212	1808
213	2141
214	2432
215	645
216	135
217	3429
218	2093
219	485
220	1855
221	3035
222	1758
223	2198
224	3551
225	2465
226	1451
227	1969
228	667
229	1838
230	1154
231	3249
232	2228
233	1643
234	2800
235	585
236	685
237	366
238	3225
239	278
240	1727
241	340
242	2934
243	3364
244	2730
245	2207
246	152
247	3257
248	2040
249	2417
250	3377
251	286
252	1324
253	2516
254	42
255	2690
256	3211
257	132
258	1611
259	3713
260	1398
261	1678
262	115
263	3680
264	2202
265	839
266	14
267	2701
268	1465
269	2447
270	3502
271	1770
272	293
273	356
274	772
275	1299
276	2323
277	2030
278	2899
279	1864
280	2612
281	2160
282	2999
283	2895
284	1520
285	3370
286	951
287	1292
288	303
289	194
290	174
291	21
292	1387
293	288
294	43
295	2785
296	451
297	2564
298	2014
299	2067
300	2331
301	3181
302	1851
303	331
304	1752
305	2603
306	2586
307	1848
308	2101
309	464
310	660
311	477
312	1253
