Students	200
1	50 22 47 36
2	45 8 12 49
3	23 7 1 35
4	17 35 45 21
5	23 40 24 21
6	40 41 5 22
7	9 16 27 47
8	3 18 2 7
9	14 22 41 49
10	23 17 18 36
11	50 42 3 36
12	23 44 37 11
13	18 26 41 29
14	35 34 46 20
15	49 25 42 32
16	20 43 23 22
17	2 11 45 37
18	4 19 16 34
19	1 31 11 16
20	8 44 24 20
21	43 17 10 19
22	15 32 34 49
23	47 13 48 32
24	20 45 3 21
25	11 3 2 18
26	13 12 1 24
27	12 36 23 19
28	15 12 34 33
29	34 29 5 39
30	19 46 38 39
31	30 3 17 4
32	43 7 45 9
33	6 46 24 7
34	47 3 50 39
35	43 49 25 47
36	33 47 1 17
37	20 3 24 32
38	42 30 6 10
39	16 20 37 40
40	13 18 34 23
41	41 33 8 17
42	28 3 8 14
43	5 3 47 23
44	15 40 36 33
45	2 28 40 20
46	10 16 39 12
47	14 36 25 30
48	22 12 38 33
49	50 31 8 21
50	2 8 29 35
51	48 31 29 37
52	48 17 22 40
53	26 4 38 3
54	34 43 19 4
55	36 25 12 33
56	22 18 37 34
57	41 23 26 28
58	47 42 33 26
59	33 21 6 31
60	33 24 6 1
61	5 23 33 14
62	3 31 22 33
63	27 41 22 44
64	21 27 50 5
65	6 23 30 41
66	42 49 16 4
67	4 29 23 40
68	36 22 49 40
69	27 37 50 13
70	3 48 47 46
71	45 46 38 48
72	41 34 17 8
73	14 45 16 42
74	23 40 13 11
75	34 40 6 12
76	38 45 9 35
77	36 44 30 11
78	49 14 46 1
79	12 45 4 39
80	16 25 14 37
81	26 30 19 2
82	36 11 31 34
83	43 19 14 33
84	40 31 39 16
85	37 7 14 44
86	12 26 17 32
87	6 23 16 8
88	29 24 26 8
89	18 19 33 42
90	28 37 14 35
91	19 36 27 9
92	17 34 14 20
93	36 1 6 21
94	33 31 29 11
95	39 2 26 22
96	13 2 14 24
97	30 42 34 33
98	15 28 5 3
99	48 25 23 27
100	43 23 49 45
101	13 23 42 18
102	4 42 34 38
103	35 37 34 15
104	6 26 17 36
105	50 23 29 48
106	18 13 48 44
107	36 15 44 2
108	29 24 7 42
109	1 12 10 7
110	14 35 32 23
111	27 17 18 37
112	42 22 29 2
113	22 44 3 6
114	42 43 36 46
115	24 3 34 23
116	49 37 14 10
117	49 3 26 20
118	9 6 25 15
119	28 3 32 11
120	50 48 36 3
121	34 50 27 33
122	20 11 36 40
123	33 45 2 44
124	15 3 48 6
125	38 21 18 15
126	7 39 48 16
127	8 10 34 26
128	18 2 36 25
129	4 7 21 47
130	48 14 37 47
131	47 40 23 20
132	26 46 9 29
133	17 1 8 4
134	32 18 6 47
135	14 18 20 8
136	42 45 16 3
137	46 30 29 1
138	42 28 48 36
139	5 19 8 47
140	18 20 37 19
141	30 12 21 38
142	31 22 29 49
143	21 13 11 22
144	16 47 45 50
145	50 17 31 16
146	13 7 48 31
147	22 20 23 29
148	6 23 26 32
149	40 18 21 24
150	31 49 2 19
151	42 43 46 38
152	35 47 29 48
153	28 47 38 13
154	31 28 22 23
155	33 5 1 11
156	36 31 48 11
157	35 21 16 6
158	30 12 16 35
159	7 50 48 20
160	41 16 29 40
161	47 27 20 18
162	31 4 29 6
163	22 44 31 35
164	8 31 44 27
165	48 20 9 4
166	5 43 38 41
167	27 46 10 8
168	26 46 10 31
169	32 8 14 9
170	34 46 2 3
171	32 38 33 10
172	2 3 20 42
173	43 28 42 33
174	6 28 30 19
175	31 25 20 36
176	31 47 12 45
177	17 2 38 15
178	33 15 18 22
179	17 46 15 16
180	49 37 1 47
181	16 6 49 47
182	9 35 5 23
183	49 32 13 8
184	41 42 18 4
185	45 41 8 26
186	5 20 21 44
187	34 26 1 36
188	31 24 14 26
189	12 45 15 13
190	49 25 41 34
191	33 2 39 41
192	11 6 21 37
193	46 18 26 21
194	50 33 32 16
195	33 25 27 14
196	4 17 9 28
197	15 11 32 1
198	5 23 14 13
199	45 23 5 31
200	22 24 20 47
