Students	500
1	199 215 87 240
2	87 214 38 217
3	20 152 117 61
4	138 30 5 60
5	79 143 123 154
6	133 190 76 236
7	65 135 8 89
8	202 112 7 212
9	29 149 131 28
10	81 187 214 61
11	189 213 47 98
12	162 75 37 212
13	82 101 81 217
14	191 38 47 230
15	167 235 21 153
16	227 124 37 190
17	52 123 163 85
18	122 20 197 242
19	242 168 55 11
20	35 170 137 93
21	211 14 130 147
22	158 227 56 209
23	105 214 35 164
24	99 148 163 26
25	145 175 9 36
26	149 232 115 155
27	226 112 153 232
28	95 145 147 100
29	48 7 143 214
30	81 59 114 34
31	80 42 3 228
32	55 236 238 138
33	65 164 209 230
34	7 73 190 90
35	216 3 152 146
36	112 96 192 124
37	167 235 215 63
38	11 15 233 183
39	135 189 61 33
40	73 21 126 47
41	153 19 38 132
42	54 40 129 144
43	15 95 27 226
44	131 138 63 190
45	245 177 181 138
46	61 144 162 100
47	95 175 21 238
48	237 233 215 61
49	217 95 45 235
50	143 199 167 24
51	57 130 96 38
52	165 192 247 8
53	80 81 28 73
54	172 128 124 64
55	90 2 94 68
56	167 108 110 106
57	136 102 116 71
58	240 41 128 34
59	105 49 226 132
60	130 176 53 238
61	57 60 154 95
62	86 241 53 5
63	152 198 112 108
64	4 51 14 72
65	169 184 85 25
66	154 62 242 143
67	162 234 10 41
68	172 152 224 217
69	178 229 16 239
70	63 136 56 55
71	154 18 217 230
72	95 73 206 184
73	55 4 51 6
74	157 76 196 81
75	168 116 24 110
76	212 140 58 45
77	178 41 217 214
78	91 45 218 44
79	109 239 206 198
80	37 60 139 168
81	81 218 190 63
82	222 221 81 156
83	145 225 117 111
84	44 248 110 112
85	194 197 223 112
86	120 230 32 66
87	171 78 156 237
88	122 34 194 154
89	172 103 246 61
90	91 92 170 151
91	134 28 240 144
92	9 97 142 186
93	99 60 11 230
94	7 137 103 127
95	247 236 233 230
96	143 75 91 174
97	112 99 2 142
98	169 233 219 51
99	195 56 106 166
100	157 87 137 196
101	105 30 171 169
102	211 1 129 161
103	4 104 147 8
104	99 1 178 135
105	201 159 105 32
106	149 235 154 22
107	50 185 127 166
108	218 77 214 164
109	234 72 43 215
110	57 46 22 234
111	186 111 214 19
112	164 60 222 93
113	249 239 81 183
114	162 199 81 204
115	118 187 119 64
116	218 2 244 38
117	91 206 19 225
118	70 159 236 4
119	41 195 245 85
120	214 5 219 189
121	12 212 43 126
122	89 55 83 160
123	185 95 76 24
124	55 107 222 206
125	41 195 42 3
126	50 151 129 216
127	109 175 153 178
128	210 247 107 221
129	224 84 218 247
130	144 9 148 97
131	102 123 30 195
132	43 32 131 159
133	137 72 53 216
134	25 79 215 193
135	47 30 128 225
136	189 61 86 150
137	175 209 92 2
138	167 101 159 153
139	50 232 172 99
140	82 194 73 29
141	58 222 151 184
142	242 240 207 179
143	212 183 193 83
144	246 120 7 89
145	69 79 27 124
146	224 201 166 203
147	125 179 94 218
148	144 153 138 242
149	4 69 139 192
150	31 37 112 145
151	142 226 2 93
152	121 153 37 216
153	25 11 200 132
154	20 67 18 88
155	239 133 123 105
156	132 127 97 179
157	128 17 125 52
158	174 8 69 204
159	136 192 75 161
160	181 104 40 213
161	99 236 162 237
162	220 208 201 134
163	66 219 136 126
164	156 167 44 136
165	201 167 206 187
166	197 223 200 139
167	214 57 160 20
168	31 26 202 181
169	216 165 68 26
170	247 214 62 166
171	70 108 95 175
172	29 236 75 108
173	141 82 180 226
174	238 230 174 159
175	93 184 162 155
176	72 52 116 23
177	222 122 231 188
178	188 198 208 3
179	125 53 209 228
180	234 49 50 221
181	169 52 152 161
182	112 127 194 153
183	165 57 189 131
184	53 125 213 145
185	37 242 78 121
186	193 150 182 225
187	141 50 240 45
188	10 71 245 42
189	225 98 144 29
190	65 153 26 202
191	118 72 40 12
192	133 48 140 33
193	10 116 224 219
194	49 119 227 15
195	217 26 216 63
196	234 89 4 160
197	83 60 14 229
198	34 92 78 74
199	140 144 93 161
200	104 76 158 5
201	104 128 184 208
202	205 236 147 222
203	126 201 111 49
204	203 37 63 130
205	225 144 77 198
206	33 230 42 22
207	112 195 161 235
208	5 171 110 59
209	79 9 198 249
210	222 190 99 239
211	5 216 72 76
212	57 71 98 65
213	218 185 118 39
214	148 174 86 101
215	181 13 8 21
216	86 163 202 42
217	131 44 19 201
218	236 8 124 149
219	216 182 143 104
220	203 240 179 158
221	39 228 42 29
222	145 142 107 156
223	49 239 214 220
224	119 186 43 164
225	210 179 11 8
226	195 58 134 3
227	91 24 51 135
228	209 74 80 180
229	114 49 103 73
230	237 148 19 134
231	69 244 173 54
232	114 16 81 234
233	240 230 100 90
234	189 92 39 14
235	232 52 112 142
236	157 229 214 139
237	236 23 153 84
238	31 122 108 95
239	97 86 185 189
240	135 99 9 127
241	75 58 66 94
242	112 83 151 97
243	232 242 243 186
244	121 58 17 186
245	25 113 165 58
246	186 43 14 229
