Students	5000
1	6340 3041 2060 1664
2	9790 3732 3466 5024
3	3736 3926 6442 3427
4	8245 76 587 2925
5	4151 8191 2134 4900
6	5869 7591 6500 596
7	2458 5901 7675 1512
8	2490 3901 7884 4694
9	2581 679 9125 8894
10	5279 5234 2341 327
11	2681 8400 4876 8212
12	1759 1648 9096 4439
13	3333 7920 5982 6775
14	2128 5045 5196 5335
15	1742 8011 5523 1047
16	8079 1381 6461 7285
17	3083 3587 7346 412
18	9099 7541 6270 6753
19	2107 6040 7961 6504
20	87 231 759 4685
21	4322 7024 5303 4738
22	6054 8950 5968 7515
23	6232 2409 4649 1791
24	666 7599 1059 8054
25	8423 3265 5021 5220
26	5420 9607 1861 6289
27	3576 3743 9130 9133
28	5372 9612 651 9252
29	3915 1478 6066 2903
30	5505 642 1387 8588
31	9022 4768 8786 8279
32	9047 9540 4369 4219
33	5490 2203 7742 3921
34	5373 4931 719 2613
35	4463 4602 7955 5385
36	476 1404 4994 8526
37	1736 6233 9252 2908
38	7394 802 3745 9848
39	7820 2058 8476 8925
40	7507 6512 8923 6153
41	2122 487 8019 2215
42	6133 9454 7613 2958
43	6235 6550 7236 5810
44	7478 5139 3825 5270
45	6219 8722 1977 1340
46	4676 9574 3778 6033
47	2706 3709 2787 3373
48	362 8077 3446 7317
49	690 7452 4155 3501
50	2060 5133 6008 4697
51	7928 7304 5602 5374
52	4499 5291 7291 8169
53	2038 9901 375 8753
54	7906 4831 9277 6151
55	1576 1577 9043 2708
56	7306 1399 5347 2674
57	5628 3367 3383 5571
58	2919 4168 6004 1658
59	9819 591 613 1965
60	5838 201 575 6360
61	3989 7829 9237 5303
62	6364 3621 8583 6532
63	8288 3687 5557 7510
64	4593 3001 4335 583
65	9905 6160 4262 6418
66	4166 8901 9636 5161
67	2289 8664 7384 5252
68	437 7917 2462 9934
69	2303 8793 3412 7964
70	3756 1765 3958 1103
71	8497 6770 2381 8761
72	7032 9944 2174 3161
73	5443 8187 3329 4131
74	4305 2369 8569 4792
75	4890 6113 7697 894
76	3658 3956 2525 1418
77	4418 963 5959 4364
78	3476 6623 9849 3899
79	8196 2594 5049 6606
80	5800 5414 3567 127
81	2482 8033 1005 5905
82	4318 4536 9174 3888
83	594 9958 4640 5098
84	7390 5971 1959 3228
85	8191 5598 8064 8213
86	8450 8028 1024 8791
87	9939 3073 6345 1968
88	7085 3724 3175 1124
89	2893 2357 1765 1144
90	4159 9174 9984 4764
91	254 1030 7742 4538
92	3466 335 3038 6102
93	1552 776 5710 1332
94	541 2377 5601 1445
95	1770 9173 1062 6008
96	6536 9732 3765 1513
97	2428 2774 3566 3668
98	1328 6417 6535 8657
99	2244 1652 3616 6612
100	5407 5643 2207 3513
101	3610 2676 8105 7292
102	4526 4890 7949 8505
103	3840 8609 8783 2437
104	4547 7669 500 6645
105	6922 2780 1526 8025
106	6504 5976 8587 5395
107	2307 4595 7119 5061
108	3487 8125 1806 7052
109	2198 9396 2872 1641
110	1650 5038 6482 9011
111	7727 7321 9663 7689
112	7351 4389 6348 9613
113	7441 9708 866 4899
114	1258 6020 4736 7806
115	8590 8335 8009 5937
116	8111 3968 5430 7792
117	2870 2303 2989 3747
118	7740 120 1331 3028
119	3442 9749 8214 3935
120	8937 2023 3638 7478
121	9368 6729 4110 620
122	2831 2717 9396 5835
123	6880 3589 8115 8917
124	6523 3564 1920 8626
125	4334 9929 499 5231
126	897 2023 6897 2518
127	9137 2894 113 9951
128	8791 5056 6738 966
129	445 9895 7540 5783
130	985 5445 7174 5402
131	1029 6148 4017 8980
132	7827 2658 2985 2584
133	5343 9409 1963 10
134	3756 2130 4291 9426
135	8508 9164 6998 4843
136	455 6812 871 2655
137	2749 5210 1914 7959
138	1919 2663 9624 6980
139	3585 997 230 3424
140	1329 5424 9459 2125
141	8016 446 685 935
142	5314 9406 8654 6002
143	888 3017 4290 9616
144	5904 353 2063 8624
145	3623 753 2431 3512
146	4264 3446 9385 8902
147	1601 2719 7893 9239
148	3206 4442 1189 4404
149	2621 6829 681 8036
150	7336 6633 6361 2340
151	9045 6385 7012 1600
152	745 8801 3225 8589
153	545 8832 2971 3520
154	2142 9684 6700 392
155	2661 7195 3977 5836
156	6486 2600 5562 7522
157	8787 479 7420 3363
158	317 9824 7109 6156
159	9661 7891 8615 6726
160	5238 60 1364 9510
161	4949 3177 9572 8790
162	295 3949 3318 9325
163	6082 9590 5988 8120
164	9356 1903 9652 2741
165	8175 3043 312 7436
166	4031 5788 5881 9777
167	1524 856 7822 4652
168	6137 963 930 7676
169	9983 6177 8187 8986
170	6289 8023 8783 9711
171	4322 3627 7183 4917
172	6785 4200 1015 7691
173	3585 19 1956 2288
174	7638 2871 9806 9373
175	6399 5095 8470 1743
176	4346 5830 8298 4270
177	7222 1154 1675 846
178	4783 7085 4098 3911
179	9581 7153 7300 7759
180	469 8819 2105 5537
181	9512 2424 9152 6116
182	4368 9852 4887 1401
183	7604 7496 7361 6898
184	3404 4437 2374 9402
185	7319 4672 1075 509
186	8875 4575 7782 4572
187	597 8990 3784 5009
188	2098 2128 3328 5135
189	9150 1004 662 4529
190	5771 8005 7622 1286
191	1279 6398 5127 5239
192	3784 4404 6346 9629
193	9601 3890 6116 4942
194	3508 2708 9297 1294
195	4637 2080 8528 6349
196	4942 3996 9730 7162
197	2834 7976 6737 3405
198	540 1331 6504 9323
199	5347 4750 5097 4637
200	8014 2992 5557 3942
201	5620 3952 9996 7465
202	5959 3662 4872 7022
203	9682 7913 5124 2610
204	8758 6179 6314 1216
205	2935 1318 5392 8337
206	2906 9944 8407 8808
207	1179 7062 5172 101
208	1619 3321 6516 3240
209	1635 419 3419 2383
210	8385 6426 699 9163
211	1812 7253 1616 5961
212	3012 7611 6991 8900
213	195 6586 453 5696
214	5598 1631 4845 1394
215	2942 5148 7712 1016
216	4881 9993 2043 8267
217	5050 1734 2888 3716
218	7454 4310 8515 433
219	2781 2141 3760 5442
220	3434 1619 2170 7880
221	6511 1283 6343 280
222	2375 6567 3129 4675
223	9654 7651 2426 6225
224	425 9135 7546 1041
225	9796 6732 8250 3029
226	6030 8124 8570 4429
227	2790 4200 3802 2861
228	6877 44 9966 1920
229	9161 6760 4647 4577
230	5135 205 7394 6995
231	4925 8364 7273 1977
232	1616 7858 3424 4746
233	5652 2185 4509 1369
234	1945 19 4973 924
235	3454 4216 9752 4025
236	9510 9279 6058 1890
237	1477 2654 7416 4625
238	584 9316 4516 4485
239	9403 8336 2369 7712
240	6787 8123 8615 7108
241	6517 5390 2893 301
242	8826 2990 8423 5894
243	5969 8021 171 339
244	3325 3222 7170 2758
245	4966 8873 2241 7469
246	1482 6208 9906 5326
247	902 6768 1905 4706
248	4280 27 266 2249
249	2629 6790 6172 7040
250	4004 1045 1326 1269
251	9463 3655 9467 5747
252	5962 8140 3185 1550
253	7869 111 4078 5228
254	7457 6096 8196 6239
255	7240 5701 9067 2566
256	3307 9501 4543 6009
257	1721 7643 3244 8694
258	8485 5040 288 9412
259	4559 4824 8697 4028
260	8861 4453 2896 1295
261	5173 7911 8837 757
262	392 2645 3796 6201
263	6764 3487 8969 8576
264	5636 5421 3568 9753
265	4131 7722 7976 604
266	3999 9172 995 7321
267	7117 5639 6878 1441
268	8731 423 8383 5939
269	5065 5258 3723 9913
270	9376 6672 6343 2386
271	1569 2053 4591 4894
272	3097 1137 3496 7653
273	6853 8055 7296 3785
274	2113 3143 477 5562
275	7179 1655 7801 9726
276	7336 2766 3034 1238
277	6829 8717 9337 5425
