Students	1000
1	1070 4079 6119 7277
2	114 7146 1048 5807
3	317 4250 2878 4256
4	4763 7491 6472 5067
5	6632 3493 2971 2735
6	4032 1662 2569 6382
7	4533 3226 4165 4021
8	2742 4733 3002 1770
9	570 2505 2743 6729
10	4057 4798 1181 2427
11	617 1284 3018 4558
12	3406 7132 7240 1356
13	6446 2731 2406 6836
14	6896 4631 5433 2225
15	6489 3477 279 1267
16	1533 5211 6199 1385
17	391 3707 5575 5598
18	2497 798 4240 4049
19	2519 620 5048 203
20	255 1295 103 4036
21	994 4142 6238 6969
22	4954 5671 370 4181
23	6085 2771 1633 6246
24	4813 953 3114 1496
25	4955 5087 3152 5593
26	4090 3481 3393 7453
27	3719 1344 6464 6545
28	4693 2771 3086 4358
29	2635 2038 2730 3661
30	6106 6756 419 3641
31	5964 1557 1264 1207
32	3476 3013 4582 6080
33	2083 7380 141 6993
34	6057 6319 7301 2460
35	4410 6308 3108 15
36	93 3608 3780 3406
37	6924 3936 5226 6339
38	6782 2951 4864 4239
39	2276 6936 1421 3404
40	7072 6244 761 7040
41	441 2273 1675 4277
42	5829 3220 1605 2763
43	6768 700 3809 2732
44	5728 7268 6568 1242
45	4986 1274 7329 7478
46	1239 6338 1163 6123
47	816 4176 7001 6810
48	2608 2430 4260 371
49	2792 5891 304 3457
50	1459 3277 7245 3308
51	3682 3674 3565 6004
52	912 4910 5106 7297
53	1086 2837 2550 2817
54	4033 3773 5586 1135
55	1784 3121 1913 4598
56	2449 6919 5407 2959
57	1313 6866 6792 4875
58	7068 3702 6849 2983
59	5480 1747 1518 6487
60	95 4560 3818 749
61	1628 7168 4701 1414
62	6879 2192 3804 5192
63	1915 5781 2105 6152
64	5060 5005 918 6231
65	6217 5267 1027 204
66	4567 7211 5452 6353
67	3407 248 7480 1224
68	5185 4401 2159 2142
69	1842 199 5258 6788
70	1173 252 5169 4072
71	2741 3817 1522 7340
72	7334 1827 2185 5427
73	6440 3621 1793 2415
74	416 5098 4290 704
75	1097 1542 3249 5348
76	3831 3960 5389 4997
77	3907 4357 6468 2890
78	2417 2533 4460 3893
79	6217 2198 2223 319
80	4773 7019 4471 3234
81	1141 6294 4138 7444
82	3652 4751 3921 2140
83	5299 3802 4969 6169
84	2423 4408 5607 3657
85	2756 2894 6431 1163
86	5297 5056 4816 2517
87	1474 5272 4919 4099
88	5748 2860 3233 6540
89	751 960 5610 3827
90	3954 367 2921 1975
91	2093 1563 5292 7409
92	63 1757 4310 1135
93	3322 5694 7418 2433
94	668 875 635 5623
95	6444 6488 1192 7139
96	3608 4691 1335 5050
97	1347 928 5094 4034
98	5984 3104 3406 4682
99	4862 6807 1575 2343
100	4746 6675 5199 685
101	5468 5304 6171 4881
102	5690 1984 6656 1222
103	3111 542 1117 5709
104	381 7328 3406 3015
105	3576 2063 512 3773
106	3758 6931 4633 3654
107	5256 4351 1380 7073
108	5517 4690 3517 7380
109	5348 6936 7432 1856
110	5870 6295 2011 1336
111	2632 6678 2569 6779
112	3316 1239 1077 2829
113	4897 564 4123 498
114	3795 6419 3422 3499
115	3408 2753 1517 209
116	1834 3023 5634 5917
117	1956 1197 4461 3267
118	258 3429 2965 4614
119	4079 1904 3442 6668
120	5515 2219 5363 4245
121	6376 333 4187 7369
122	3301 2728 5159 2654
123	1145 4521 4377 5191
124	3907 2797 156 921
125	5119 3298 5278 1812
126	3550 583 5612 3622
127	560 370 539 1728
128	6906 828 2434 448
129	296 6198 4237 6434
130	2122 1530 4126 45
131	6951 4351 317 4009
132	248 5386 4298 3485
133	3657 4975 3396 286
134	1338 4710 4773 3061
135	6457 5155 1382 4794
136	4313 328 1523 4747
137	2331 6739 1197 2262
138	7234 6638 4397 7048
139	3922 4152 2337 1071
140	1193 4137 1762 5203
141	2499 397 1781 6229
142	4774 2265 2840 164
143	4544 1222 193 3649
144	6863 4383 6218 6636
145	4523 2954 3624 7284
146	3515 5566 2578 1008
147	4476 3612 1800 962
148	4633 2726 888 3438
149	4971 7292 3794 5153
150	5879 281 4833 6018
151	4220 779 4295 274
152	5486 3261 2903 3466
153	2822 4035 3797 100
154	7034 3289 3602 4056
155	557 48 6447 1360
156	221 3893 6813 6587
157	4023 4553 4871 6111
158	2266 4995 3391 6565
159	4620 2305 2183 7105
160	5259 7287 80 6480
161	5442 1485 4915 2985
162	2132 2945 5869 5982
163	585 1294 6963 4834
164	788 2315 1397 581
165	1144 58 3678 5834
166	5004 1814 2479 2037
167	1349 1991 4511 4074
168	4338 3816 2330 2472
169	3270 344 2150 4866
170	6029 4730 4453 4906
171	6911 2877 3330 805
172	7231 345 2159 378
173	4210 7480 6505 2724
174	3403 328 1040 1055
175	3087 1335 4257 2663
176	5735 6446 5166 2299
177	3590 6254 3817 3495
178	2203 4237 1133 4512
179	5013 729 4731 3888
180	616 5400 1483 2697
181	518 3307 6137 4409
182	2937 5658 348 3168
183	1819 7158 2296 3233
184	5682 5243 7023 21
185	3364 2131 6392 5592
186	1307 1486 2506 1570
187	5692 5686 6742 2389
188	2745 5216 7329 1238
189	6256 2846 6462 2649
190	5086 2364 1311 3566
191	5437 5278 4660 6873
192	7348 1729 4635 3896
193	3330 686 2137 3691
194	864 1902 2424 5024
195	1522 3523 2079 700
196	6448 7240 1715 645
197	1159 3946 6558 1818
198	317 7172 2981 1219
199	1464 1594 2697 3025
200	3632 4865 5555 494
201	6653 4042 593 945
202	4987 5482 5005 374
203	6286 6784 6127 1835
204	4328 3400 707 2963
205	7099 4703 515 7217
206	486 6773 6008 6693
207	5654 6836 7419 4121
208	311 6794 1559 5681
209	5891 1702 167 5145
210	2879 2907 1977 5617
211	1174 7134 3530 1363
212	7240 6512 2180 327
213	6863 1378 4236 6980
214	1878 1935 2301 900
215	4212 6226 6758 3503
216	772 2092 4191 3710
217	7022 3119 3584 3190
218	7370 4849 5585 4985
219	1465 4513 7057 3995
220	3723 4559 5085 148
221	6861 303 477 3808
222	2664 4187 7135 6019
223	3389 300 6996 2856
224	1090 1772 3696 3181
225	4277 3614 5947 2274
226	7222 3217 5840 4241
227	7470 4318 32 6554
228	6652 1607 6484 4035
229	31 2498 859 2786
230	3506 3825 2464 2345
231	2699 644 4616 414
232	6697 796 5094 3617
233	7039 7394 4154 6528
234	1971 3101 5833 1273
235	966 1379 6042 3608
236	3363 6598 2597 4211
237	5163 2278 3623 4040
238	2568 2975 5181 2321
239	509 6786 4819 3692
240	6888 341 2637 3906
241	2549 6414 1413 366
242	3046 1656 3879 3244
243	5874 6961 4706 4483
244	488 3782 5115 1168
245	6426 3568 863 3969
246	3678 4985 1582 494
247	5756 5513 466 2985
248	930 6071 1412 3853
249	674 1352 3134 2306
250	4918 183 1240 4043
251	6950 2569 4721 5434
252	2259 6014 1521 1309
253	6816 5205 1487 1321
254	3901 1382 6783 5649
255	7027 3836 5188 6890
256	4498 6167 7328 2607
257	6987 918 405 5477
258	5023 649 1665 791
259	203 4275 471 3211
260	1028 7203 5683 5833
261	4300 3961 6169 4344
262	1761 5148 5329 1370
263	274 1875 1910 1096
264	2717 359 4241 5190
265	2901 3276 4846 3608
266	1227 5404 6519 648
267	6333 1340 3417 1263
268	6258 2620 7455 2114
269	6887 4038 5530 5280
270	7368 6559 1767 3782
271	3895 6906 5557 6706
272	3535 1219 4472 3404
273	4124 803 3558 1209
274	554 1338 1726 6670
275	5897 5374 2043 4852
276	3223 5855 5042 6310
277	395 6789 5294 931
278	5703 5353 4911 2716
279	4939 2315 3669 1815
280	194 3956 3957 2343
281	6165 4460 2934 4217
282	5458 7235 297 1476
283	2491 3778 4084 1300
284	2683 6143 3878 3476
285	140 6917 7191 3075
286	4300 2953 2062 56
287	5186 2719 3689 2623
288	4040 3467 3296 6280
289	656 1504 72 2355
290	3862 567 1681 7460
291	165 1227 7311 4143
292	5269 4828 773 6401
293	2825 6394 1829 4947
294	4088 3523 1925 6512
295	5847 4002 3178 314
296	1427 2396 928 5160
297	6233 303 5560 6947
298	4238 4986 6689 2310
299	3845 2939 107 7424
300	4340 7201 2070 4452
301	7353 4857 7306 5072
302	2141 5079 7484 570
303	2141 4500 6686 4953
304	3459 6446 7206 2965
305	5226 999 1347 5433
306	6955 4753 1750 1080
307	1502 3481 3085 3887
308	1054 3477 4561 1145
309	3329 226 7302 2172
310	69 6927 5075 3370
311	6491 3616 3056 5162
312	4829 3202 600 1688
313	7414 774 2490 1362
314	5666 4865 6240 1063
315	6814 7363 5501 3320
316	5406 2648 2926 1716
317	6005 3303 2403 2405
318	6829 7167 3406 3265
319	6595 4080 4394 4813
320	5498 3202 2302 4682
321	4585 7459 1499 1075
322	7466 622 6634 3215
323	1083 2666 2720 2282
324	4485 2964 4928 6921
325	6397 2587 5911 5198
326	2176 1513 6284 3799
327	4623 6636 451 5490
328	1460 4520 2956 5612
329	7158 5251 1541 3361
330	587 2894 6244 1389
331	3146 3961 3464 6493
332	6694 303 5628 1840
333	5348 3071 2878 1402
334	7033 2183 5291 3877
335	6277 879 4687 5981
336	857 4605 285 4279
337	1623 3776 7253 3311
338	865 2822 6771 3111
339	1034 3264 3118 4610
340	687 663 6856 3410
341	274 256 3633 2543
342	2000 5612 3661 3846
343	991 1012 750 30
344	1683 3121 1353 564
