Students	1000
1	9947 162 9068 1494
2	5199 1504 804 6570
3	2635 2583 4804 6372
4	8911 2027 566 7384
5	6103 2190 7599 6975
6	7266 7334 7665 231
7	8424 7654 819 587
8	5982 9830 4661 9718
9	119 2368 4245 6661
10	6503 1018 4906 4918
11	1050 522 4676 4850
12	9063 5777 4539 6234
13	333 517 7962 8202
14	3430 9588 3 5455
15	3863 1816 6873 6774
16	3897 2140 9735 4243
17	4036 1706 9381 5716
18	3442 3732 8385 4035
19	5412 6537 3593 1082
20	4348 6678 8092 3420
21	8214 7980 8828 6034
22	9064 2517 4171 7385
23	8790 8583 7163 9924
24	5553 7264 1885 6545
25	2481 2495 6134 2791
26	6009 1139 6888 3431
27	9679 6602 1212 8246
28	6434 6285 4407 7251
29	314 4516 6199 8397
30	7271 5805 1249 8120
31	5446 881 733 5509
32	2080 152 326 6718
33	7243 6259 6725 6443
34	2042 2342 9548 5571
35	197 3516 9739 7532
36	9000 1790 5641 3693
37	7115 5063 7088 9563
38	8680 7645 8758 7214
39	3169 6573 1710 4762
40	8756 6437 5561 4790
41	73 6855 9792 304
42	3513 5553 6892 8089
43	326 5478 531 5753
44	7990 3627 1113 4450
45	8379 9395 8432 5040
46	9710 1264 5699 948
47	1567 7363 2104 7146
48	5344 687 7823 6489
49	8714 6268 8635 3458
50	3009 886 9266 1360
51	8401 6578 9343 3935
52	8292 5617 2259 1657
53	2089 5118 906 8683
54	3524 5229 601 9442
55	9503 2123 5741 6314
56	5377 9693 4788 8101
57	5002 6069 6835 5542
58	5416 9436 757 6418
59	4002 4200 5199 1885
60	1878 2650 9344 4167
61	7961 8843 2606 7040
62	8680 2554 7579 6634
63	4906 9628 8328 4532
64	9395 5798 3538 5438
65	34 9534 6254 1574
66	9789 3651 3632 8230
67	7545 8344 7898 3729
68	2382 911 4930 440
69	519 510 7619 5915
70	481 3580 5396 8097
71	396 5710 8651 590
72	7116 5263 1779 1907
73	1409 9436 2430 1516
74	6421 3984 8279 9316
75	8201 7860 9154 9435
76	1122 5636 9100 3042
77	6749 5881 4483 4165
78	13 7657 4537 1715
79	9737 9818 5903 6178
80	3560 6674 3328 674
81	7542 6490 2342 9547
82	4111 6846 3658 8727
83	5131 8593 2366 7305
84	9573 1418 1444 9730
85	3321 2199 9516 9719
86	5886 8611 7287 6208
87	105 6004 8153 5751
88	4119 4386 2844 5935
89	4037 3468 9562 8079
90	2621 8838 3261 1370
91	7033 8443 6027 2450
92	3280 43 4801 6155
93	8375 2007 41 2828
94	3664 8999 5820 2511
95	5180 3310 6935 4860
96	3567 2009 4828 8292
97	7147 9978 1796 1492
98	5333 2280 1575 2687
99	5027 4344 5758 6237
100	2219 870 5758 5155
101	2889 136 2483 1535
102	7994 8152 3291 3002
103	4051 579 2983 1964
104	4017 928 1876 9217
105	9291 2905 5798 4592
106	7100 7020 6060 3682
107	3843 6151 9980 1712
108	2603 8750 6905 7658
109	6604 8849 358 4380
110	2429 9011 2943 3581
111	953 678 8091 8722
112	6829 8868 7187 9636
113	1643 7520 4672 804
114	2289 3544 9630 1306
115	6340 2447 4218 7
116	5132 4480 5855 175
117	3531 6162 7141 5323
118	1946 8749 216 3603
119	813 9129 8107 3753
120	3453 3498 6339 7598
121	8803 4246 2557 5085
122	8027 2363 8639 9187
123	6342 3254 9033 2714
124	4692 2804 6012 3911
125	2022 2314 9013 5901
126	3163 8182 2866 8663
127	5624 2162 2061 4882
128	228 6063 3306 58
129	521 6098 1696 6568
130	7632 4696 1386 3716
131	4792 4671 6598 5240
132	6493 2939 4106 460
133	4412 9413 2496 9606
134	7245 4974 4092 1228
135	6636 9177 2424 4855
136	2118 72 5753 3750
137	5502 1775 6880 5928
138	9251 9442 2113 481
139	4233 418 892 6140
140	3658 6661 9478 9117
141	1232 9239 1971 3492
142	508 5619 3668 4126
143	7366 4624 1504 5534
144	398 13 4572 175
145	2283 9427 2286 2478
146	4681 1437 5521 6056
147	6601 5292 6542 7424
148	1257 8906 131 779
149	4990 4216 2073 2010
150	7723 1230 2090 1882
151	2431 4291 8970 5571
152	9285 5110 2685 9679
153	2172 6081 5691 5992
154	3398 6007 6796 139
155	9341 5546 1283 843
156	1779 5931 530 3456
157	8532 6544 9979 8066
158	3107 2100 2719 4913
159	7202 1013 5511 6551
160	6509 3121 8098 9634
161	9262 7731 5069 8252
162	6768 4800 2127 3043
163	4852 1176 7064 5148
164	7064 6002 6164 4382
165	2958 495 2566 6306
166	4015 6062 6947 1561
167	3275 4793 7627 2620
168	2839 9173 6225 1733
169	2517 5091 2572 9322
170	7467 7915 4755 3537
171	8235 5120 4779 9326
172	1659 7624 9870 3722
173	118 2877 3462 3635
174	2328 5635 7355 2993
175	4764 2332 8555 8587
176	5546 4638 6455 3366
177	4928 17 896 3551
178	9082 7322 1507 2044
179	8379 4376 7630 6821
180	2645 310 4907 4889
181	4680 6662 4976 1949
182	8528 8959 3891 5942
183	416 978 325 1497
184	815 1045 7984 8117
185	4732 7589 7025 297
186	923 6560 4856 4179
187	7357 8032 8131 5716
188	885 2890 9794 6454
189	761 2770 9909 8107
190	3483 9519 8050 8305
191	6542 2093 1949 687
192	99 4036 9910 349
193	3711 8854 8363 4388
194	3014 1736 5476 9651
195	3141 7211 3735 9907
196	8734 4361 9900 668
197	8134 5028 8254 6121
198	2911 9660 64 2588
199	5773 8822 8747 1319
200	5426 2353 574 8898
201	7557 9244 6243 1298
202	6295 8806 313 1512
203	649 1927 6100 6245
204	9187 2268 798 3574
205	3004 3285 3770 6574
206	9551 2889 4095 2207
207	6634 3288 7800 6383
208	8640 6874 1166 4867
209	3308 7644 1825 2054
210	3006 2146 1159 752
211	6097 9860 8985 2653
212	1471 3635 8373 1728
213	8351 9695 5446 8269
214	8026 9965 6444 5638
215	8939 8196 4537 2184
216	9600 4681 8593 8517
217	8853 1136 9375 2873
218	2273 9416 8736 1255
219	9682 2040 9783 2229
220	8092 3426 691 520
221	8850 3166 8845 7101
222	7396 3783 1763 3420
223	3 7847 5462 2301
224	8311 3169 2592 270
225	9505 399 1919 4524
226	5893 7708 7289 101
227	1584 447 9678 8314
228	8314 5551 6618 9096
229	5354 6963 2333 7152
230	6419 8040 2273 3009
231	6682 3578 2002 5023
232	6012 9195 2116 799
233	6655 780 4296 6408
234	9301 5988 4681 8218
235	6281 2529 7447 5545
236	3090 1407 6208 6881
237	3951 4491 3184 9021
238	6491 4695 4994 6481
239	8223 8602 496 9264
240	202 8265 5964 5234
241	3483 4019 8576 379
242	2750 8818 3006 6393
243	194 7628 1883 1884
244	6444 963 7840 6706
245	4594 8225 8576 375
246	7293 5220 1978 6091
247	4947 7270 3317 3952
248	8616 8759 2679 6460
249	2747 5652 6873 9284
250	7671 6383 4699 1625
251	7649 322 7858 6613
252	8284 1375 7117 9534
253	4296 6820 6469 3724
254	133 632 8557 2684
255	7737 3749 6121 5896
256	7141 6200 4698 2521
257	1640 3064 6539 5223
258	3239 5787 9159 8837
259	153 5683 1019 9324
260	3677 8153 2524 5785
261	9897 5371 1357 6434
262	3975 5323 4593 1948
263	3360 5106 6233 1129
264	6681 2554 1764 3121
265	8719 9215 2733 2551
266	8126 8659 4884 2935
267	4000 1447 6110 4869
268	3554 3855 2837 8274
269	5403 3847 9914 7949
270	9172 9671 3734 3533
271	602 3814 7169 4727
272	3969 5578 8591 236
273	7901 7029 3385 593
274	2455 27 2101 6224
275	1193 2099 3936 9293
276	1870 9327 1298 1733
277	8894 8685 1519 9258
278	3888 6448 5687 8009
279	2226 4667 4280 4105
280	1321 3199 1789 7814
281	4534 9443 1531 1092
282	4948 3500 921 6167
283	8683 9872 1954 1747
284	4210 2480 1542 3954
285	4005 2548 8658 9573
286	8223 6012 6488 6684
287	7748 1112 6542 791
288	332 7938 1051 5591
289	8533 124 39 5382
290	267 7728 9988 8504
291	934 7661 3497 7371
292	2830 9606 287 3513
293	970 7250 2217 5246
294	1022 5289 1787 9270
295	2036 5994 9471 5675
296	4529 6370 9589 1995
297	9593 9847 3716 6286
298	1557 9152 639 719
299	807 8846 633 6157
300	3156 4235 1777 9116
301	2245 4836 6652 5903
302	4393 5542 8138 4397
303	4727 1714 4169 2736
304	5957 8621 8838 1162
305	9462 3544 3794 9747
306	3171 6046 1579 856
307	3758 9039 5655 2792
308	6721 8525 8984 5531
309	7697 1843 49 2811
310	906 3937 7298 7989
311	5464 4802 7510 6239
312	715 2914 2408 9050
313	6298 3002 9802 1177
314	8607 8848 9054 6692
315	370 4734 6207 2465
316	5545 2200 6569 1129
317	4361 1707 4056 4468
318	8500 3885 8533 4480
319	9961 9904 8454 6423
320	8439 140 4301 3650
321	6084 247 3823 1536
322	8628 1779 7537 258
323	2188 3877 9035 7671
324	2971 4021 601 2024
325	5774 342 8708 4421
326	8076 9188 3931 5887
327	1873 8188 5495 8648
328	730 3478 6382 4308
329	6120 6570 2130 8139
330	4582 748 5922 2713
331	5888 3353 7384 969
332	5936 796 35 7819
333	5874 9890 7129 6310
334	8791 6962 1727 3736
335	5502 5150 240 1032
336	3523 8050 110 5140
337	5582 2231 9204 5192
338	1916 2552 4223 4566
339	762 8379 7013 8733
340	3687 8932 4940 3945
341	2471 5619 5120 1139
342	6047 4353 2627 8839
343	4313 2851 2124 5560
344	8407 5618 7525 7551
345	8157 1824 9142 9043
346	8889 362 5785 6256
347	4519 8816 5853 876
348	7954 3526 6498 5610
349	5284 1002 626 1774
350	7168 4045 4150 3915
351	277 1558 9256 7666
352	7887 9316 6495 6860
353	1739 305 9435 3177
354	5473 497 9999 4079
355	2413 7396 2296 1542
356	9554 9990 3748 8345
357	3562 5946 8090 9664
358	9785 3556 7975 4076
359	9027 5800 398 9297
360	9592 3425 5218 8019
361	205 4681 2144 7922
362	7457 5488 524 6465
363	4688 4862 7111 5787
364	6449 3222 2096 153
365	8253 3195 2686 8797
366	7903 3318 5287 154
367	5843 9842 3078 451
368	4427 3184 983 5443
369	2253 6369 7447 9887
370	742 8435 4024 5614
371	7343 7018 4004 7228
372	8249 9312 8580 259
373	3769 7892 9438 1872
374	675 8552 5145 9882
375	7450 7568 2831 4192
376	3674 9642 8192 1927
377	2318 9216 4575 6135
378	831 3642 4404 9475
379	1220 8701 3795 1670
380	2153 4788 8892 9464
381	4298 5307 2224 3705
382	8862 9929 845 1930
383	4640 1783 8580 142
384	37 4547 633 1685
385	8552 8185 5128 8065
386	2518 8557 7556 9082
387	4406 9659 7247 1715
388	5348 8400 1160 7094
389	9702 1727 7650 6858
390	3994 8024 9303 7788
391	713 7925 9148 1448
392	7625 280 3017 2468
393	2877 3699 3775 38
394	4768 1987 1621 6237
395	2963 7349 1510 7338
396	8838 445 1487 9558
397	5978 3512 8828 4498
398	5225 6550 8432 6506
399	740 7193 5894 228
400	5895 9818 6772 1805
401	8108 6657 1338 7719
402	5795 3609 7747 6552
403	4975 1645 5210 7452
404	7734 4630 6245 5507
405	5294 9317 4014 5477
406	8881 9394 7540 7275
407	6643 4091 6497 6490
408	2525 1744 5088 2328
409	7148 9111 5254 1147
410	3332 9769 6359 2835
411	2914 6464 7162 7433
412	2975 7474 6132 2585
413	587 471 5149 6644
414	5708 6430 5728 4876
415	3101 3380 4859 5533
416	245 5294 2232 1207
417	9250 5603 2425 7538
418	5106 569 3943 3831
419	9328 3302 3725 7641
420	9505 249 6983 796
421	9743 4530 1266 7382
422	808 3130 3297 2965
423	9267 1450 2150 8817
424	2603 445 2109 8691
425	8352 175 9453 8803
426	4492 3245 5329 3316
427	849 1687 9784 7899
428	5890 8460 2339 7461
429	4339 6983 1793 1370
430	1280 8956 1162 216
431	1317 7105 3980 3319
432	3682 8033 1088 736
433	8481 4032 5247 8807
434	6377 6830 6487 4535
435	5520 1545 8361 2964
436	381 3867 2775 8783
437	7955 6133 4731 571
438	6549 9551 3281 4320
439	811 6760 8708 4357
440	6763 4924 83 752
441	1227 8879 1022 5340
442	8214 3115 2826 5004
443	8447 2478 3870 3962
444	8426 4038 6989 3008
445	9062 6133 4715 6451
446	6390 7708 7082 8827
447	3874 9053 1882 6893
448	6930 9214 891 5439
449	291 918 2682 1825
450	1267 8885 8010 6655
451	764 4964 3995 811
452	6617 4453 9638 195
453	3476 3194 5966 3421
454	1653 8136 6900 7844
455	6205 3870 1809 318
456	2623 470 1794 9729
457	8095 504 578 3750
458	7059 4457 8272 6330
459	6922 8456 5204 611
460	8098 8135 948 3583
461	1384 9947 5112 9504
462	2679 1013 5431 3586
463	8898 788 1265 1706
464	1133 12 7407 5828
465	9472 2476 1654 4820
466	4013 3503 7239 1637
467	5302 1413 6898 7014
468	4404 7829 3065 7557
469	3937 2981 8905 9234
470	413 9326 8178 1774
471	85 1928 330 2548
472	3046 6236 7797 1365
473	7420 2143 8978 7849
474	9282 9155 6268 7147
475	7142 8233 9190 5573
476	8754 5714 8177 7220
477	4423 8535 1812 3776
478	5209 5005 5920 9890
479	7407 4221 5361 3962
480	631 9967 1851 1634
481	5931 1939 3647 5364
482	782 1415 5286 5951
483	8787 8101 9314 66
484	5784 5662 3385 4566
485	8993 1363 8496 3277
486	8338 8837 180 3280
487	6292 6097 9094 5380
488	5172 4864 9903 946
489	4882 3736 4085 4945
490	4419 833 9141 1559
491	2262 756 1679 4794
492	2729 3022 7340 6256
493	1978 1751 6172 6438
494	1180 9181 6704 4108
495	9066 3573 6885 1714
496	8248 7851 626 8073
497	2007 1831 7719 4289
498	1508 3495 4456 5162
499	9159 4171 6537 7858
500	7052 6961 3628 7986
501	760 5711 1850 2321
502	7122 4461 1943 8164
503	9876 769 4074 3992
504	1954 4599 7166 805
505	6932 1587 36 1000
506	1391 2284 1996 3238
507	2850 9143 2304 416
508	5509 329 5921 473
509	5219 3333 9464 9373
510	1148 4455 7552 4522
511	436 9832 9493 8477
512	3072 5037 7557 4600
513	2284 8745 6026 2106
514	4247 9439 9539 506
515	4020 5799 6495 6905
516	9670 2071 9883 2026
517	6755 298 1878 6685
518	2119 5374 7889 3052
519	1597 5275 98 9257
520	6187 3909 4368 336
521	6864 4394 9009 8301
522	9097 5403 259 3248
523	4513 7020 308 1256
524	2882 7175 6831 2730
525	1872 7563 2775 2470
526	2753 3721 5524 4779
527	5729 7725 1738 9321
528	741 1369 8629 6172
529	5904 614 1836 7917
530	2013 8951 1613 7958
531	4512 3773 1828 4072
532	3672 9163 4160 5227
533	5338 4199 3437 4774
534	2306 3948 9758 97
535	4930 2098 1056 5098
536	7046 8609 3004 8501
537	3375 1772 5490 5620
538	9508 3621 9734 369
539	8024 7362 2873 5787
540	603 114 7520 7098
541	7914 8409 9395 9411
542	6933 4900 3144 9836
543	55 5174 3523 9485
544	6225 3534 9223 7010
545	1384 6491 47 834
546	2132 5420 4340 9807
547	1697 3587 4468 805
548	3572 3234 9754 9848
549	3649 1692 1973 123
550	2761 48 1026 4175
551	5562 7590 2602 8342
552	9116 1472 4774 8841
553	1629 5280 3043 887
554	3263 6833 9143 3917
555	1949 3826 5952 7610
556	6550 2957 1591 9494
557	1758 1184 9708 5968
558	6646 6506 9074 4410
559	5181 5259 5054 5472
560	9107 5925 3851 6852
561	3930 8823 204 3893
562	8085 2105 2768 8726
563	5427 8023 2720 9859
564	6774 7596 9102 3749
565	8049 5157 4660 936
566	9630 7847 3833 2577
567	3399 5180 7362 1071
568	3926 4356 7562 6983
569	6826 1945 3575 6350
570	7769 8831 5181 9067
571	7775 4595 7596 3441
572	5379 9518 2907 816
573	946 6687 8591 789
574	8094 5697 1285 3921
575	7774 685 8302 8657
576	1370 4016 8393 9719
577	5249 8226 2018 472
578	3849 815 4626 4349
579	5729 2246 841 4527
580	4478 7874 4147 4776
581	7057 479 4046 2127
582	7600 5128 8404 7216
583	7061 1087 2637 5478
584	3983 2816 3929 656
585	262 290 9104 6244
586	7790 7237 64 4677
587	7534 8709 3790 3583
588	5686 8856 2206 2580
589	1336 7862 5299 8688
590	4440 8834 2735 7943
591	162 744 950 1391
592	7678 227 4836 5172
593	5869 758 3382 3205
594	751 3091 4127 2336
595	6674 1386 1123 367
596	5090 8499 9199 7645
597	6792 4946 4194 9862
598	9867 5095 4971 9313
599	894 2539 609 1221
600	9305 3230 2095 2195
601	7896 8857 6029 6957
602	8548 5931 1574 3607
603	3933 4911 6775 4905
604	9664 3020 6211 5050
605	8792 8942 5863 6443
606	2031 4536 9542 6148
607	3581 774 2856 5599
608	8161 2296 8504 2073
609	9945 7700 891 5400
610	6808 3888 8262 5952
611	2763 627 8468 9433
612	130 1699 6298 3330
613	8912 7649 9326 8599
614	607 672 8205 6605
615	4462 8477 1045 5272
616	6452 2413 9426 3551
617	1413 7230 1895 9695
618	1318 9989 5613 5542
619	2982 2976 5885 6327
620	5262 7294 9242 7879
621	3375 7103 7980 1079
