Students	50
1	37 26 10 18
2	39 19 31 22
3	50 11 22 3
4	27 14 25 40
5	44 27 5 21
6	35 8 34 10
7	11 49 31 15
8	32 30 23 24
9	46 17 4 15
10	15 36 35 44
11	49 23 2 36
12	49 15 35 4
13	18 15 43 48
14	39 28 18 7
15	30 47 5 46
16	18 4 47 25
17	32 16 23 30
18	19 26 43 15
19	20 23 37 8
20	34 3 8 42
21	35 16 3 21
22	49 3 50 1
23	1 22 12 49
24	47 18 34 21
25	31 49 37 19
26	5 30 29 35
27	3 46 33 32
28	11 3 13 28
29	49 40 37 7
30	38 23 18 27
31	35 23 31 24
32	38 37 4 18
33	11 31 35 27
34	4 25 3 41
35	48 23 43 35
36	42 15 47 35
37	20 46 2 27
38	11 28 44 12
39	37 19 6 2
40	11 28 36 48
41	23 30 17 22
42	27 19 25 42
43	30 22 48 15
44	13 11 27 14
45	31 25 5 39
46	23 18 32 29
47	49 30 32 47
48	1 10 8 47
49	32 33 49 9
50	12 21 23 39
