Students	10000
1	47 6 43 38
2	17 30 23 26
3	37 1 12 18
4	30 40 12 19
5	16 24 14 12
6	1 48 19 47
7	27 49 28 22
8	30 16 45 14
9	28 1 22 23
10	23 15 16 47
11	27 43 32 21
12	44 35 45 23
13	37 35 18 16
14	21 18 45 20
15	33 3 12 24
16	29 41 8 35
17	14 23 3 36
18	38 37 39 18
19	17 21 31 24
20	38 4 40 9
21	13 8 42 17
22	3 49 43 47
23	28 9 23 5
24	8 24 37 15
25	13 31 44 17
26	11 26 6 40
27	43 7 47 20
28	5 16 47 37
29	39 36 24 45
30	47 30 50 29
31	3 18 13 44
32	6 45 17 46
33	41 19 50 28
34	21 28 49 14
35	3 48 32 9
36	46 50 16 40
37	12 50 3 47
38	20 36 41 25
39	33 45 4 39
40	35 12 50 14
41	39 37 35 2
42	30 17 26 40
43	30 8 6 34
44	33 25 29 45
45	47 7 3 34
46	24 46 9 41
47	3 24 19 31
48	40 34 15 18
49	19 28 25 13
50	8 35 7 48
51	22 5 11 4
52	28 33 44 3
53	49 34 50 7
54	19 12 13 47
55	9 30 17 8
56	38 21 5 37
57	29 19 5 35
58	15 23 27 26
59	5 26 6 11
60	37 14 41 38
61	19 43 49 48
62	3 10 42 24
63	2 25 15 38
64	8 24 1 38
65	44 42 25 33
66	11 8 43 15
67	47 2 8 10
68	1 32 15 17
69	33 38 22 46
70	6 39 7 5
71	11 41 4 48
72	18 25 40 3
73	33 49 3 2
74	17 47 25 37
75	6 39 36 25
76	17 10 43 4
77	11 47 49 37
78	40 39 3 25
79	26 4 49 43
80	22 44 12 1
81	34 41 38 29
82	24 34 8 41
83	50 8 34 2
84	49 31 5 9
85	30 12 50 40
86	14 1 18 20
87	1 4 37 14
88	16 33 40 35
89	37 24 46 45
90	5 30 22 19
91	23 30 21 5
92	16 44 43 25
93	24 26 8 38
94	21 47 22 45
95	40 41 37 3
96	8 40 41 32
97	22 43 35 31
98	33 10 14 12
99	8 43 25 33
100	48 34 24 45
101	45 15 22 40
102	45 7 9 32
103	21 24 6 37
104	7 31 45 33
105	1 31 45 27
106	18 13 3 45
107	37 35 16 46
108	19 22 25 8
109	30 34 9 38
110	16 41 35 4
111	11 19 21 13
112	42 33 30 5
113	47 3 7 18
114	22 35 3 1
115	42 2 25 14
116	5 21 48 40
117	17 14 6 11
118	42 4 30 11
119	39 26 19 32
120	48 37 25 42
121	28 13 33 39
122	35 9 50 17
123	46 42 13 15
124	37 34 44 25
125	19 50 30 20
126	9 26 23 32
127	11 32 10 20
128	48 29 30 39
129	49 20 4 6
130	33 38 18 2
131	4 25 50 40
132	5 32 36 2
133	44 43 24 7
134	7 15 41 24
135	15 27 37 26
136	1 48 7 29
137	6 9 17 2
138	4 5 23 41
139	10 28 39 35
140	15 5 16 21
141	21 50 30 40
142	16 43 47 42
143	18 12 39 41
144	8 26 46 16
145	11 40 47 21
146	9 14 50 28
147	46 14 4 24
148	47 2 4 15
149	28 43 39 38
150	44 33 41 23
151	16 3 6 28
152	1 26 18 32
153	19 47 40 45
154	7 2 9 13
155	17 18 44 50
156	18 17 22 36
157	23 12 34 28
158	28 41 44 42
159	34 36 46 42
160	30 50 17 13
161	40 3 26 4
162	38 13 19 3
163	40 17 15 2
164	3 23 38 12
165	5 41 8 17
166	42 16 48 21
167	35 43 17 4
168	42 17 43 48
169	27 37 13 3
170	30 15 19 10
171	47 22 14 17
172	30 9 17 27
173	8 9 50 12
174	30 39 15 12
175	15 44 5 45
176	6 2 44 21
177	27 46 20 42
178	7 1 3 23
179	39 10 49 31
180	19 31 18 29
181	43 23 33 31
182	31 20 36 9
183	5 13 33 49
184	20 11 25 32
185	38 42 48 24
186	5 10 24 7
187	22 45 46 7
188	4 35 27 36
189	48 34 42 11
190	14 21 2 43
191	5 24 28 9
192	33 30 11 44
193	45 10 2 36
194	30 50 25 49
195	8 7 31 41
196	14 15 48 36
197	41 45 46 1
198	4 14 1 18
199	32 50 28 2
200	15 42 36 27
201	28 19 30 11
202	19 43 16 25
203	23 21 15 47
204	3 44 6 27
205	38 26 30 13
206	31 19 9 11
207	27 38 24 39
208	13 38 11 36
209	4 42 8 17
210	11 46 15 44
211	21 41 8 43
212	22 23 31 29
213	24 3 38 25
214	50 17 28 43
215	39 29 22 15
216	1 12 23 46
217	49 38 43 15
218	17 33 36 9
219	13 4 32 34
220	4 45 24 34
221	20 3 40 21
222	10 4 47 33
223	45 10 11 34
224	21 46 41 33
