Students	10000
1	4884 6791 3836 4028
2	743 496 1879 8358
3	5842 2932 4052 6434
4	2223 5779 4045 5220
5	2551 8468 7780 8774
6	3226 5776 7617 7000
7	4563 5091 2962 3979
8	8304 1825 3039 7201
9	9079 7391 2057 2697
10	90 8860 1286 7725
11	6238 4819 1411 9127
12	8193 8216 9216 8517
13	5750 5144 7798 3354
14	6702 2841 9134 9107
15	833 650 2434 1981
16	6328 2728 4073 3882
17	5644 9966 3359 3090
18	8884 3240 8557 1670
19	7947 9033 5546 7279
20	3718 8002 5751 5488
21	9648 4511 4366 3866
22	8051 1010 5782 134
23	3977 1688 2082 216
24	5691 9710 6784 3748
25	9630 6824 8972 2569
26	1568 1940 9716 4406
27	8958 803 317 8793
28	2678 4817 394 4361
29	9424 6919 8080 6998
30	9604 2952 7326 2629
31	4987 711 1336 9121
32	6583 6667 1914 1294
33	6797 3836 2734 5238
34	2270 8304 8391 2104
35	655 7174 9136 2653
36	7771 6178 4454 7735
37	2068 565 3420 3596
38	3346 1206 9977 6423
39	8387 7913 930 6757
40	217 883 407 9599
41	1532 6713 8499 812
42	9363 8855 3500 9608
43	4114 515 6136 2608
44	4854 6091 2898 8642
45	6356 1306 1492 8730
46	5347 1406 9713 600
47	1193 6344 5025 6813
48	3658 4910 3775 4769
49	123 598 9456 2127
50	1010 7869 9473 3902
51	2983 1600 499 5744
52	9510 6402 7244 9602
53	667 8284 7170 2894
54	3667 4461 651 4710
55	986 9149 8993 3995
56	9377 3629 757 5870
57	4382 7981 4358 6275
58	6685 3402 4012 9336
59	7985 7259 8948 936
60	843 5832 7237 9702
61	3659 380 5672 9334
62	4737 2676 3450 4258
63	8074 3880 7868 1792
64	4539 1521 5267 5388
65	619 9934 5675 4380
66	9664 9759 8392 9611
67	8006 7596 1405 2190
68	7501 1719 6316 4675
69	2799 8480 3532 2511
70	3220 4819 8758 5436
71	6766 8877 464 7636
72	5006 5125 629 5181
73	8969 5664 4652 5001
74	5501 1409 5302 1518
75	2790 7782 4811 1854
76	918 9451 5868 4982
77	5732 8565 8996 2701
78	344 5136 697 4119
79	740 6719 4144 431
80	9077 5693 5104 2950
81	8071 5389 8285 6171
82	1476 3347 9221 5441
83	2242 9418 113 8726
84	792 4591 3276 6913
85	9517 624 6830 1721
86	5716 1307 5382 4124
87	7520 9743 5271 5474
88	5947 7040 3701 4209
89	95 1535 3211 1066
90	2015 2899 4341 7614
91	7320 6465 7413 6039
92	7786 2703 8750 1689
93	2706 8382 2538 4789
94	7609 6347 9488 9713
95	7048 2642 310 1759
96	3897 3593 1283 4770
97	1127 3248 1509 2306
98	5099 7969 5017 9132
99	7539 743 4279 4326
100	8451 1870 5950 7571
101	5272 4851 1003 3525
102	6725 9463 3849 7369
103	9359 7121 2599 6654
104	3212 3627 1958 8733
105	1898 9233 3424 9899
106	4637 6744 3768 6731
107	72 2009 2223 4170
108	7385 2905 1401 9978
109	1398 8702 4533 5072
110	8443 837 7100 1821
111	6363 3632 9783 2977
112	8818 2707 9764 6980
113	3870 3910 1989 7800
114	3826 3827 1810 312
115	5455 7598 6346 3841
116	1609 2266 7691 4619
117	107 6456 5324 2359
118	8528 5376 4352 1325
119	2718 5178 6915 3438
120	7653 2318 5632 1186
121	5674 1890 4581 4120
122	4474 7828 7130 2233
123	4889 6631 3139 6810
124	2174 2655 5459 8620
125	8752 5498 7342 497
126	7334 387 5919 7211
127	817 8183 215 7478
128	5765 8690 5654 8327
129	4891 5770 6372 9958
130	7317 5396 5101 3356
131	4149 3807 1454 7998
132	6321 9180 4673 4353
133	2904 2608 4299 7471
134	2214 1067 2684 4866
135	5438 6497 5478 126
136	6824 5626 704 198
137	2256 710 1867 8298
138	6699 6631 850 9090
139	7748 1640 6810 6922
140	6055 1730 3179 7788
141	5099 6913 1943 9952
142	6811 1815 5877 9070
143	6115 3264 5363 189
144	4707 6888 6470 8856
145	1593 1401 2957 5829
146	7340 8855 2752 7760
147	8928 7835 2792 8997
148	8880 2742 7413 5831
149	3326 9928 9762 3820
150	9261 1772 2172 4916
151	7848 4456 6578 4156
