Students	200
1	2360 1505 2116 578
2	665 1522 2096 1543
3	390 586 2358 1277
4	647 2095 722 326
5	1054 982 87 1194
6	1467 272 2748 2425
7	125 2945 1309 2584
8	574 1294 39 2753
9	230 541 1326 434
10	489 1109 1615 2020
11	1741 2433 1989 977
12	408 78 2342 2587
13	1662 2086 2255 2057
14	549 142 938 1413
15	1741 1129 424 2147
16	1928 892 156 1912
17	235 1470 1824 2741
18	761 52 2060 506
19	2300 2729 227 2514
20	1163 1523 1149 1870
21	1078 593 86 1201
22	222 347 545 1473
23	77 884 685 543
24	2930 1792 2744 964
25	2465 2337 487 1884
26	1825 2170 2341 2242
27	341 1457 2425 1080
28	2529 997 2844 660
29	38 2226 2537 1318
30	668 2738 2055 2788
31	2866 2991 1185 1190
32	1941 545 1623 2501
33	2658 446 2255 2999
34	2329 219 195 2775
35	2755 1378 970 728
36	2671 2979 1120 2612
37	2949 1609 544 2389
38	2987 640 1970 2849
39	2151 1506 619 624
40	2089 2340 1071 2286
41	2333 404 2392 1418
42	2142 1139 975 1626
43	2495 1381 1558 610
44	2901 580 2223 69
45	2127 13 2559 1562
46	2432 2640 2862 2157
47	1781 2001 1276 2872
48	1122 1459 2076 496
49	2003 2944 2156 372
50	2790 775 832 422
51	987 784 1857 2666
52	127 1768 412 2868
53	1644 2251 2054 933
54	619 1539 1143 613
55	723 1102 1213 2424
56	2354 1585 1542 2983
57	55 2425 2456 937
58	2581 2747 1961 2008
59	2539 539 596 1457
60	89 2289 2722 863
61	1978 2911 2561 1391
62	502 1829 1769 1935
63	1173 2303 822 673
64	1812 242 965 1286
65	1896 740 356 373
66	802 947 2737 2526
67	547 711 1597 103
68	868 1042 1277 452
69	2635 1025 1670 250
70	246 2499 340 2602
71	600 2025 2802 658
72	2737 2125 2898 2112
73	1005 2294 1337 2043
74	1642 1188 1408 3
75	1706 1703 66 2977
76	1942 556 2368 219
77	300 2537 800 853
78	562 781 13 2387
79	1918 2579 2106 1746
80	1033 1980 614 2418
81	1303 1343 2995 600
82	2902 412 719 2669
83	2080 253 2066 1603
84	2865 1426 1942 1423
85	2180 1299 1141 1065
86	1854 1023 2501 2042
87	1533 731 838 502
88	1095 455 2639 92
89	2389 557 2767 983
90	2613 2267 1367 2255
91	958 1064 1083 1162
92	622 2851 566 1772
93	513 2196 2109 1683
94	903 2971 1480 585
95	2597 2550 2453 960
96	1401 819 942 1201
97	628 810 705 2524
98	2134 1008 1322 694
99	1873 743 2222 1404
100	2837 421 215 40
101	613 459 2816 1117
102	773 1152 195 2290
103	1172 2316 328 1047
104	2713 689 2700 2843
105	2531 1889 14 83
106	2246 1264 2096 2288
107	2291 2551 2541 2463
108	1340 654 2392 1014
109	1962 2667 2048 1848
110	2451 2900 765 1899
111	819 1980 1238 1662
112	1386 1244 1137 1077
113	934 651 846 708
114	2709 177 2453 2834
115	467 457 1028 1066
116	586 2767 61 1292
117	2840 922 1252 173
118	713 488 2686 547
119	97 689 1197 903
120	2274 2444 938 1454
121	2461 106 861 327
122	818 2410 2084 1220
123	2973 3 704 2659
124	437 208 912 2412
125	6 717 45 2711
126	729 886 31 2899
127	2489 870 2210 1947
128	1751 736 734 628
129	2786 936 1046 2960
130	2425 531 1714 1986
131	1390 2479 1373 2919
132	785 421 2445 1828
133	2915 1978 721 2203
134	2887 643 2859 8
135	2241 2369 2389 87
136	2330 2760 163 562
137	1185 943 301 2967
138	1950 265 1171 1349
139	666 1907 2501 183
140	2549 1365 1387 2220
141	980 803 2281 1078
142	2360 383 309 2384
143	1614 1146 2972 1417
144	395 2557 8 2825
145	1886 940 1277 815
146	1864 2112 2898 189
147	1650 2325 2736 1268
148	510 1278 2919 1648
149	2377 1370 469 301
150	1892 431 1908 1774
151	1067 41 721 2667
152	2528 1760 2907 2473
153	704 568 1986 2881
154	1167 848 1416 504
155	2285 2893 565 1200
156	2514 1185 1243 2043
157	1894 539 1324 2995
158	321 50 2563 1165
159	2844 83 210 2699
160	2954 2294 1133 1027
161	475 545 1671 772
162	2328 1390 2235 1832
163	971 298 604 1344
164	1525 1654 1959 1538
165	2325 631 1735 1350
166	334 1810 1767 499
167	2492 865 2493 2146
168	1578 63 958 1035
169	2781 859 1428 682
170	2219 1526 2717 2131
171	606 971 28 1433
172	1032 1293 780 2144
173	896 899 1518 2293
174	945 1569 493 2596
175	2781 2481 1672 1708
176	1141 2140 1080 1729
177	1469 2382 1102 2271
178	1528 29 2385 1630
179	2776 2614 1638 5
180	2318 1503 1058 1257
181	2253 2169 501 452
182	210 1580 1292 1802
183	561 1518 2837 604
184	2973 2948 1633 267
185	461 1428 2940 575
186	1143 1636 2183 2139
187	2635 528 1062 1739
188	74 970 2643 1511
189	2473 2182 116 1884
190	672 218 1093 1849
191	2020 603 2900 2665
192	2851 1938 267 65
193	358 2734 2504 435
194	2030 2391 186 334
195	930 2262 592 193
196	2881 2402 2562 1471
197	2631 1103 2012 1091
198	1032 1827 2194 1422
199	1873 12 1821 1590
200	468 1267 803 726
