Students	200
1	5208 1975 2657 333
2	1985 5033 3517 6395
3	5136 6495 2825 1752
4	5098 6057 6144 5900
5	1657 2698 7285 2444
6	3759 4519 824 6425
7	5782 2985 5388 6199
8	4568 6110 2135 5563
9	3193 5851 2208 276
10	6880 5983 6395 2240
11	1332 4060 3089 6134
12	4499 6966 7097 3120
13	2520 7280 5161 2733
14	1697 2770 525 3111
15	6860 6591 4301 6420
16	4160 5268 5596 4127
17	4735 2490 1179 7335
18	856 6767 4874 6907
19	2732 1784 50 7115
20	7416 5809 2773 6670
21	3955 4700 1472 6548
22	3101 3615 4723 6984
23	6347 1517 2492 7164
24	6660 126 5006 5187
25	3311 5694 5179 2561
26	3884 3859 3537 6769
27	7208 2666 4152 1097
28	1570 877 5676 5518
29	5578 5337 3351 3840
30	1142 5171 6537 831
31	4768 1258 1972 2979
32	5709 521 2442 3402
33	1070 5027 1417 1128
34	6456 5117 1871 3085
35	370 5132 7095 6229
36	3392 2257 6795 521
37	3804 4723 742 4961
38	6197 3320 2336 2156
39	6477 3211 693 7314
40	1106 2981 1038 6543
41	1306 65 1768 3632
42	6630 1262 2495 3321
43	3255 1314 513 5684
44	4635 4955 2210 22
45	330 462 3105 2409
46	6327 2333 388 3293
47	6957 3847 7192 6704
48	2444 7224 4356 2864
49	117 933 2802 6708
50	3620 1594 2428 1009
51	3924 2561 6279 3696
52	219 4699 7416 4939
53	4185 7314 2437 1261
54	6178 1629 6934 6952
55	894 5475 1248 7098
56	3357 2210 5363 2339
57	3549 6368 1486 1730
58	4199 2714 1144 405
59	1695 5895 2201 3111
60	3571 185 3137 2078
61	1123 6673 1361 2069
62	5560 7397 911 3426
63	7261 3355 1794 3573
64	5139 515 6251 5498
65	6425 555 2844 2828
66	644 6495 6662 7190
67	2781 2705 1835 5702
68	712 508 3851 6932
69	6602 6708 5035 7449
70	3956 5344 6094 5727
71	2690 1891 5833 4684
72	3476 4752 5368 1124
73	4149 2506 806 2994
74	6490 1046 5922 3969
75	1065 3397 7195 1499
76	4318 4022 5297 2219
77	3587 6906 3127 3625
78	4706 3319 1903 3880
79	6853 3676 4613 2712
80	2041 7314 7484 4061
81	3713 6702 3496 4501
82	3836 5928 708 4314
83	283 6759 3076 3380
84	1537 4893 2203 886
85	1451 5764 5608 3174
86	121 5058 6614 7150
87	1118 5127 5802 6040
88	4208 4673 1167 1868
89	163 6280 1721 7406
90	952 5364 341 1595
91	6345 299 4273 3179
92	1789 1084 4992 4867
93	2194 2892 1120 2722
94	1270 1298 6739 5430
95	6729 2455 5427 2422
96	1626 7484 4508 1596
97	4772 4985 4394 4882
98	1439 5702 4925 3869
99	1054 2797 1925 3054
100	804 23 6707 5801
101	5263 6768 6652 1839
102	3703 4521 6313 3549
103	3753 4235 3312 6894
104	917 5263 2939 409
105	1181 6665 2163 4112
106	1195 3373 5374 1054
107	5975 2825 236 5872
108	7155 3216 1419 1502
109	2190 6897 2293 4386
110	5345 3570 4848 4758
111	2055 1815 5778 3071
112	2225 1861 406 3820
113	5737 1032 5470 1528
114	1927 2097 3971 3147
115	194 6978 4834 5855
116	32 3533 5352 1897
117	2324 4123 2299 6070
118	5319 6879 5195 7126
119	5536 6315 4338 6576
120	900 5509 143 5284
121	3296 1964 3312 6112
122	7475 589 6723 3247
123	3232 6583 4006 5741
124	2000 6437 1985 5708
125	3397 5347 3728 1936
126	2447 5590 2572 1611
127	901 5970 1663 6873
128	1024 7167 1290 5892
129	2238 7077 3944 2030
130	6680 7009 6249 4112
131	4348 1614 6566 4211
132	503 3899 2381 4104
133	667 1400 3898 2575
134	4684 2782 3499 5551
135	4691 5061 6042 1223
136	7076 3440 115 2932
137	2434 2334 3771 4338
138	6559 1417 3953 7018
139	4495 3079 5103 2323
140	6855 2247 6987 97
141	901 6819 407 2772
142	717 78 3399 326
143	7341 5695 5603 4535
144	4941 295 7083 3550
145	7427 425 689 1518
146	7032 7468 238 4156
147	2161 2622 3359 2718
148	1475 2696 162 2414
149	7440 276 7477 3863
150	2508 5376 1612 1933
151	5511 3672 1038 1363
152	3550 1351 1027 7271
153	2069 4186 3116 6090
154	3454 7111 1506 836
155	1875 3097 6491 5331
156	1606 5824 3677 5102
157	2600 1915 2360 3538
158	5001 5446 5066 5741
159	6431 2191 3085 1276
160	5877 6967 4168 6129
161	4373 3790 968 7046
162	5695 2033 2691 3721
163	4091 1347 460 3377
164	281 6223 5437 1619
165	6152 6341 572 1848
166	1763 4663 1869 4159
167	527 2153 6016 6382
168	3053 5400 4234 6150
169	313 3967 7326 363
170	2526 602 1589 1365
171	2730 1965 6804 5835
172	5275 3591 7190 7151
173	3642 9 1183 4663
174	305 6098 6048 5975
175	3561 2805 879 7229
176	2845 4770 4925 6449
177	5344 2509 2051 3845
178	2556 1558 3712 796
179	1611 5759 6538 213
180	1797 4008 7443 2918
181	3290 6779 938 5828
182	3322 6242 4719 1116
183	7048 1475 2249 3353
184	6253 4580 5987 7178
185	1373 6303 6085 37
186	5477 705 6440 3891
187	1040 6691 6943 1813
188	178 150 5863 1209
189	228 362 5937 4274
190	4623 7103 6406 2081
191	5687 3644 2233 7211
192	3468 562 6626 5083
193	448 6136 5205 5963
194	4852 1841 3704 2296
195	3279 1030 7474 5767
196	7290 1684 2907 2402
197	1814 2430 7135 7329
198	3477 4419 6774 783
199	575 2122 5478 5251
200	448 4065 6027 2924
