Students	500
1	9444 4586 164 652
2	8228 5680 7332 4830
3	7479 6639 2113 8018
4	9518 3587 442 9664
5	7570 8600 8782 9734
6	8772 3474 3866 2177
7	3377 851 8386 4377
8	5980 905 2748 6024
9	9540 6904 164 6040
10	709 6247 7216 4748
11	573 4593 3943 1204
12	2266 9778 756 5533
13	1605 3050 6228 647
14	8009 7143 2118 1355
15	6444 1537 4808 5744
16	1374 3457 5643 9732
17	6944 459 4101 1562
18	3593 4420 5198 6370
19	6503 3216 6362 8836
20	875 1924 5054 3699
21	9680 9963 9737 3140
22	1805 9805 6989 7556
23	9352 769 2713 2321
24	8163 2604 6657 66
25	2654 6207 5937 2639
26	5982 6548 3829 3180
27	6978 7991 6602 9947
28	2701 7273 511 5227
29	7760 897 7656 4729
30	550 3272 8131 2378
31	447 9925 3925 8822
32	5936 7522 9988 7959
33	119 3429 9907 7285
34	9539 2281 8009 5195
35	3510 3761 9496 991
36	2031 3686 3458 3132
37	9889 1878 6148 4272
38	5954 3439 9713 1267
39	9181 1305 3143 7214
40	5090 4592 1478 5709
41	7992 9879 7485 4049
42	8899 7273 8871 8569
43	6817 4766 7728 7503
44	1044 8030 6708 2738
45	4556 7392 5545 3915
46	7879 3404 9011 6191
47	9742 132 3216 5502
48	4843 4323 6271 3524
49	1352 5870 4381 4210
50	6183 2970 8322 7580
51	5948 4876 3372 6269
52	6137 7873 8801 671
53	2027 825 9243 7795
54	7778 6152 8160 3192
55	6925 9265 4201 9534
56	9104 4083 888 7209
57	6407 7316 2583 3236
58	4609 8450 9248 4004
59	2140 3021 5726 3007
60	4587 1511 157 7478
61	7670 6348 136 2500
62	3735 1824 4066 9828
63	9222 1596 1211 2801
64	5201 1667 4710 1979
65	3675 2709 2433 6498
66	6207 9353 6393 8870
67	2389 8816 427 546
68	6582 1313 1144 8886
69	6239 7241 9590 4286
70	2104 4536 1489 7490
71	4138 5151 6058 9254
72	443 4667 5885 7406
73	4639 9049 9742 4244
74	8639 8862 2889 1594
75	7766 3377 4861 2523
76	7586 5380 7062 692
77	2149 5673 3950 8057
78	755 3789 4281 3610
79	735 5877 7673 4126
80	1553 676 6639 8501
81	6878 1712 2950 824
82	6114 5770 7456 1501
83	1441 340 4861 7583
84	6068 2536 5042 2284
85	718 8920 3594 3095
86	8912 5437 9795 8743
87	4406 3132 6331 7761
88	1939 3308 3006 7926
89	2676 3273 5321 3184
90	9408 4608 7273 6730
91	1448 2068 7689 9088
92	1580 5629 7856 3796
93	5390 7028 9525 553
94	8606 7222 1459 3540
95	8867 2870 6652 7451
96	1823 9036 3972 4342
97	6109 6264 7171 3607
98	9987 2848 1495 5515
99	3168 6055 6319 5332
100	8180 8157 9640 1893
101	5934 6928 2494 7706
102	2717 3897 4507 597
103	388 3514 4397 2281
104	6219 9853 5033 1886
105	3603 4886 3150 1720
106	3230 173 456 4859
107	6540 6533 9991 5266
108	8217 9211 8539 9198
109	2617 7987 9670 3955
110	4624 6895 9880 6192
111	9236 9533 2049 5986
112	5763 6752 1166 5787
113	2978 657 9549 752
114	5752 4818 5519 1579
115	3003 6260 6074 4728
116	1458 1746 1255 2338
117	1359 4011 3850 3598
118	4457 3592 1290 6903
119	3359 7709 8192 2806
120	5397 9026 4214 9103
121	5958 7017 6651 3056
122	1831 1987 4597 746
123	7160 3518 8201 8189
124	4574 9162 4517 3635
125	4859 6692 200 346
126	6946 1122 446 6107
127	9283 1104 5667 1359
128	5900 4394 9685 5608
129	9165 7867 1124 9884
130	3936 9327 8340 6499
131	8167 9294 5705 992
132	5971 5211 8465 1424
133	4701 5499 5543 8609
134	5877 9772 5445 5364
135	5249 5712 3524 1514
136	3275 4935 7967 3795
137	8584 5062 3449 421
138	2354 4492 1981 246
139	5857 9667 9340 7114
140	979 2226 6941 4002
141	9432 9014 5184 6533
142	145 947 7332 5684
143	1564 4822 7767 9279
144	984 3857 4958 7021
145	2514 9843 5391 5081
146	8925 9754 7848 1245
147	6580 8381 8284 7426
148	2387 2668 9702 2216
149	3626 2716 2269 5795
150	6413 4701 9811 3673
151	3187 6063 5876 4693
152	38 8073 7103 4786
153	7983 3218 2502 8055
154	9870 8706 3544 4570
155	3779 4620 3448 3467
156	1334 8991 1542 5678
157	2913 8208 4691 3159
158	3366 1838 7139 7571
159	9539 6151 130 7721
160	1935 1607 5850 138
161	5648 287 6671 4117
162	2727 22 784 1460
163	8284 975 2053 1718
164	3548 6827 3331 7617
165	9993 8890 4530 8789
166	2576 5592 5163 8160
167	6537 8325 4712 7168
168	9454 4817 6527 8215
169	8170 3513 3711 4696
170	2388 3290 9902 7050
171	3339 6607 8514 3394
172	5938 6504 9969 3361
173	6621 7077 5031 6317
174	960 7868 542 9563
175	5862 7493 1608 7590
176	292 4435 6618 923
177	7063 9938 978 8194
178	1231 1917 5018 484
179	9353 606 6605 4734
180	8540 7861 246 7451
181	6575 7560 128 9669
182	9841 5054 3114 4928
183	6444 8051 288 9222
184	8567 9435 8463 2737
