Class Times	100
Rooms	100
1	972
2	340
3	987
4	876
5	564
6	401
7	215
8	450
9	865
10	749
11	943
12	724
13	687
14	577
15	195
16	885
17	903
18	273
19	189
20	100
21	773
22	17
23	217
24	536
25	85
26	746
27	164
28	912
29	599
30	450
31	276
32	425
33	465
34	392
35	85
36	543
37	254
38	431
39	662
40	720
41	609
42	683
43	964
44	889
45	979
46	185
47	621
48	579
49	535
50	915
51	912
52	248
53	707
54	801
55	580
56	199
57	413
58	296
59	335
60	656
61	405
62	475
63	497
64	171
65	44
66	296
67	623
68	647
69	721
70	671
71	571
72	29
73	646
74	65
75	25
76	54
77	186
78	431
79	696
80	705
81	396
82	768
83	291
84	689
85	155
86	455
87	135
88	722
89	171
90	626
91	650
92	915
93	711
94	543
95	209
96	592
97	918
98	897
99	499
100	741
Classes	10000
Teachers	5000
1	940
2	473
3	2035
4	1049
5	4428
6	3199
7	2351
8	4013
9	3763
10	3465
11	3774
12	3970
13	1905
14	331
15	186
16	1294
17	277
18	3096
19	963
20	58
21	4278
22	1716
23	4564
24	345
25	1519
26	4882
27	3682
28	552
29	404
30	2472
31	3297
32	983
33	2541
34	2477
35	617
36	4212
37	199
38	1956
39	1368
40	3341
41	4533
42	2229
43	220
44	903
45	892
46	1795
47	4153
48	2476
49	3642
50	575
51	2122
52	4832
53	810
54	3752
55	603
56	36
57	2633
58	827
59	4076
60	4143
61	888
62	4749
63	3660
64	1163
65	1399
66	4033
67	3332
68	4701
69	621
70	3313
71	1153
72	2904
73	1732
74	641
75	808
76	2195
77	3688
78	99
79	4592
80	1163
81	703
82	615
83	1617
84	3141
85	4093
86	4895
87	765
88	1611
89	459
90	4525
91	1532
92	1959
93	1222
94	3689
95	1835
96	1033
97	217
98	1875
99	746
100	3093
101	1889
102	1987
103	3646
104	4325
105	3799
106	588
107	3836
108	4018
109	4083
110	4525
111	4315
112	3711
113	3075
114	3160
115	3210
116	2091
117	835
118	1936
119	750
120	764
121	4275
122	429
123	2407
124	415
125	3352
126	1734
127	4683
128	3546
129	264
130	3324
131	576
132	274
133	326
134	4177
135	1920
136	461
137	2505
138	1223
139	81
140	253
141	98
142	3182
143	4014
144	4472
145	1622
146	2746
147	730
148	4833
149	4209
150	3510
151	277
152	938
153	198
154	902
155	1297
156	3145
157	4691
158	2823
159	59
160	4672
161	659
162	4537
163	2100
164	1533
165	3365
166	1094
167	544
168	1757
169	4907
170	1906
171	1176
172	1787
173	4293
174	63
175	3858
176	4313
177	631
178	36
179	1204
180	210
181	519
182	2074
183	4190
184	1645
185	2096
186	263
187	4694
188	3168
189	704
190	713
191	4181
192	558
193	956
194	1131
195	2385
196	18
197	29
198	568
199	2158
200	1351
201	2968
202	1679
203	3163
204	1680
205	251
206	2838
207	4298
208	1142
209	1812
210	4795
211	388
212	1587
213	4666
214	4452
215	2587
216	4790
217	2905
218	4591
219	1629
220	1121
221	1653
222	2203
223	2858
224	1753
225	2464
226	3056
227	3639
228	3312
229	424
230	1637
231	2066
232	1997
233	1811
234	2332
235	4095
236	2728
237	766
238	3365
239	2053
240	944
241	1922
242	4070
243	3982
244	361
245	4930
246	507
247	1080
248	2039
249	2998
250	2744
251	544
252	4084
253	2314
254	3638
255	4182
256	749
257	1445
258	3207
259	2193
260	2472
261	3736
262	850
263	4387
264	1845
265	2016
266	3351
267	3971
268	4560
269	3628
270	3301
271	3724
272	689
273	73
274	2168
275	2252
276	3913
277	528
278	273
279	1808
280	3277
281	557
282	2237
283	2176
284	2543
285	4469
286	4174
287	1851
288	1381
289	4719
290	2137
291	414
292	735
293	1062
294	1408
295	4543
296	1744
297	889
298	2492
299	3706
300	152
301	198
302	1079
303	4880
304	270
305	2721
306	278
307	4683
308	2124
309	1042
310	676
311	1330
312	407
313	4706
314	1989
315	944
316	3616
317	2659
318	3322
319	1661
320	3083
321	3397
322	2403
323	4884
324	280
325	527
326	4277
327	4106
328	2551
329	2223
330	1979
331	299
332	4412
333	3396
334	129
335	1494
336	3477
337	3013
338	2390
339	2371
340	374
341	2432
342	2482
343	4438
344	4435
345	3311
346	1249
347	242
348	1215
349	365
350	4058
351	2652
352	1724
353	396
354	3918
355	995
356	2833
357	2386
358	3798
359	1005
360	97
361	431
362	2147
363	578
364	989
365	2901
366	3958
367	3967
368	3554
369	4556
370	1405
371	830
372	1874
373	2822
374	1190
375	3700
376	4819
377	2839
378	977
379	2573
380	3763
381	990
382	319
383	3151
384	1506
385	1904
386	3297
387	2427
388	459
389	499
390	3824
391	1164
392	269
393	2779
394	1531
395	832
396	1878
397	1127
398	2084
399	1809
400	2412
401	1913
402	2109
403	586
404	3112
405	2835
406	4037
407	4823
408	639
409	1793
410	4029
411	780
412	2294
413	270
414	3330
415	868
416	1324
417	1847
418	2910
419	4253
420	4721
421	490
422	3742
423	4599
424	2299
425	65
426	2902
427	4638
428	1845
429	4954
430	1093
431	4817
432	3253
433	4726
434	4632
435	994
436	3737
437	4718
438	855
439	1816
440	3132
441	3047
442	116
443	1355
444	2331
445	3496
446	683
447	591
448	3772
449	306
450	2480
451	558
452	2913
453	4522
454	2410
455	3686
456	4390
457	4642
458	2876
459	2755
460	1557
461	4033
462	1068
463	1042
464	4837
465	1460
466	1588
467	3756
468	1456
469	3918
470	3662
471	843
472	3945
473	492
474	437
475	2018
476	4391
477	4621
478	903
479	1611
480	3652
481	2811
482	687
483	2196
484	97
485	605
486	163
487	956
488	4605
489	4535
490	4869
491	1642
492	1132
493	4574
494	2435
495	466
496	4805
497	3522
498	2100
499	3145
500	3977
501	3139
502	195
503	4190
504	4482
505	79
506	4715
507	1502
508	3448
509	850
510	1672
511	43
512	2795
513	2611
514	4289
515	2225
