Students	1000
1	74 1928 177 681
2	2254 559 119 1630
3	2232 2659 2722 618
4	1510 2600 2805 2662
5	581 2030 2550 92
6	1937 2096 518 57
7	618 2623 2591 1572
8	1996 2052 2674 669
9	113 1743 159 218
10	733 2117 2184 2445
11	2216 1965 1573 948
12	2025 1255 942 693
13	1539 1066 1916 1768
14	1450 2376 429 1553
15	1248 1777 1971 2913
16	705 2818 2855 397
17	1220 2081 1555 2569
18	1854 1967 202 172
19	1776 83 1944 1016
20	2034 1323 1214 348
21	1465 937 699 989
22	1539 1938 2740 74
23	768 2820 1117 781
24	2490 2320 991 476
25	491 582 2585 1261
26	1520 2725 56 702
27	2963 2406 458 1412
28	2134 2101 1593 299
29	1946 2612 594 1307
30	561 987 862 1868
31	506 2660 1434 1580
32	92 1174 1267 621
33	2803 381 1482 1428
34	1970 2160 1252 2528
35	999 1570 1232 2035
36	2041 2164 1843 2075
37	192 2249 975 952
38	366 2810 246 412
39	2424 187 2576 2511
40	2069 577 1785 2723
41	1462 626 1118 1705
42	2659 2606 2030 1054
43	125 1652 402 162
44	1026 1626 2268 596
45	1550 1169 544 1911
46	248 1486 1485 516
47	757 1113 1439 513
48	1246 1069 745 1861
49	451 2293 552 873
50	2166 1347 1341 2855
51	918 1046 1455 1644
52	2249 765 1209 31
53	2356 1876 1662 2531
54	2688 2327 2047 2113
55	2872 244 1710 100
56	1811 1387 2131 378
57	1764 786 2023 781
58	630 2496 2199 386
59	2564 1489 2877 1750
60	1501 2496 1777 2476
61	1627 626 867 2121
62	2355 1556 116 2257
63	2845 2657 2479 578
64	1574 1931 1376 1538
65	1331 2835 1865 1018
66	1209 840 2900 1640
67	607 2778 1598 141
68	840 2200 2344 960
69	1088 2024 76 1074
70	1903 1712 2068 1821
71	2246 1307 401 157
72	2864 2338 542 2255
73	1026 187 2865 1854
74	74 2176 1613 2254
75	2651 2630 1751 483
76	639 2416 2272 2274
77	1049 180 962 996
78	2031 1279 2055 386
79	1641 2541 929 436
80	2591 660 481 1400
81	2277 591 1547 1934
82	2424 621 847 569
83	538 233 248 2199
84	1533 2878 390 123
85	2612 2900 2027 356
86	332 2056 1218 1840
87	313 2039 1093 793
88	1955 1642 1503 1172
89	756 567 2899 1247
90	29 1406 1282 130
91	2483 1950 1647 848
92	2759 417 2723 2106
93	2722 1417 2853 2128
94	405 2754 2022 2168
95	2692 2667 2348 2143
96	1307 2611 2032 57
97	1662 483 1023 1840
98	1804 653 1473 1149
99	674 695 843 1656
100	1417 210 1954 1015
101	1559 1172 2031 1972
102	2763 1317 205 2944
103	4 750 973 599
104	2663 475 2763 2849
105	97 411 2226 1812
106	1909 1621 1932 400
107	1847 2479 1061 2670
108	114 890 2147 2960
109	2768 1137 2283 399
110	1 1484 2857 1022
111	630 2264 2535 2507
112	370 311 2812 1253
113	24 2288 2042 2053
114	871 2951 70 1079
115	2311 2621 2658 58
116	525 11 206 2824
117	2029 1173 263 1470
118	1751 1072 2111 929
119	2690 1446 1903 2376
