Students	100
1	2001 147 1769 548
2	1037 1000 1484 1399
3	1124 915 2675 953
4	2289 242 1422 2852
5	824 1068 1418 1982
6	1632 1218 314 1587
7	2994 2655 1335 502
8	2946 2628 1435 1052
9	1085 550 2599 993
10	910 2241 2574 534
11	199 1011 1074 2873
12	1465 1575 1447 822
13	1769 2537 2459 1782
14	2696 237 2751 1182
15	2792 1894 1027 147
16	2356 118 1929 785
17	1042 2817 150 2633
18	1895 1081 712 168
19	2183 1793 1618 2360
20	2038 2841 2809 2154
21	2358 1399 2321 2037
22	2763 610 1768 1065
23	2514 1994 2372 1315
24	882 587 43 1804
25	1550 1088 992 1913
26	2465 2664 1652 1749
27	1263 1468 1685 148
28	2849 1679 493 98
29	1069 2122 1156 674
30	1216 282 2422 567
31	1574 1187 1296 1274
32	1414 858 2567 1015
33	2228 556 2229 2641
34	2105 2129 1107 753
35	1591 2414 917 2078
36	2238 2900 1751 897
37	2115 1777 190 2048
38	406 984 1626 2270
39	2786 234 2287 480
40	1769 2643 2987 1867
41	1547 1302 23 2629
42	1964 908 2280 1006
43	2070 1354 598 1234
44	740 859 1539 2726
45	1195 2777 1817 2539
46	2976 1397 1850 1017
47	2171 2952 2038 2600
48	249 1225 2777 1895
49	2794 2812 2626 1111
50	2234 2638 2104 1239
51	559 2101 1933 734
52	881 319 2044 2705
53	35 2057 2947 673
54	670 690 259 2871
55	1928 1042 2715 1943
56	2057 1385 2520 94
57	1569 686 1425 1449
58	760 2194 1670 341
59	988 1347 1698 663
60	2580 2316 2768 519
61	221 173 1124 271
62	1124 1933 2817 551
63	83 1725 2382 1780
64	1059 2075 347 1643
65	1329 1023 499 1603
66	387 2352 361 1838
67	902 24 1790 1672
68	1663 1517 1702 111
69	1828 1853 2894 2129
70	1135 1869 1826 2822
71	290 691 40 2084
72	1416 2335 2206 458
73	1474 2991 1191 888
74	2528 2560 2186 1085
75	2916 2716 1155 2720
76	1970 2575 62 1978
77	2341 467 2952 720
78	909 1570 2422 2359
79	1318 854 1822 157
80	2559 2961 449 1095
81	1478 2084 181 501
82	467 337 2810 1666
83	587 630 1606 469
84	582 2976 107 2553
85	367 1936 1531 2427
86	794 457 519 573
87	691 419 2813 2668
88	23 2417 254 486
89	1561 558 2588 2333
90	896 799 782 2521
91	211 2628 2028 837
92	1641 894 528 2170
93	2643 2577 1570 803
94	2991 2193 701 895
95	2003 2749 11 2589
96	642 487 2355 18
97	1401 2553 564 1553
98	172 2792 1469 2274
99	2031 1817 471 2197
100	282 2524 2912 2129
