Students	500
1	2173 4544 2099 2905
2	403 3922 536 3205
3	4181 2860 4529 3023
4	4867 3696 7301 183
5	4545 3267 5359 3467
6	3541 3310 5503 5015
7	2835 1634 6519 5280
8	7180 5855 5751 6060
9	1023 6713 6279 7085
10	3895 5288 1975 85
11	2240 3688 6839 3713
12	3877 1177 5312 5387
13	5484 3431 3821 6622
14	5901 4728 5948 2446
15	5761 2917 7047 7079
16	188 1951 3424 6364
17	6856 3394 7167 3642
18	7132 2612 6627 4755
19	378 6789 876 5566
20	3710 5494 2248 4988
21	7304 7495 6209 1012
22	1624 1239 2314 5775
23	2020 3493 1225 3274
24	5923 1400 2519 5070
25	6300 5409 1689 2194
26	4892 6052 3530 1556
27	6768 6915 6285 1496
28	6559 5107 4656 680
29	6667 7449 6313 3437
30	6554 2714 3268 5732
31	3728 6028 805 2462
32	6439 4853 6735 2367
33	549 5480 5022 4438
34	5882 7436 6172 1222
35	4687 7162 386 33
36	1269 3463 5794 2890
37	151 7264 6994 4929
38	2432 5413 308 5014
39	2608 7004 6061 760
40	3255 761 3324 5061
41	7450 5534 1329 1513
42	3332 6639 4556 2071
43	5329 6032 774 547
44	6790 4307 2668 3694
45	6458 7445 5211 946
46	5642 207 4043 1279
47	261 1488 1291 1574
48	3811 509 2927 3008
49	3511 4432 5272 455
50	4084 2596 394 3243
51	217 5849 895 5993
52	6330 61 3358 2719
53	401 4376 7197 23
54	1338 7321 474 1576
55	7405 3638 144 7268
56	5499 3491 4091 430
57	4568 2367 5537 991
58	7439 5199 1656 6258
59	4466 1292 2315 1947
60	945 4539 5914 7300
61	2438 707 2531 7149
62	1706 6335 3513 4460
63	846 4187 2031 1489
64	3504 890 6213 851
65	3861 3185 4139 1426
66	5018 4347 2746 1133
67	7140 4272 4966 3159
68	6325 6230 5040 3139
69	4984 540 5855 600
70	7096 5197 4986 6047
71	6922 3667 5874 896
72	3723 6909 7166 1907
73	3775 3370 5240 7372
74	5365 4866 6528 802
75	4971 3930 4081 6393
76	4022 3413 339 4199
77	1766 659 4990 3501
78	1298 4509 5886 3749
79	162 5104 2434 48
80	6992 1201 4345 3778
81	2495 1451 2246 2071
82	4571 3583 1981 108
83	3158 482 5105 3293
84	878 4842 2357 5610
85	3961 4055 6695 6348
86	7188 3317 5106 1450
87	3437 7460 1481 685
88	5889 3757 2900 4991
89	6818 1587 4422 2052
90	4139 2281 6213 5599
91	2039 4177 305 4529
92	5381 7266 2685 816
93	1876 6991 3826 6742
94	4012 5169 1926 4860
95	3321 3542 37 1674
96	5353 985 4887 4350
97	7383 58 1782 6891
98	4867 295 2088 4883
99	3342 3112 844 3977
100	7237 6017 1856 6719
101	3410 872 2640 5103
102	2547 5685 972 3313
103	6931 1157 462 5857
104	3370 4247 5604 5240
105	2557 3436 6989 4303
106	2980 495 225 6797
107	2299 1150 560 6667
108	1359 4925 1299 3074
109	3055 151 1496 5089
110	4397 2895 932 1743
111	3997 3739 7121 2549
112	2980 4596 853 3547
113	7237 7172 5544 4333
114	7271 2410 4105 6138
115	6851 2203 2707 4272
116	76 6817 597 7383
117	5188 2534 7199 7484
118	6661 4084 751 1602
119	2897 6713 5383 4445
120	6849 7466 1376 456
121	5316 5854 5484 1384
122	5995 1237 2051 4201
123	5212 4617 906 6870
124	7260 3333 3796 4032
125	392 5228 2748 1313
126	3245 2905 4575 1963
127	1923 5847 1709 177
128	5664 1055 5725 6375
129	7054 1386 2853 2837
130	7272 3995 4812 6376
131	5521 1912 547 7239
132	3170 5321 1016 1434
133	3573 5986 5221 904
134	1541 5505 6675 2047
135	4522 6320 1065 6281
136	1591 4670 2806 2227
137	5121 5334 1700 517
138	6742 6563 5026 561
139	1355 1139 1914 1423
140	3720 5061 4116 3409
141	106 194 66 5188
142	5751 4415 5123 1457
143	7259 6295 431 4812
144	3055 5769 348 4364
145	5541 1695 2343 1247
146	6233 2852 4789 2633
147	1832 2583 1254 1843
148	2952 1562 5160 3574
149	6275 260 3030 2953
150	575 1452 2948 1825
151	1754 3704 2134 2870
152	2086 6947 558 4359
153	2305 1331 6656 244
154	4676 7380 2588 228
155	2573 4582 6068 1668
156	4946 2687 3941 6473
157	244 6034 5993 5316
158	6550 885 537 6161
159	1845 25 5770 273
160	5488 6638 1693 4920
161	4400 4331 6628 6110
162	2529 4969 3359 1085
163	6252 7202 849 6732
164	6431 353 3298 4208
165	4822 5041 5438 4165
166	749 6619 5527 4630
167	2229 4793 4958 4138
168	3570 7253 6822 5671
169	6489 1537 4944 1157
170	964 3844 2900 2194
171	6507 3511 2040 3719
172	1331 5057 5997 2316
173	3258 6243 4829 2820
174	6629 4636 3936 3013
175	7321 7092 180 4119
176	200 2030 6001 2568
177	4509 3988 3839 5838
178	7046 861 2904 3514
179	6447 7226 3442 3385
180	3506 980 1906 1148
181	6828 6103 2125 2652
182	4248 1951 1282 111
183	6589 271 1450 2045
184	2925 4328 3144 4674
185	7437 6543 3466 3502
186	3682 5132 356 2494
187	501 452 3338 5052
188	1444 5415 1726 3992
189	457 3198 3699 1925
190	2115 5838 2447 328
191	5123 3658 2077 2214
192	6909 3129 1301 4568
193	3956 1913 6045 6756
194	564 3779 47 3159
195	5880 287 4570 6141
196	6134 3771 1029 3197
197	2627 5119 899 3110
198	4428 7062 1527 5192
199	661 2491 2250 3590
200	6445 5983 2632 3620
201	293 3869 7030 6659
202	4879 1090 1453 6000
203	4876 533 6332 471
204	895 3909 5836 541
205	3329 1416 3005 2402
206	4933 881 424 2560
207	858 4844 3714 5156
208	274 664 4299 5895
209	5464 871 7041 3514
210	5513 7296 1223 4935
211	4270 2263 6412 6601
212	6887 3542 3516 5603
213	1290 3848 2834 2716
214	3669 4551 7429 2260
215	2018 1777 1780 5673
216	1985 4266 1536 6925
217	5184 1365 3331 2998
218	4521 3256 46 2572
219	5586 1999 2654 2443
220	5574 1975 2721 880
221	1747 167 6243 1394
222	5345 113 4544 1920
223	553 6969 916 1586
224	6726 1009 1649 3608
225	3186 1995 2011 3884
226	2100 4766 2615 2534
227	2441 1239 4871 2404
228	6876 7414 3632 4896
229	1007 5201 1775 1379
230	3094 1173 7291 6730
231	3419 7091 5176 1846
232	482 4996 197 6474
233	6205 2497 2305 3607
234	6312 5261 6973 5098
235	1251 3603 972 3315
236	4266 6098 7261 4572
237	6540 2983 1703 4611
238	3862 7462 3272 1888
239	3773 6653 2207 3374
240	680 4161 5593 5584
241	1371 3498 1573 2923
242	3821 3160 1965 2392
243	1531 3328 1043 5380
244	559 2014 44 585
245	6359 1174 723 6381
246	1673 897 5707 1489
247	610 6085 4596 5935
248	4350 6683 3386 6293
249	4770 5999 2355 5901
250	381 5095 6557 6902
251	7052 6371 5643 6907
252	3142 3435 7498 4474
253	3945 6528 6039 1910
254	30 1919 716 5087
255	6121 6805 2299 2670
256	5117 6088 6477 3636
257	4909 1269 2690 4020
258	7333 1278 4770 4542
259	4087 5377 7051 6574
260	7409 5037 3177 6250
261	2448 160 96 1389
262	4693 2332 2097 709
263	7020 2016 2399 2528
264	250 3811 1 4099
265	7352 7409 3453 597
266	354 6761 4981 1029
267	517 2241 4732 1968
268	2121 6833 6680 6250
269	1933 6348 4715 4739
270	5591 3414 7337 3038
271	3611 1983 2459 5847
272	6541 2955 2146 994
273	4255 6342 6465 4311
274	4216 7332 2339 330
275	2031 7044 1255 3153
276	476 6197 6959 2491
277	5913 3639 2863 7337
278	4110 5536 1116 3042
279	2812 48 6199 4353
280	6239 7003 4648 4727
281	83 2467 7123 3071
282	7297 1298 5543 1405
283	4174 2080 4919 5023
284	3112 4202 7187 4770
285	3412 4496 6831 2961
286	7020 5551 2551 5287
287	6417 3124 2760 1800
288	6815 4729 6709 4173
289	7218 4237 304 4471
290	2101 5910 4237 2020
291	4001 2252 5345 4678
292	1808 43 7423 4264
293	5323 7239 6551 2694
294	5773 5691 2433 6681
295	5822 2920 3302 6522
296	788 5062 3599 5431
297	242 7402 3288 4090
298	5532 2175 776 5869
299	5076 5571 768 83
300	5128 7280 3829 7377
301	3799 4032 4314 6055
302	4939 230 4197 2909
303	1989 4154 3690 7135
304	1870 5651 1181 1706
305	5132 6180 1955 5384
306	2674 1807 5096 6757
307	4568 2513 5798 3757
308	7256 5658 697 2584
309	931 3669 4632 3092
310	6020 3660 7391 3802
311	1870 993 4507 2648
312	3680 3882 117 5556
313	4607 6087 4002 4915
314	5329 66 3958 6087
315	3708 2982 5880 236
316	1277 4759 1519 6529
317	5470 5396 495 3689
318	2897 4133 4880 1387
319	2561 2975 2155 723
320	7282 1591 6000 4765
321	901 4697 429 6682
322	4058 5737 5804 7421
323	327 2134 4720 1074
324	3149 5724 5366 5611
325	1321 2537 4781 344
326	156 3414 5041 6883
327	4440 1672 7290 2845
328	1280 7237 1665 3091
329	7187 4066 4052 1781
330	4978 1997 7480 6834
331	4764 1303 3417 6112
332	123 7299 4819 6824
333	4091 4660 3053 3166
334	5542 4596 197 2867
335	4514 1821 4340 2638
336	3241 1768 5423 7137
337	1419 6079 3784 7166
338	5068 6921 6571 5346
339	361 5292 5055 2289
340	7349 7468 4203 6600
341	6914 7035 4010 828
342	300 3836 5047 1892
343	3749 702 5858 1096
344	1182 6945 1482 593
345	3834 1964 3436 2251
346	7228 4874 3104 2153
347	2305 7264 3502 3720
348	3931 4402 1869 1388
349	6814 1148 3835 1252
350	3646 4846 3826 5281
351	2127 1990 2957 4959
352	1375 4859 1286 7099
353	4365 4728 6295 7097
354	3843 45 1866 2420
355	1085 2492 5173 1814
356	7176 486 286 6241
357	2861 7497 3179 5746
358	2611 7404 4969 856
359	172 340 3082 4500
360	6226 4907 7039 5489
361	6220 765 1715 5949
362	107 872 4086 5891
363	4281 4721 4994 1664
364	3778 5676 2681 2646
365	7355 6942 5557 2872
366	6026 3623 4500 3357
367	3202 458 1363 1959
368	964 6967 1152 1147
369	1868 4376 2492 4860
370	5849 6596 7233 2553
371	464 1385 2834 5969
372	4210 6432 7480 6857
373	6306 6843 877 764
374	1382 740 4423 6296
375	2059 6901 1803 4392
376	5403 7021 2869 2249
377	5195 1470 1743 2161
378	7114 7215 1679 1610
379	6440 1427 4138 2734
380	6544 1467 4311 7467
381	443 5751 5374 4183
382	5825 6665 7350 6492
383	1559 3360 2053 7160
384	7022 3980 825 2113
385	1058 3676 3076 3015
386	3758 571 5478 27
387	6598 6982 1025 5503
388	973 3091 5298 991
389	3020 2885 4185 20
390	5023 4544 6113 49
391	2918 178 5512 1837
392	4114 3966 5273 1437
393	3520 6627 267 6821
394	4286 323 6008 6870
395	5605 2666 5090 7366
396	3776 362 2914 1684
397	5647 3663 2826 28
398	1176 2583 2127 6010
399	3907 3847 4527 4764
400	5253 3289 6245 6650
401	1479 6169 214 1205
402	4208 1065 7233 7219
403	3196 3722 671 2499
404	4473 325 637 6863
405	5919 2517 3809 2013
406	1400 5393 3735 1457
407	5474 2240 5907 5005
408	3827 6374 6393 638
409	5474 1233 2910 3857
410	4142 1830 6323 4386
411	7327 1772 2317 3984
412	2428 1074 158 3983
413	3075 6768 2160 751
414	2739 594 797 4287
415	6097 6824 5038 467
416	6391 7396 4751 2098
417	4389 2132 2195 5955
418	3930 1731 896 1695
419	6911 6931 2723 1653
420	1639 5389 1391 698
421	2950 277 3586 7361
