Class Times	100
Rooms	100
1	829
2	190
3	992
4	836
5	29
6	373
7	885
8	756
9	116
10	115
11	706
12	439
13	367
14	203
15	748
16	942
17	60
18	487
19	990
20	604
21	602
22	566
23	539
24	292
25	418
26	408
27	124
28	233
29	843
30	835
31	149
32	363
33	833
34	609
35	192
36	570
37	141
38	30
39	163
40	873
41	851
42	520
43	820
44	510
45	910
46	793
47	137
48	654
49	533
50	899
51	54
52	487
53	149
54	787
55	457
56	822
57	757
58	97
59	171
60	39
61	344
62	941
63	316
64	292
65	354
66	494
67	58
68	589
69	813
70	849
71	36
72	386
73	485
74	81
75	617
76	466
77	472
78	128
79	147
80	494
81	808
82	883
83	145
84	668
85	435
86	647
87	689
88	317
89	883
90	152
91	808
92	538
93	530
94	130
95	566
96	439
97	145
98	448
99	75
100	19
Classes	800
Teachers	400
1	174
2	282
3	82
4	335
5	279
6	220
7	126
8	294
9	368
10	276
11	239
12	372
13	331
14	374
15	43
16	21
17	36
18	74
19	120
20	338
21	240
22	272
23	81
24	173
25	40
26	134
27	86
28	267
29	285
30	205
31	319
32	314
33	8
34	105
35	343
36	195
37	399
38	366
39	288
40	261
41	353
42	40
43	87
44	99
45	120
46	343
47	285
48	100
49	32
50	238
51	266
52	207
53	347
54	201
55	278
56	373
57	127
58	238
59	384
60	210
61	104
62	129
63	183
64	277
65	132
66	136
67	65
68	20
69	73
70	211
71	193
72	388
73	191
74	370
75	32
76	387
77	90
78	114
79	126
80	66
81	17
82	177
83	4
84	227
85	286
86	100
87	207
88	381
89	321
90	133
91	258
92	42
93	145
94	42
95	122
96	267
97	28
98	67
99	183
100	135
101	115
102	136
103	337
104	334
105	323
106	270
107	129
108	106
109	157
110	133
111	229
112	56
113	385
114	326
115	245
116	308
117	318
118	65
119	379
120	132
121	29
122	206
123	53
124	378
125	347
126	263
127	37
128	89
129	145
130	239
131	107
132	256
133	256
134	127
135	229
136	346
137	181
138	350
139	292
140	45
141	270
142	191
143	384
144	147
145	369
146	371
147	14
148	368
149	188
150	313
151	11
152	348
153	264
154	23
155	91
156	167
157	273
158	222
159	209
160	117
161	320
162	342
163	255
164	355
165	380
166	390
167	281
168	93
169	166
170	50
171	332
172	388
173	49
174	47
175	243
176	149
177	313
178	281
179	295
180	363
181	196
182	304
183	135
184	218
185	221
186	336
187	336
188	269
189	268
190	162
191	308
192	194
193	361
194	76
195	373
196	361
197	17
198	31
199	74
200	15
201	206
202	202
203	310
204	369
205	377
206	331
207	93
208	283
209	378
210	362
211	90
212	91
213	340
214	196
215	350
216	400
217	330
218	397
219	263
220	211
221	128
222	273
223	219
224	79
225	348
226	231
227	184
228	96
229	125
230	274
231	259
232	37
233	116
234	27
235	398
236	112
237	21
238	24
239	150
240	359
241	174
242	54
243	332
244	159
245	163
246	396
247	34
248	31
249	231
250	59
251	394
252	155
253	292
254	188
255	345
256	210
257	319
258	116
259	2
260	143
261	236
262	67
263	288
264	359
265	258
266	163
267	366
268	303
269	394
270	177
271	153
272	149
273	245
274	179
275	54
276	58
277	147
278	391
279	139
280	70
281	362
282	335
283	398
284	322
285	214
286	84
287	259
288	164
289	63
290	49
291	252
292	2
293	234
294	98
295	70
296	69
297	357
298	24
299	320
300	152
301	291
302	144
303	365
304	158
305	25
306	355
307	50
308	220
309	249
310	243
311	8
312	138
313	46
314	121
315	103
316	35
317	278
318	26
319	218
320	167
321	112
322	333
323	383
324	208
325	222
326	290
327	60
328	370
329	380
330	340
331	14
332	272
333	246
334	175
335	248
336	53
337	297
338	375
339	329
340	153
341	140
342	226
343	29
344	365
345	182
346	94
347	105
348	295
349	358
350	110
351	203
352	185
353	275
354	209
355	228
356	208
357	227
358	255
359	46
360	27
361	282
362	5
363	22
364	318
365	84
366	346
367	157
368	107
369	386
370	262
371	351
372	166
373	20
374	303
375	62
376	9
377	353
378	162
379	63
380	333
381	241
382	142
383	250
384	119
385	138
386	58
387	302
388	119
389	262
390	198
391	301
392	83
393	290
394	10
395	59
396	271
397	38
398	224
399	28
400	260
401	300
402	306
403	98
404	329
405	315
406	194
407	195
408	182
409	113
410	103
411	159
412	151
413	185
414	82
415	383
416	184
417	233
418	169
419	131
420	172
421	89
422	1
423	356
424	321
425	356
426	152
427	47
428	232
429	246
430	204
431	64
432	352
433	323
434	237
435	36
436	180
437	379
438	260
439	4
440	110
441	293
442	261
443	7
444	271
445	234
446	275
447	240
448	360
449	164
450	241
451	57
452	265
453	264
454	43
455	97
456	377
457	179
458	172
459	197
460	78
461	38
462	148
463	344
464	143
465	385
466	44
467	221
468	106
469	326
470	391
471	199
472	181
473	26
474	364
475	75
476	360
477	302
478	176
479	111
480	216
481	144
482	101
483	224
484	52
485	18
486	244
487	363
488	3
489	283
490	18
491	189
492	213
493	48
494	315
495	160
496	325
497	372
498	130
499	22
500	190
501	237
502	396
503	113
504	387
505	56
506	197
507	35
508	344
509	219
510	338
511	76
512	299
513	12
514	386
515	225
516	354
517	226
518	83
519	249
520	87
521	94
522	289
523	193
524	72
525	39
526	72
527	324
528	354
529	118
530	291
531	287
532	189
533	236
534	214
535	9
536	81
537	296
538	310
539	203
540	124
541	115
542	85
543	400
544	297
545	154
546	247
547	328
548	217
549	253
550	200
551	364
552	73
553	104
554	345
555	298
556	173
557	248
558	171
559	146
560	392
561	202
562	92
563	52
564	88
565	161
566	155
567	375
568	19
569	289
570	233
571	393
572	64
573	349
574	128
575	165
576	170
577	131
578	178
579	19
580	223
581	117
582	300
583	165
584	225
585	192
586	78
587	322
588	12
589	212
590	330
591	16
592	352
593	176
594	192
595	328
596	327
597	45
598	277
599	118
600	57
601	5
602	151
603	154
604	268
605	305
606	212
607	311
608	200
609	60
