Students	200
1	1 10 39 16	1	-1	0
2	1 31 25 38	1	-1	0
3	1 16 8 5	1	-1	0
4	20 39 21 8	4	7	0
5	1 18 19 14	1	-1	0
6	18 25 9 31	2	-1	0
7	27 3 39 25	3	3	0
8	4 37 35 20	4	2	0
9	32 25 22 27	4	3	0
10	7 25 34 23	3	4	0
11	35 16 15 19	2	-1	0
12	38 42 9 35	2	-1	0
13	40 14 27 23	3	5	0
14	14 19 31 35	2	-1	0
15	27 7 8 3	2	-1	0
16	35 3 31 27	2	-1	0
17	1 35 5 20	1	-1	0
18	8 22 9 13	2	-1	0
19	2 27 33 3	1	-1	0
20	14 35 7 4	4	3	0
21	2 12 5 22	1	-1	0
22	1 9 24 12	1	-1	0
23	13 39 41 28	2	-1	0
24	29 5 23 14	3	6	0
25	29 27 13 34	2	-1	0
26	16 3 10 30	2	-1	0
27	1 27 31 18	1	-1	0
28	33 14 34 6	4	3	0
29	14 18 33 29	4	3	0
30	27 34 32 18	4	5	0
31	33 40 14 38	2	-1	0
32	7 24 34 3	3	4	0
33	23 20 25 16	3	3	0
34	15 42 11 36	4	1	0
35	28 14 35 11	4	5	0
36	2 29 34 33	1	-1	0
37	15 7 3 16	2	-1	0
38	40 23 36 17	3	1	0
39	17 6 34 41	3	6	0
40	25 40 42 19	4	3	0
41	1 14 39 3	1	-1	0
42	2 32 35 22	1	-1	0
43	4 11 6 21	2	-1	0
44	28 40 17 9	3	3	0
45	6 19 36 14	3	3	0
46	25 40 17 36	3	6	0
47	42 20 37 31	4	5	0
48	2 28 14 9	1	-1	0
49	16 34 9 24	4	5	0
50	2 5 6 38	1	-1	0
51	40 29 34 25	3	5	0
52	29 18 11 32	3	7	0
53	31 18 17 28	4	3	0
54	10 27 34 11	2	-1	0
55	34 32 42 28	2	-1	0
56	14 18 4 23	3	5	0
57	17 8 19 6	2	-1	0
58	3 12 19 42	4	7	0
59	28 27 15 38	4	1	0
60	38 16 37 40	4	6	0
61	1 5 33 11	1	-1	0
62	22 31 37 9	4	3	0
63	31 37 4 22	3	5	0
64	8 41 39 22	4	1	0
65	1 28 21 5	1	-1	0
66	1 35 30 40	1	-1	0
67	19 34 9 38	4	7	0
68	28 21 12 34	3	7	0
69	10 39 12 29	3	6	0
70	13 27 24 18	4	1	0
71	30 18 29 16	3	6	0
72	39 36 40 26	2	-1	0
73	31 40 25 11	4	7	0
74	35 30 27 6	2	-1	0
75	10 7 33 23	2	-1	0
76	26 33 25 20	3	5	0
77	33 4 22 6	4	1	0
78	37 17 25 6	4	3	0
79	38 29 39 41	3	4	0
80	13 39 16 5	4	6	0
81	25 21 6 7	2	-1	0
82	28 5 18 35	3	6	0
83	2 9 23 37	1	-1	0
84	1 41 21 37	1	-1	0
85	21 23 12 29	3	3	0
86	30 19 31 12	3	4	0
87	2 39 35 10	1	-1	0
88	20 10 27 29	4	4	0
89	6 8 34 36	4	1	0
90	16 31 22 40	2	-1	0
91	2 33 17 19	1	-1	0
92	35 16 12 17	4	4	0
93	29 23 39 42	3	6	0
